TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Sep_kpc,Gal_1_type,Gal_1_ABS_Mag,Gal_1_dist,Gal_1_z,Gal_1_info,Gal_2_type,Gal_2_ABS_Mag,Gal_2_dist,Gal_2_z,Gal_2_info,Reporter,SDSS_image
2024hsq,09:01:58.402,+60:09:06.98,2024-05-01 06:14:24.000,2024-05-02,15.3,ABMag,g - Sloan,0.7701124744321171,0.188057933889022,G,-18.210813176675824,50.368919586,0.025021,"['135.493225' '60.151733' 'G' '50.368919586' '0.025021'
 '0.7701124744321171' '0.188057933889022']",,,,,,K. Z. Stanek,Yes
2024hqr,11:42:42.703,-00:57:24.83,2024-04-29 05:02:10.996,2024-05-02,18.4062,ABMag,r - ZTF,0.8992648578598118,1.2105764189331656,G,-18.81144860532367,277.670486418,0.061845,"['175.677704' '-0.956789' 'G' '277.670486418' '0.061845'
 '0.8992648578598118' '1.2105764189331656']",,,,,,K-Ryan Hinds (LJMU),Yes
2024hqa,23:42:38.416,+27:05:31.76,2024-04-22 11:53:44.998,2024-05-02,18.4639,ABMag,r - ZTF,0.9740146473534228,0.5347991035368566,G,-16.806351579387854,113.253156688,0.027367,"['355.660065' '27.091885' 'G' '113.253156688' '0.027367'
 '0.9740146473534228' '0.5347991035368566']",G,-16.841292299804618,115.090230527,0.0254461327231,"['355.66' '27.09147' 'G' '115.090230527' '0.0254461327231'
 '2.4772318130995856' '1.3822289202981444']",Jesper Sollerman (SU),No
2024hqb,21:12:35.708,+28:47:58.25,2024-04-30 10:46:48.996,2024-05-02,19.1094,ABMag,r - ZTF,1.2731966213717416,1.4911821829388372,G,-17.80590180834028,241.579657755,0.054113,"['318.149109' '28.799305' 'G' '241.579657755' '0.054113'
 '1.2731966213717416' '1.4911821829388372']",G,999,0.0,0.0,['318.15' '28.79924' 'G' '0.0' '0.0' '3.9628689006316695' 'inf'],Jesper Sollerman (SU),No
2024hpx,14:11:35.116,-01:15:22.20,2024-04-29 07:04:03.002,2024-05-02,19.8143,ABMag,g - ZTF,1.3743359531162729,4.262534297361402,G,-19.215700558426438,639.735,0.135390637695,"['212.896' '-1.25638' 'G' '639.735' '0.135390637695' '1.3743359531162729'
 '4.262534297361402']",,,,,,Jesper Sollerman (SU),Yes
2024hsj,13:05:47.221,+27:46:42.58,2024-04-29 07:26:09.312,2024-05-02,21.08,ABMag,w - P1,1.3776030126652385,2.9833166176174606,G,-17.170001982684262,446.684,0.0970246685123,"['196.44696' '27.778831' 'G' '446.684' '0.0970246685123'
 '1.3776030126652385' '2.9833166176174606']",,,,,,K. C. Chambers,Yes
2024hpk,15:11:16.841,+13:33:59.14,2024-04-30 08:06:08.000,2024-05-02,19.9278,ABMag,g - ZTF,1.6519727854614414,1.6006463822586194,G,-16.575788210332636,199.856207568,0.0449969324985,"['227.82' '13.566' 'G' '199.856207568' '0.0449969324985'
 '1.6519727854614414' '1.6006463822586194']",,,,,,Yoomee Zeng (UC Berkeley),Yes
2024hpi,17:25:04.436,+50:25:59.60,2024-04-30 08:48:46.002,2024-05-02,19.3752,ABMag,g - ZTF,1.8738601414011964,4.675035415246191,G,-19.18216432430249,514.603653075,0.110727,"['261.269287' '50.433128' 'G' '514.603653075' '0.110727'
 '1.8738601414011964' '4.675035415246191']",,,,,,Nabeel Rehemtulla (CIERA,No
2024htr,13:42:17.212,+31:40:00.37,2024-04-17 08:01:07.968,2024-05-02,20.76,ABMag,w - P1,2.0002158895227518,inf,G,999,0.0,0.0,['205.572' '31.66727' 'G' '0.0' '0.0' '2.0002158895227518' 'inf'],,,,,,K. C. Chambers,No
2024htn,16:04:58.394,-20:06:26.36,2024-04-19 14:11:17.952,2024-05-02,19.75,ABMag,w - P1,2.3369699329611255,2.5064516185521586,G,-16.974156671254207,221.2235383,0.050056,"['241.243332' '-20.107971' 'G' '221.2235383' '0.050056'
 '2.3369699329611255' '2.5064516185521586']",,,,,,K. C. Chambers,No
2024htj,16:06:49.723,+02:05:49.17,2024-04-20 14:02:22.272,2024-05-02,20.71,ABMag,w - P1,2.6689245777997592,3.640676766249991,G,-16.53635477189762,281.365571009,0.062632,"['241.706558' '2.097397' 'G' '281.365571009' '0.062632'
 '2.6689245777997592' '3.640676766249991']",,,,,,K. C. Chambers,No
2024hsk,15:20:52.779,+22:43:42.88,2024-04-29 12:41:31.776,2024-05-02,19.55,ABMag,w - P1,2.7670321310948007,5.458683959033158,G,-18.497494408365977,406.910485996,0.08889,"['230.219086' '22.728676' 'G' '406.910485996' '0.08889'
 '2.7670321310948007' '5.458683959033158']",,,,,,K. C. Chambers,Yes
2024hrl,11:44:10.999,+56:22:01.16,2024-04-30 05:29:05.001,2024-05-02,19.0567,ABMag,g - ZTF,2.896102178347709,6.300693732773439,G,-19.20329811311843,448.745,0.097444038722,"['176.046' '56.36619' 'G' '448.745' '0.097444038722' '2.896102178347709'
 '6.300693732773439']",,,,,,A. Munoz-Arancibia,Yes
2024hqy,16:01:17.713,-03:02:40.48,2024-04-30 08:59:43.999,2024-05-02,19.3968,ABMag,g - ZTF,3.057632879276793,3.3407722972610956,G,-17.36763334547338,225.365103604,0.050847,"['240.323334' '-3.04387' 'G' '225.365103604' '0.050847'
 '3.057632879276793' '3.3407722972610956']",G,-17.87319915456989,284.446,0.0632875216438,"['240.323' '-3.04388' 'G' '284.446' '0.0632875216438' '3.82982136716183'
 '5.281450521870039']",A. Munoz-Arancibia,No
2024hsx,11:28:54.470,+67:17:32.22,2024-05-01 07:07:04.996,2024-05-02,20.0829,ABMag,g - ZTF,3.0670733061560997,7.37532324139286,G,-18.394510180350597,496.00041067,0.106997,"['172.228943' '67.292656' 'G' '496.00041067' '0.106997'
 '3.0670733061560997' '7.37532324139286']",,,,,,F. Forster,Yes
2024hqp,09:39:03.341,+65:11:29.24,2024-05-01 06:57:17.856,2024-05-02,18.792,ABMag,orange - ATLAS,3.2146119345761948,5.019998443962735,G,-18.74800081485195,322.107,0.071254085627,"['144.762' '65.19184' 'G' '322.107' '0.071254085627' '3.2146119345761948'
 '5.019998443962735']",,,,,,J. Tonry,Yes
2024hpt,11:54:26.044,+00:16:36.57,2024-04-29 05:36:25.001,2024-05-02,19.6312,ABMag,g - ZTF,3.2343214167146184,3.512310880414996,G,-17.11997452850033,223.99323688,0.0507372853686,"['178.608' '0.27756' 'G' '223.99323688' '0.0507372853686'
 '3.2343214167146184' '3.512310880414996']",,,,,,Jesper Sollerman (SU),Yes
2024hsn,12:18:01.892,+22:22:20.97,2024-04-28 06:03:04.896,2024-05-02,21.35,ABMag,w - P1,3.3049007208450707,8.604654745468986,G,-17.300000823370787,537.032,0.115201437601,"['184.508' '22.37158' 'G' '537.032' '0.115201437601' '3.3049007208450707'
 '8.604654745468986']",,,,,,K. C. Chambers,Yes
2024hrc,15:10:38.658,+05:40:27.16,2024-04-30 08:05:27.004,2024-05-02,20.0686,ABMag,g - ZTF,3.414596679903199,6.207464977327428,G,-17.801399986996383,374.973,0.0822958911479,"['227.662' '5.67444' 'G' '374.973' '0.0822958911479' '3.414596679903199'
 '6.207464977327428']",,,,,,A. Munoz-Arancibia,No
2024hqc,20:30:53.114,-01:47:48.87,2024-04-30 10:41:21.998,2024-05-02,19.4967,ABMag,r - ZTF,3.701190802862601,3.989980052422524,G,-17.23857191671902,222.358831601,0.050198,"['307.721497' '-1.797919' 'G' '222.358831601' '0.050198'
 '3.701190802862601' '3.989980052422524']",G,999,0.0,0.0,['307.722' '-1.79791' 'G' '0.0' '0.0' '4.381465091824094' 'inf'],Jesper Sollerman (SU),No
2024hsf,13:25:04.013,-06:01:01.06,2024-04-29 08:46:07.104,2024-05-02,19.03,ABMag,w - P1,3.740019365449267,4.925483115509379,G,-18.14000058447673,271.644,0.0605596202798,"['201.267' '-6.01596' 'G' '271.644' '0.0605596202798' '3.740019365449267'
 '4.925483115509379']",,,,,,K. C. Chambers,No
2024hru,06:02:49.620,-23:25:21.01,2024-04-22 18:08:19.000,2024-05-02,18.92,ABMag,BG-q - BlackGem,4.2147337211787415,10.960819718846286,G,-19.72749012940382,536.411433135,0.115078,"['90.706841' '-23.421335' 'G' '536.411433135' '0.115078'
 '4.2147337211787415' '10.960819718846286']",,,,,,H. Tranin,No
2024hrm,07:32:25.573,+61:57:45.55,2024-04-30 05:49:33.004,2024-05-02,19.6436,ABMag,r - ZTF,4.218018401041724,inf,G,999,0.0,0.0,['113.107' '61.9615' 'G' '0.0' '0.0' '4.218018401041724' 'inf'],,,,,,A. Munoz-Arancibia,No
2024hpg,21:31:43.203,+00:21:43.71,2024-04-28 11:12:13.999,2024-05-02,19.3575,ABMag,r - ZTF,4.218240026283052,2.6363536351168135,G,-16.193987550310936,128.913235939,0.0293972846986,"['322.93' '0.36097' 'G' '128.913235939' '0.0293972846986'
 '4.218240026283052' '2.6363536351168135']",,,,,,Nabeel Rehemtulla (CIERA,Yes
2024hsb,12:12:57.226,+26:01:55.19,2024-04-29 06:02:28.608,2024-05-02,20.44,ABMag,w - P1,4.297641141732341,7.15822064947686,G,-17.240000329301,343.558,0.0757537578769,"['183.239426' '26.032799' 'G' '343.558' '0.0757537578769'
 '4.297641141732341' '7.15822064947686']",,,,,,K. C. Chambers,Yes
2024hpn,10:27:21.688,+10:07:09.88,2024-04-21 05:36:22.003,2024-05-02,19.7294,ABMag,r - ZTF,4.399613037174391,7.2608774224250965,G,-17.93059878989221,340.408,0.0750947775474,"['156.841' '10.11836' 'G' '340.408' '0.0750947775474' '4.399613037174391'
 '7.2608774224250965']",,,,,,Yoomee Zeng (UC Berkeley),Yes
2024hti,14:49:18.981,+20:17:14.84,2024-05-01 06:07:40.996,2024-05-02,20.0487,ABMag,r - ZTF,4.623027696480023,5.516901452402426,G,-16.907269320886765,246.146612977,0.055096,"['222.327759' '20.287766' 'G' '246.146612977' '0.055096'
 '4.623027696480023' '5.516901452402426']",,,,,,F. Forster,Yes
2024hpq,14:49:22.645,+33:01:49.28,2024-05-01 08:07:03.996,2024-05-02,19.7465,ABMag,g - ZTF,4.799155495844031,9.135656459832758,G,-18.22350035726419,392.645,0.0859515729758,"['222.345383' '33.031372' 'G' '392.645' '0.0859515729758'
 '4.799155495844031' '9.135656459832758']",,,,,,Jesper Sollerman (SU),Yes
2024hst,14:00:42.058,+29:15:58.41,2024-04-29 07:07:27.002,2024-05-02,20.8286,ABMag,g - ZTF,4.948739819793077,11.536369919098595,G,-17.58139842639907,480.839,0.103944381972,"['210.176' '29.26502' 'G' '480.839' '0.103944381972' '4.948739819793077'
 '11.536369919098595']",,,,,,F. Forster,Yes
2024hso,09:59:01.156,+36:57:05.89,2024-04-27 08:08:05.280,2024-05-02,20.51,ABMag,i - P1,5.313461005815843,11.93857356237669,G,-17.82000037607418,463.447,0.100428350214,"['149.756638' '36.951881' 'G' '463.447' '0.100428350214'
 '5.313461005815843' '11.93857356237669']",,,,,,K. C. Chambers,Yes
2024htp,12:29:52.079,+53:01:58.77,2024-04-18 07:16:22.656,2024-05-02,18.96,ABMag,w - P1,5.677645432893853,9.351958666917549,G,-18.69579722199306,339.749983567,0.074957,"['187.468079' '53.034428' 'G' '339.749983567' '0.074957'
 '5.677645432893853' '9.351958666917549']",,,,,,K. C. Chambers,Yes
2024hse,11:08:23.313,-06:45:45.57,2024-04-29 06:28:20.352,2024-05-02,19.38,ABMag,w - P1,5.841986587009662,inf,G,999,0.0,0.0,['167.098' '-6.76128' 'G' '0.0' '0.0' '5.841986587009662' 'inf'],,,,,,K. C. Chambers,No
2024htw,12:42:40.378,-12:20:22.90,2024-04-16 08:28:47.712,2024-05-02,19.66,ABMag,w - P1,5.926960250125278,5.754139421873278,G,-16.847867495768394,200.250449288,0.045529,"['190.666595' '-12.340045' 'G' '200.250449288' '0.045529'
 '5.926960250125278' '5.754139421873278']",,,,,,K. C. Chambers,No
2024htk,16:24:56.724,+02:07:53.43,2024-04-21 13:28:28.416,2024-05-02,21.16,ABMag,w - P1,6.058670348642161,7.119168893582413,G,-15.76238553057362,242.369019607,0.054473,"['246.237167' '2.13298' 'G' '242.369019607' '0.054473' '6.058670348642161'
 '7.119168893582413']",,,,,,K. C. Chambers,No
2024hpz,00:17:46.224,+31:16:31.11,2024-04-29 11:51:32.002,2024-05-02,19.1347,ABMag,r - ZTF,6.079434488376138,6.411045885894702,G,-17.552754177900393,217.515813366,0.048382,"['4.440755' '31.274704' 'G' '217.515813366' '0.048382' '6.079434488376138'
 '6.411045885894702']",,,,,,Jesper Sollerman (SU),No
2024hsu,14:01:30.067,+15:45:05.14,2024-05-01 07:51:42.998,2024-05-02,20.4994,ABMag,g - ZTF,6.241000073255525,17.981625091002144,G,-18.370599420437607,594.292,0.126516873258,"['210.377' '15.75194' 'G' '594.292' '0.126516873258' '6.241000073255525'
 '17.981625091002144']",,,,,,F. Forster,Yes
2024hsa,11:11:53.604,-07:32:33.85,2024-04-29 06:28:20.352,2024-05-02,19.99,ABMag,w - P1,7.119547502338943,17.138253712361948,G,-18.48969654476276,496.522929359,0.107102,"['167.974014' '-7.544601' 'G' '496.522929359' '0.107102'
 '7.119547502338943' '17.138253712361948']",,,,,,K. C. Chambers,No
2024hty,14:47:02.898,+30:28:36.60,2024-04-09 13:33:44.640,2024-05-02,21.15,ABMag,w - P1,7.1528590796438625,12.532990221992067,G,-16.640000825307403,361.41,0.0794783197392,"['221.764' '30.47574' 'G' '361.41' '0.0794783197392' '7.1528590796438625'
 '12.532990221992067']",,,,,,K. C. Chambers,Yes
2024hsd,11:22:44.710,-02:50:09.97,2024-04-29 06:31:08.832,2024-05-02,20.5,ABMag,w - P1,7.207104202085411,7.690445442863634,G,-16.213079137592416,220.097863835,0.049706,"['170.687744' '-2.834723' 'G' '220.097863835' '0.049706'
 '7.207104202085411' '7.690445442863634']",,,,,,K. C. Chambers,No
2024htm,16:51:45.056,+39:13:43.60,2024-04-20 13:55:16.320,2024-05-02,20.78,ABMag,i - P1,8.892430437761123,10.764613372203245,G,-16.20701546372596,249.691117322,0.055642,"['252.93573' '39.226856' 'G' '249.691117322' '0.055642'
 '8.892430437761123' '10.764613372203245']",,,,,,K. C. Chambers,Yes
