TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Sep_kpc,Gal_1_type,Gal_1_ABS_Mag,Gal_1_dist,Gal_1_z,Gal_1_info,Reporter,SDSS_image
2024dan,14:02:20.916,+37:47:23.40,2024-02-18 13:02:14.208,2024-02-19,19.181,ABMag,cyan - ATLAS,0.5216409733618084,0.6901554411089349,G,-17.999001764239065,272.898,0.0608273704137,"['210.587' '37.78975' 'G' '272.898' '0.0608273704137' '0.5216409733618084'
 '0.6901554411089349']",J. Tonry,Yes
2024dbc,13:54:51.324,+02:44:38.55,2024-02-08 14:42:20.736,2024-02-19,19.237,ABMag,cyan - ATLAS,0.5598496934406227,1.835043346536246,G,-19.913000079037094,676.083,0.142423541212,"['208.714' '2.744' 'G' '676.083' '0.142423541212' '0.5598496934406227'
 '1.835043346536246']",J. Tonry,Yes
2024dat,20:03:39.970,-61:55:05.59,2024-02-07 10:03:21.600,2024-02-19,18.55,ABMag,G - Gaia,0.7839068330179828,1.4853863637459062,G,-19.410000578966777,390.841,0.0855792427896,"['300.917' '-61.91819' 'G' '390.841' '0.0855792427896'
 '0.7839068330179828' '1.4853863637459062']",S.T. Hodgkin,No
2024dbh,13:42:34.875,+18:50:11.69,2024-02-07 12:10:05.664,2024-02-19,19.85,ABMag,w - P1,0.9975933747573731,2.23115028118878,G,-18.47000200259002,461.318,0.0999967999984,"['205.645294' '18.836304' 'G' '461.318' '0.0999967999984'
 '0.9975933747573731' '2.23115028118878']",K. C. Chambers,Yes
2024czp,00:28:07.156,+30:45:05.54,2024-02-14 03:24:28.800,2024-02-19,18.87,ABMag,g - ZTF,1.1242160905093794,1.3124944256930482,G,-18.038364019278408,240.809049702,0.053433,"['7.029458' '30.751589' 'G' '240.809049702' '0.053433'
 '1.1242160905093794' '1.3124944256930482']",C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,No
2024czq,02:20:13.827,+08:12:18.94,2024-02-11 03:21:36.000,2024-02-19,18.75,ABMag,g - ZTF,1.9139727861119915,1.2160935732924056,G,-16.83728184041427,131.055836893,0.02874,"['35.05714' '8.205514' 'G' '131.055836893' '0.02874' '1.9139727861119915'
 '1.2160935732924056']",C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,No
2024dbi,09:54:38.239,+26:32:12.34,2024-02-07 08:19:19.200,2024-02-19,21.13,ABMag,w - P1,2.499924860480178,4.544664413432604,G,-16.739999986996384,374.973,0.0822958911479,"['148.659' '26.53739' 'G' '374.973' '0.0822958911479' '2.499924860480178'
 '4.544664413432604']",K. C. Chambers,Yes
2024czr,00:50:42.811,+42:38:34.23,2024-02-11 03:51:50.400,2024-02-19,19.38,ABMag,r - ZTF,2.6085689420658054,4.556344395881421,G,-18.403196785991174,360.279338934,0.079243,"['12.679046' '42.643375' 'G' '360.279338934' '0.079243'
 '2.6085689420658054' '4.556344395881421']",C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,No
2024dbt,13:04:34.871,-03:16:20.91,2024-02-06 14:26:28.608,2024-02-19,20.9,ABMag,w - P1,2.6573262632896277,3.6477027495016636,G,-16.35999846936602,283.139,0.0630094815047,"['196.146' '-3.2727' 'G' '283.139' '0.0630094815047' '2.6573262632896277'
 '3.6477027495016636']",K. C. Chambers,Yes
2024czm,10:21:55.268,+26:58:26.77,2024-02-17 15:24:54.720,2024-02-19,19.056,ABMag,cyan - ATLAS,2.6771437704183185,4.9118044840255,G,-18.833972548657908,378.437800548,0.083014,"['155.480255' '26.974846' 'G' '378.437800548' '0.083014'
 '2.6771437704183185' '4.9118044840255']",J. Tonry,No
2024czt,10:51:05.699,+55:16:12.60,2024-02-12 11:45:36.000,2024-02-19,20.55,ABMag,g - ZTF,3.1751192293029398,4.614094052224068,G,-16.83375768897282,299.744717273,0.066534,"['162.774506' '55.270935' 'G' '299.744717273' '0.066534'
 '3.1751192293029398' '4.614094052224068']",C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,Yes
2024daf,11:42:28.270,-13:07:40.33,2024-02-06 12:54:57.024,2024-02-19,20.94,ABMag,w - P1,3.1789905608099973,inf,G,999,0.0,0.0,['175.617' '-13.1283' 'G' '0.0' '0.0' '3.1789905608099973' 'inf'],K. C. Chambers,No
2024dam,15:32:11.111,+37:54:41.24,2024-02-18 13:31:31.584,2024-02-19,19.061,ABMag,cyan - ATLAS,4.902094319778907,10.763584702276463,G,-19.21900201420214,452.898,0.0982882391441,"['233.048' '37.91124' 'G' '452.898' '0.0982882391441' '4.902094319778907'
 '10.763584702276463']",J. Tonry,Yes
2024daj,05:29:16.925,-19:18:23.55,2024-02-07 06:06:26.208,2024-02-19,20.47,ABMag,w - P1,7.672791787595332,inf,G,999,0.0,0.0,['82.322777' '-19.306635' 'G' '0.0' '0.0' '7.672791787595332' 'inf'],K. C. Chambers,No
2024daa,14:25:57.210,-02:23:32.21,2024-02-17 14:39:41.760,2024-02-19,19.76,ABMag,w - P1,9.062483506363462,6.110415351882569,G,-15.956243181005892,139.074861528,0.0313093356547,"['216.487' '-2.39439' 'G' '139.074861528' '0.0313093356547'
 '9.062483506363462' '6.110415351882569']",K. C. Chambers,Yes
