TNS_ID,RA,DEC,DiscoveryDate,Mag,MagUnit,Filter,Reporter,Sep_arcsec,Sep_kpc,Gal_1_type,Gal_1_ABS_Mag,Gal_1_dist,Gal_1_z,Gal_1_info,Gal_2_type,Gal_2_ABS_Mag,Gal_2_dist,Gal_2_z,Gal_2_info
2023tml,23:45:16.226,-26:03:13.34,2023-09-24 02:26:13.056,18.694,ABMag,orange - ATLAS,J. Tonry,1.0177070578322613,1.2283210310087822,G,-18.28657117296311,248.951206065,0.055088,"['356.317902' '-26.053604' 'G' '248.951206065' '0.055088'
 '1.0177070578322613' '1.2283210310087822']",,,,,
2023tnl,07:45:43.052,+62:32:48.14,2023-09-24 11:18:52.001,19.2339,ABMag,r - ZTF,F. Forster,1.336537695460619,inf,G,999,0.0,0.0,['116.429893' '62.546993' 'G' '0.0' '0.0' '1.336537695460619' 'inf'],,,,,
2023tmq,09:19:05.903,+13:26:53.04,2023-09-24 12:27:16.001,18.3249,ABMag,r - ZTF,F. Forster,1.5370507614285338,2.607731481218873,G,-19.395098963558894,349.945,0.0770885185443,"['139.775' '13.4479' 'G' '349.945' '0.0770885185443' '1.5370507614285338'
 '2.607731481218873']",,,,,
2023tnn,07:40:55.306,+56:29:21.16,2023-09-24 11:18:10.996,17.7303,ABMag,r - ZTF,F. Forster,3.258094838020225,3.5360851679116085,G,-19.019620639816722,223.863932216,0.049961,"['115.231659' '56.488605' 'G' '223.863932216' '0.049961'
 '3.258094838020225' '3.5360851679116085']",,,,,
2023tnc,23:12:21.562,-22:07:36.20,2023-09-24 07:02:46.997,18.7409,ABMag,g - ZTF,F. Forster,3.939296734023116,inf,G,999,0.0,0.0,['348.089' '-22.12749' 'G' '0.0' '0.0' '3.939296734023116' 'inf'],,,,,
2023tmp,06:50:31.739,-20:19:52.80,2023-09-24 08:26:59.712,18.817,ABMag,orange - ATLAS,J. Tonry,4.425901409709768,5.558020831533657,G,-18.249717839167488,259.026124541,0.057944,"['102.632759' '-20.330202' 'G' '259.026124541' '0.057944'
 '4.425901409709768' '5.558020831533657']",G,999,0.0,0.0,['102.633' '-20.33019' 'G' '0.0' '0.0' '4.839718094467597' 'inf']
2023tmr,09:53:55.963,+23:23:03.45,2023-09-24 12:28:37.001,17.0131,ABMag,r - ZTF,F. Forster,4.529631825437164,inf,G,999,0.0,0.0,['148.482' '23.38365' 'G' '0.0' '0.0' '4.529631825437164' 'inf'],G,-16.729249343297667,56.0363538007,0.0124817762409,"['148.484863' '23.38331' 'G' '56.0363538007' '0.0124817762409'
 '6.591389993958369' '1.7906955073232314']"
2023tmg,16:34:20.634,+49:14:07.34,2023-09-22 03:49:01.920,19.7417,ABMag,g - ZTF,K. De (Caltech) on behalf of ZTF,4.632477352969037,5.58343353810891,G,-17.2358658959266,248.606900582,0.055382,"['248.587936' '49.2355' 'G' '248.606900582' '0.055382' '4.632477352969037'
 '5.58343353810891']",,,,,
