TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Sep_kpc,Gal_1_type,Gal_1_ABS_Mag,Gal_1_dist,Gal_1_z,Gal_1_info,Gal_2_type,Gal_2_ABS_Mag,Gal_2_dist,Gal_2_z,Gal_2_info,Gal_3_type,Gal_3_ABS_Mag,Gal_3_dist,Gal_3_z,Gal_3_info,Reporter,SDSS_image
2024nhe,16:55:08.572,-22:51:10.90,2024-06-28 05:32:00.997,2024-07-01,19.5174,ABMag,g - ZTF,0.18016907925072406,0.2677353057380499,G,-17.914852592496633,306.514143152,0.067966,"['253.785751' '-22.852989' 'G' '306.514143152' '0.067966'
 '0.18016907925072406' '0.2677353057380499']",,,,,,,,,,,F. Forster,No
2024nfz,21:40:52.745,+00:59:56.28,2024-06-30 09:53:57.002,2024-07-01,19.8459,ABMag,r - ZTF,0.8952776883670067,2.6274394602067006,G,-19.064100449281398,605.341,0.128682814341,"['325.22' '0.99887' 'G' '605.341' '0.128682814341' '0.8952776883670067'
 '2.6274394602067006']",,,,,,,,,,,F. Forster,Yes
2024nex,16:14:38.385,+10:23:31.88,2024-06-23 05:33:01.995,2024-07-01,19.8379,ABMag,g - ZTF,0.9229267381378351,3.0390813811047375,G,-19.322101174554124,679.204,0.143024771512,"['243.66' '10.39194' 'G' '679.204' '0.143024771512' '0.9229267381378351'
 '3.0390813811047375']",,,,,,,,,,,Jesper Sollerman (SU),Yes
2024ndy,15:02:55.327,+31:48:52.97,2024-06-29 04:39:32.003,2024-07-01,20.2468,ABMag,g - ZTF,1.5564958161430977,2.9088573331372998,G,-17.68319798520021,385.478,0.0844710722355,"['225.731' '31.81455' 'G' '385.478' '0.0844710722355' '1.5564958161430977'
 '2.9088573331372998']",,,,,,,,,,,F. Forster,Yes
2024nee,15:00:42.135,-09:26:26.77,2024-06-26 05:06:20.001,2024-07-01,20.119,ABMag,g - ZTF,1.6038349700465733,inf,G,999,0.0,0.0,['225.176' '-9.44088' 'G' '0.0' '0.0' '1.6038349700465733' 'inf'],,,,,,,,,,,Jesper Sollerman (SU),No
2024ndw,14:43:01.651,+54:32:03.94,2024-06-27 05:09:22.997,2024-07-01,20.073,ABMag,g - ZTF,2.0238001554949308,3.2340212631660403,G,-17.51700189617724,329.61,0.0728309764155,"['220.757' '54.53387' 'G' '329.61' '0.0728309764155' '2.0238001554949308'
 '3.2340212631660403']",G,-17.52699920334838,331.131,0.0731503865752,"['220.756' '54.53504' 'G' '331.131' '0.0731503865752' '2.868770323426086'
 '4.6054331965036255']",G,-17.88381839724095,390.268661978,0.085461,"['220.755554' '54.534992' 'G' '390.268661978' '0.085461'
 '3.433265298026856' '6.495998413160237']",F. Forster,Yes
2024nhk,15:38:13.726,+60:30:56.61,2024-06-30 06:50:18.997,2024-07-01,20.0355,ABMag,g - ZTF,2.274642532631622,12.837767429568709,G,-20.294507406423918,1164.13,0.232052006026,"['234.556' '60.51596' 'G' '1164.13' '0.232052006026' '2.274642532631622'
 '12.837767429568709']",,,,,,,,,,,F. Forster,No
2024nfb,03:22:07.431,+25:05:15.61,2024-06-29 11:19:58.002,2024-07-01,18.7807,ABMag,r - ZTF,2.5386338513123117,3.763208233260438,G,-18.646216582848968,305.761863496,0.067807,"['50.530251' '25.087383' 'G' '305.761863496' '0.067807'
 '2.5386338513123117' '3.763208233260438']",,,,,,,,,,,Nabeel Rehemtulla (CIERA,No
2024niw,14:29:05.139,+01:26:51.34,2024-06-01 09:17:39.264,2024-07-01,20.91,ABMag,w - P1,2.8372580348178422,inf,G,999,0.0,0.0,['217.272' '1.44812' 'G' '0.0' '0.0' '2.8372580348178422' 'inf'],,,,,,,,,,,K. C. Chambers,No
2024ner,14:15:31.036,+20:03:03.96,2024-06-28 08:14:01.248,2024-07-01,20.14,ABMag,w - P1,2.8436516447537197,12.631386600979381,G,-19.669998838394584,916.22,0.18756012378,"['213.87851' '20.051323' 'G' '916.22' '0.18756012378' '2.8436516447537197'
 '12.631386600979381']",,,,,,,,,,,K. C. Chambers,Yes
2024nko,13:23:51.776,+08:57:32.79,2024-05-28 09:25:31.872,2024-07-01,21.09,ABMag,w - P1,2.993573635683276,7.512162142556963,G,-17.480000705003537,517.607,0.111327565664,"['200.965' '8.9587' 'G' '517.607' '0.111327565664' '2.993573635683276'
 '7.512162142556963']",,,,,,,,,,,K. C. Chambers,Yes
2024neq,16:01:17.648,-21:52:29.60,2024-06-27 07:43:27.840,2024-07-01,20.26,ABMag,w - P1,3.1163932317653598,3.6768980275088117,G,-16.671272331582696,243.36295288,0.054497,"['240.322647' '-21.874619' 'G' '243.36295288' '0.054497'
 '3.1163932317653598' '3.6768980275088117']",,,,,,,,,,,K. C. Chambers,No
2024nfd,12:30:12.052,+70:48:54.67,2024-06-30 07:00:46.944,2024-07-01,18.831,ABMag,orange - ATLAS,3.7648725451872087,5.889010007692346,G,-18.71258573609664,322.639211198,0.071366,"['187.551147' '70.814186' 'G' '322.639211198' '0.071366'
 '3.7648725451872087' '5.889010007692346']",,,,,,,,,,,J. Tonry,No
2024nel,20:48:57.118,-14:07:39.48,2024-06-26 10:35:40.001,2024-07-01,19.5815,ABMag,g - ZTF,4.265551995165862,3.4154578574195815,G,-16.507994120230315,165.157699172,0.037501,"['312.238495' '-14.128713' 'G' '165.157699172' '0.037501'
 '4.265551995165862' '3.4154578574195815']",,,,,,,,,,,Jesper Sollerman (SU),No
2024ndu,17:45:46.141,+70:38:35.71,2024-06-29 07:55:35.000,2024-07-01,20.172,ABMag,g - ZTF,4.3016556014213245,7.414422061327462,G,-17.58233400253408,355.522262042,0.078252,"['266.443848' '70.642181' 'G' '355.522262042' '0.078252'
 '4.3016556014213245' '7.414422061327462']",,,,,,,,,,,F. Forster,No
2024ngq,18:38:50.158,+29:31:58.35,2024-06-28 06:09:20.002,2024-07-01,20.4536,ABMag,g - ZTF,4.741207958765756,inf,G,999,0.0,0.0,['279.708' '29.53188' 'G' '0.0' '0.0' '4.741207958765756' 'inf'],,,,,,,,,,,F. Forster,No
