TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Sep_kpc,Gal_1_type,Gal_1_ABS_Mag,Gal_1_dist,Gal_1_z,Gal_1_info,Reporter
2023vtj*,10:14:45.859,+36:41:11.44,2023-09-24 12:28:48.000,25-Oct-2023,19.2,ABMag,r - ZTF,0.07278612450200624,0.08062389834094788,G,-17.594201652167083,228.475865111,0.0514170557085,"['153.691101' '36.686501' 'G' '228.475865111' '0.0514170557085'
 '0.07278612450200624' '0.08062389834094788']",C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration
2023vsw,01:12:53.851,-42:02:16.61,2023-10-10 05:05:10.752,25-Oct-2023,18.871,ABMag,orange - ATLAS,0.4053824965138963,0.6863854831444066,G,-18.84464114995468,349.243418031,0.076942,"['18.224529' '-42.03793' 'G' '349.243418031' '0.076942'
 '0.4053824965138963' '0.6863854831444066']",J. Tonry
2023vta,09:47:23.502,-23:43:58.12,2023-10-24 08:01:46.848,25-Oct-2023,18.238,ABMag,orange - ATLAS,0.45190289929947497,0.3519056818043338,G,-17.79103142236705,160.622464235,0.0364728182364,"['146.848038' '-23.73274' 'G' '160.622464235' '0.0364728182364'
 '0.45190289929947497' '0.3519056818043338']",J. Tonry
2021aiao,22:42:54.849,-05:22:34.00,2021-08-14 09:08:38.400,25-Oct-2023,18.24,ABMag,r - ZTF,0.5081254113162114,0.7041690742132737,G,-19.040655832121015,285.845372851,0.063395,"['340.728485' '-5.37598' 'G' '285.845372851' '0.063395'
 '0.5081254113162114' '0.7041690742132737']",C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration
2023vtn,09:44:31.723,-03:50:12.07,2023-10-13 12:21:36.000,25-Oct-2023,19.19,ABMag,r - ZTF,0.7406096261359477,1.3739670178224275,G,-18.724060441073387,382.659137436,0.083888,"['146.131973' '-3.836689' 'G' '382.659137436' '0.083888'
 '0.7406096261359477' '1.3739670178224275']",C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration
2023vtm,09:59:07.521,-06:48:38.23,2023-10-13 12:20:09.600,25-Oct-2023,18.69,ABMag,r - ZTF,0.9220031943247807,1.470268782170103,G,-18.895447217686975,328.91936529,0.072686,"['149.781097' '-6.810712' 'G' '328.91936529' '0.072686'
 '0.9220031943247807' '1.470268782170103']",C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration
2023vsv,06:02:05.923,-76:23:45.84,2023-10-10 08:36:36.000,25-Oct-2023,18.401,ABMag,orange - ATLAS,0.949757996747193,1.659789253014486,G,-19.383325612577256,360.466676623,0.079282,"['90.525642' '-76.396202' 'G' '360.466676623' '0.079282'
 '0.949757996747193' '1.659789253014486']",J. Tonry
2023vtb,23:09:02.066,-16:39:36.89,2023-10-11 05:32:38.400,25-Oct-2023,19.39,ABMag,g - ZTF,1.1386305131168473,1.779549104842192,G,-18.15176145840786,322.368272298,0.071309,"['347.258728' '-16.660542' 'G' '322.368272298' '0.071309'
 '1.1386305131168473' '1.779549104842192']",C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration
2022aeqp*,09:49:17.320,+10:36:43.09,2022-09-28 12:33:07.200,25-Oct-2023,18.69,ABMag,r - ZTF,1.292397553533175,1.4952936273886852,G,-18.198777441960832,238.646730256,0.0537474268737,"['147.322' '10.61165' 'G' '238.646730256' '0.0537474268737'
 '1.292397553533175' '1.4952936273886852']",C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration
2023vsq,22:02:50.540,-47:13:25.00,2023-06-09 20:50:58.272,25-Oct-2023,16.5,VegaMag,Clear - ,1.5139923182339832,1.0433324391735945,G,-19.26362086084349,142.142572866,0.0331932465966,"['330.711' '-47.2233' 'G' '142.142572866' '0.0331932465966'
 '1.5139923182339832' '1.0433324391735945']",Ya.Kechin
2023vtw*,08:56:02.711,+47:25:02.53,2023-10-13 10:42:14.400,25-Oct-2023,19.86,ABMag,g - ZTF,1.8416174647135484,3.6878633073373104,G,-18.220002618134643,413.048,0.0901507350754,"['134.01152' '47.417858' 'G' '413.048' '0.0901507350754'
 '1.8416174647135484' '3.6878633073373104']",C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration
2023vsx,00:35:50.079,+19:24:55.78,2023-10-16 09:39:47.232,25-Oct-2023,18.682,ABMag,cyan - ATLAS,2.012070666786505,2.5564879519332826,G,-18.410128269186085,262.075035826,0.045657,"['8.958093' '19.415649' 'G' '262.075035826' '0.045657' '2.012070666786505'
 '2.5564879519332826']",J. Tonry
2023vti,08:29:31.899,-18:01:24.18,2023-10-19 11:34:04.800,25-Oct-2023,18.74,ABMag,r - ZTF,2.5319282024785905,4.286245681535581,G,-18.97525403727077,349.181163265,0.076929,"['127.382195' '-18.023554' 'G' '349.181163265' '0.076929'
 '2.5319282024785905' '4.286245681535581']",C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration
2023vsn,03:34:08.186,-25:08:37.44,2023-10-23 10:57:20.736,25-Oct-2023,20.03,ABMag,w - P1,3.181909170668431,inf,G,999,0.0,0.0,['53.5343' '-25.1446' 'G' '0.0' '0.0' '3.181909170668431' 'inf'],K. C. Chambers
2023vub*,09:22:47.015,+19:42:18.79,2023-10-24 13:42:29.088,25-Oct-2023,18.528,ABMag,cyan - ATLAS,3.3664624350437333,4.505845489928479,G,-18.677138278493416,276.075365431,0.061632,"['140.695404' '19.704407' 'G' '276.075365431' '0.061632'
 '3.3664624350437333' '4.505845489928479']",J. Tonry
2023vts*,10:27:34.331,+10:29:44.29,2023-10-05 12:38:52.800,25-Oct-2023,18.7,ABMag,r - ZTF,3.803973603852678,5.392771367970645,G,-18.629998234215382,292.415,0.0649803324902,"['156.894' '10.49515' 'G' '292.415' '0.0649803324902' '3.803973603852678'
 '5.392771367970645']",C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration
2023vtc,11:45:01.458,+29:39:03.78,2023-10-16 12:57:36.000,25-Oct-2023,18.9,ABMag,r - ZTF,4.513980470084031,6.440658874615115,G,-18.44397877534056,294.303722338,0.065381,"['176.254684' '29.650717' 'G' '294.303722338' '0.065381'
 '4.513980470084031' '6.440658874615115']",C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration
