TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Sep_kpc,Gal_1_type,Gal_1_ABS_Mag,Gal_1_dist,Gal_1_z,Gal_1_info,Reporter
2023abkx*,03:23:57.332,-00:02:21.18,2023-11-17 08:53:08.736,2023-12-27,20.59,ABMag,w - P1,0.5378623589488883,1.2712927856545948,G,-17.8499978170578,487.528,0.105292582646,"['50.989' '-0.03931' 'G' '487.528' '0.105292582646' '0.5378623589488883'
 '1.2712927856545948']",K. C. Chambers
2023abjm*,11:27:46.218,+40:30:17.78,2023-12-24 11:58:29.280,2023-12-27,18.359,ABMag,orange - ATLAS,0.8070438978811888,1.0832723330581124,G,-18.852328131905168,276.863450023,0.061673,"['171.942322' '40.505054' 'G' '276.863450023' '0.061673'
 '0.8070438978811888' '1.0832723330581124']",J. Tonry
2023abkf*,01:15:22.758,+00:52:47.10,2023-11-05 07:39:40.608,2023-12-27,20.87,ABMag,w - P1,1.08004304526547,5.929468854682124,G,-19.399999303465325,1132.4,0.226463693232,"['18.8451' '0.87963' 'G' '1132.4' '0.226463693232' '1.08004304526547'
 '5.929468854682124']",K. C. Chambers
2023abhj*,10:42:46.254,+03:12:27.09,2023-12-23 14:14:52.224,2023-12-27,20.3,ABMag,w - P1,1.2779404597867707,4.169516615302286,G,-18.840001109056193,672.977,0.141824620912,"['160.693' '3.2073' 'G' '672.977' '0.141824620912' '1.2779404597867707'
 '4.169516615302286']",K. C. Chambers
2023abhc,04:13:39.766,-12:17:42.52,2023-12-10 09:57:42.912,2023-12-27,21.51,ABMag,w - P1,1.3915324898053065,inf,G,999,0.0,0.0,['63.4153' '-12.29509' 'G' '0.0' '0.0' '1.3915324898053065' 'inf'],K. C. Chambers
2023abkm,07:52:21.832,+30:44:59.44,2023-11-11 12:47:39.840,2023-12-27,21.33,ABMag,w - P1,3.042713619823726,14.683708800430614,G,-18.659999089549345,995.405,0.201985240993,"['118.09' '30.75' 'G' '995.405' '0.201985240993' '3.042713619823726'
 '14.683708800430614']",K. C. Chambers
2023abld,12:52:43.105,-15:00:18.18,2023-12-25 15:29:17.376,2023-12-27,19.65,ABMag,w - P1,3.4540905047247237,inf,G,999,0.0,0.0,['193.18' '-15.00417' 'G' '0.0' '0.0' '3.4540905047247237' 'inf'],K. C. Chambers
2023abhz,09:19:47.887,-22:49:22.00,2023-12-06 14:05:46.176,2023-12-27,20.55,ABMag,w - P1,3.4860009093941238,7.36246646261462,G,-17.645604833107495,435.63319629,0.094773,"['139.949265' '-22.823715' 'G' '435.63319629' '0.094773'
 '3.4860009093941238' '7.36246646261462']",K. C. Chambers
2023ablx,13:12:59.366,-11:54:56.35,2023-12-25 15:33:02.016,2023-12-27,20.1,ABMag,w - P1,3.8775332679203505,11.07312671988297,G,-18.75069935276622,589.033331153,0.125484,"['198.247528' '-11.916717' 'G' '589.033331153' '0.125484'
 '3.8775332679203505' '11.07312671988297']",K. C. Chambers
2023ablo*,11:14:42.652,+47:18:08.86,2023-12-25 14:34:46.272,2023-12-27,20,ABMag,i - P1,3.9841158262086616,6.8312538701921435,G,-17.742968013893943,353.666237992,0.077865,"['168.676178' '47.30283' 'G' '353.666237992' '0.077865'
 '3.9841158262086616' '6.8312538701921435']",K. C. Chambers
2023abhq,09:10:53.207,-18:54:54.20,2023-12-06 14:03:54.720,2023-12-27,21.58,ABMag,w - P1,4.008753660587936,inf,G,999,0.0,0.0,['137.721054' '-18.915989' 'G' '0.0' '0.0' '4.008753660587936' 'inf'],K. C. Chambers
2023abjq,09:19:20.070,+37:40:01.07,2023-12-07 15:43:22.368,2023-12-27,20.57,ABMag,z - P1,4.109233441181828,inf,G,999,0.0,0.0,['139.835' '37.66662' 'G' '0.0' '0.0' '4.109233441181828' 'inf'],K. C. Chambers
2023abla,13:44:09.832,-00:12:55.43,2023-12-24 15:37:29.856,2023-12-27,20.55,ABMag,w - P1,4.121607523864824,5.458860115549059,G,-16.63230232304276,273.187274034,0.060889,"['206.042038' '-0.215801' 'G' '273.187274034' '0.060889'
 '4.121607523864824' '5.458860115549059']",K. C. Chambers
2023abkk,03:31:52.902,-20:54:37.03,2023-12-08 09:46:56.640,2023-12-27,20.69,ABMag,w - P1,4.218994024966617,inf,G,999,0.0,0.0,['52.9703' '-20.90912' 'G' '0.0' '0.0' '4.218994024966617' 'inf'],K. C. Chambers
2023ably,13:03:47.599,-16:22:34.54,2023-12-25 15:30:11.808,2023-12-27,20.44,ABMag,w - P1,4.466026610608482,6.506816721201402,G,-16.949362003820294,300.51932228,0.066698,"['195.94957' '-16.37661' 'G' '300.51932228' '0.066698' '4.466026610608482'
 '6.506816721201402']",K. C. Chambers
2023abiq,21:54:43.990,-13:05:02.76,2023-12-23 00:46:04.800,2023-12-27,18.29,ABMag,G - Gaia,4.492968672657534,inf,G,999,0.0,0.0,['328.684' '-13.08514' 'G' '0.0' '0.0' '4.492968672657534' 'inf'],S.T. Hodgkin
2023abhu,13:06:51.544,+01:12:12.74,2023-12-17 15:27:06.048,2023-12-27,21.51,ABMag,w - P1,4.859448137380407,inf,G,999,0.0,0.0,['196.714' '1.20465' 'G' '0.0' '0.0' '4.859448137380407' 'inf'],K. C. Chambers
