TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Sep_kpc,Gal_1_type,Gal_1_ABS_Mag,Gal_1_dist,Gal_1_z,Gal_1_info,Reporter,SDSS_image
2024dfo,18:59:09.210,-62:57:50.94,2024-02-04 21:59:02.400,2024-02-25,18.77,ABMag,G - Gaia,0.5362628853841314,0.4740815424374799,G,-17.534502198566866,182.347762939,0.041284,"['284.788147' '-62.964043' 'G' '182.347762939' '0.041284'
 '0.5362628853841314' '0.4740815424374799']",S.T. Hodgkin,No
2024dfe,13:54:49.721,+45:36:06.76,2024-02-22 14:02:29.184,2024-02-25,19.92,ABMag,i - P1,2.878276497551736,4.453563717535624,G,-17.600001459355383,319.154,0.0706324853162,"['208.708313' '45.601852' 'G' '319.154' '0.0706324853162'
 '2.878276497551736' '4.453563717535624']",K. C. Chambers,Yes
2024dew,06:15:19.175,-24:28:37.79,2024-02-14 06:56:55.392,2024-02-25,20.3,ABMag,w - P1,3.009159005615594,5.923712225280798,G,-17.742869743756824,406.04479595,0.088712,"['93.829544' '-24.477936' 'G' '406.04479595' '0.088712'
 '3.009159005615594' '5.923712225280798']",K. C. Chambers,No
2024dfd,14:37:28.980,+53:30:38.57,2024-02-21 14:32:08.160,2024-02-25,20.45,ABMag,i - P1,3.315866622042161,9.293341242226331,G,-18.359999821932337,578.096,0.123331801666,"['219.372' '53.51017' 'G' '578.096' '0.123331801666' '3.315866622042161'
 '9.293341242226331']",K. C. Chambers,Yes
2024dev,14:28:22.336,-15:05:29.97,2024-02-15 15:00:32.832,2024-02-25,21.05,ABMag,w - P1,3.5092036950914642,inf,G,999,0.0,0.0,['217.094' '-15.09203' 'G' '0.0' '0.0' '3.5092036950914642' 'inf'],K. C. Chambers,No
2024dfq,14:29:51.539,-06:24:23.15,2024-02-17 14:36:55.008,2024-02-25,20.54,ABMag,w - P1,5.3005742831548615,inf,G,999,0.0,0.0,['217.465' '-6.40498' 'G' '0.0' '0.0' '5.3005742831548615' 'inf'],K. C. Chambers,No
2024deu,13:48:55.640,-06:20:44.96,2024-02-18 13:47:11.616,2024-02-25,20.6,ABMag,w - P1,5.356049373249242,inf,G,999,0.0,0.0,['207.233' '-6.34489' 'G' '0.0' '0.0' '5.356049373249242' 'inf'],K. C. Chambers,No
2024dfj,18:24:29.640,-51:41:30.08,2024-02-04 13:59:31.200,2024-02-25,17.97,ABMag,G - Gaia,6.16682634660914,4.272196973736288,G,-17.80507341029042,142.89422655,0.022833,"['276.125275' '-51.690376' 'G' '142.89422655' '0.022833'
 '6.16682634660914' '4.272196973736288']",S.T. Hodgkin,No
2024dfc,06:27:19.296,+47:55:37.63,2024-02-23 06:41:34.368,2024-02-25,19.44,ABMag,i - P1,6.580757697767096,6.3156203812957035,G,-17.042826251647167,197.954441443,0.040563,"['96.833115' '47.926941' 'G' '197.954441443' '0.040563'
 '6.580757697767096' '6.3156203812957035']",K. C. Chambers,No
2024dfb,15:05:21.708,+32:10:26.32,2024-02-22 14:07:26.400,2024-02-25,20.43,ABMag,i - P1,9.138146812122,13.628041505421587,G,-17.010002248531016,307.61,0.0681975340988,"['226.340515' '32.17144' 'G' '307.61' '0.0681975340988' '9.138146812122'
 '13.628041505421587']",K. C. Chambers,Yes
