TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Sep_kpc,Gal_1_type,Gal_1_ABS_Mag,Gal_1_dist,Gal_1_z,Gal_1_info,Gal_2_type,Gal_2_ABS_Mag,Gal_2_dist,Gal_2_z,Gal_2_info,Reporter,SDSS_image
2024isv,06:50:50.478,+32:28:26.91,2024-05-03 05:27:07.004,2024-05-14,19.1382,ABMag,g - ZTF,1.2844543739403678,1.65172763247238,G,-17.98002442769501,265.243582794,0.058743,"['102.709946' '32.4743' 'G' '265.243582794' '0.058743'
 '1.2844543739403678' '1.65172763247238']",,,,,,Jesper Sollerman (SU),No
2024itf,22:39:56.313,-30:12:56.96,2024-05-13 03:12:19.584,2024-05-14,19.07,ABMag,cyan - ATLAS,1.5072151819819395,4.071461407518555,G,-19.660000978465916,557.186,0.119201729601,"['339.985' '-30.2161' 'G' '557.186' '0.119201729601' '1.5072151819819395'
 '4.071461407518555']",,,,,,J. Tonry,No
2024itj,00:35:49.837,+23:44:40.60,2024-05-10 11:44:43.995,2024-05-14,19.0171,ABMag,r - ZTF,1.6676274913271314,2.460233690904769,G,-18.39941224353334,304.30034778,0.067498,"['8.957983' '23.744259' 'G' '304.30034778' '0.067498' '1.6676274913271314'
 '2.460233690904769']",,,,,,Nabeel Rehemtulla (CIERA,No
2024itc,00:48:39.641,-21:25:05.38,2024-05-13 02:35:26.880,2024-05-14,18.147,ABMag,cyan - ATLAS,2.670054127446168,3.253169042871109,G,-18.85405849297836,251.311115915,0.056189,"['12.165789' '-21.418629' 'G' '251.311115915' '0.056189'
 '2.670054127446168' '3.253169042871109']",,,,,,J. Tonry,No
2024itt,11:26:05.288,+64:09:45.18,2024-05-13 06:58:08.996,2024-05-14,19.2368,ABMag,g - ZTF,2.6805700071655214,5.8857582986907255,G,-19.04320201420214,452.898,0.0982882391441,"['171.523605' '64.162842' 'G' '452.898' '0.0982882391441'
 '2.6805700071655214' '5.8857582986907255']",,,,,,A. Munoz-Arancibia,Yes
2024itv,18:05:08.492,+15:16:10.17,2024-05-13 03:26:48.768,2024-05-14,19.79,ABMag,L - GOTO,2.9221762819543775,11.176364006675149,G,-19.695096298691816,788.895102121,0.163903,"['271.286224' '15.269526' 'G' '788.895102121' '0.163903'
 '2.9221762819543775' '11.176364006675149']",,,,,,G. Ramsay,No
2024isw,09:47:09.451,-19:15:19.07,2024-05-12 19:44:48.192,2024-05-14,19.146,ABMag,cyan - ATLAS,4.223397696609379,inf,G,999,0.0,0.0,['146.789' '-19.25418' 'G' '0.0' '0.0' '4.223397696609379' 'inf'],,,,,,J. Tonry,No
2024iss,12:59:06.144,+28:48:42.45,2024-05-12 21:36:45.792,2024-05-14,14.58,ABMag,L - GOTO,4.444073869836529,0.4026889418369289,G,-16.77806783832819,18.6901836019,0.0036537918269,"['194.777' '28.81193' 'G' '18.6901836019' '0.0036537918269'
 '4.444073869836529' '0.4026889418369289']",,,,,,B. Godson,Yes
2024itb,15:01:27.894,+55:31:28.69,2024-05-12 08:17:39.840,2024-05-14,18.92,ABMag,g - ZTF,5.110608232835385,4.17853702335209,G,-17.214883987360864,168.646292236,0.0378035889018,"['225.366' '55.52605' 'G' '168.646292236' '0.0378035889018'
 '5.110608232835385' '4.17853702335209']",G,-17.223459289994892,169.313605489,0.0379730589865,"['225.363' '55.52395' 'G' '169.313605489' '0.0379730589865'
 '7.020756324142226' '5.763026606760811']",J. Nordin,Yes
2024itw,21:04:40.097,+32:23:30.22,2024-05-03 03:29:10.464,2024-05-14,20.24,ABMag,L - GOTO,5.382765961212148,5.921131481653663,G,-16.53912170342279,226.894694411,0.050943,"['316.165894' '32.392845' 'G' '226.894694411' '0.050943'
 '5.382765961212148' '5.921131481653663']",,,,,,G. Ramsay,No
2024itx,09:28:10.395,-22:14:11.40,2024-05-12 01:25:56.352,2024-05-14,18.842,ABMag,orange - ATLAS,5.9743175096893015,6.476975263177608,G,-17.905545358996264,223.619190913,0.050375,"['142.044037' '-22.238018' 'G' '223.619190913' '0.050375'
 '5.9743175096893015' '6.476975263177608']",,,,,,J. Tonry,No
2024itu,12:30:26.834,-05:08:19.84,2024-05-07 05:32:42.996,2024-05-14,20.0651,ABMag,r - ZTF,6.306210336568892,7.516435087058698,G,-16.888242961629125,245.849082765,0.055032,"['187.610138' '-5.139393' 'G' '245.849082765' '0.055032'
 '6.306210336568892' '7.516435087058698']",,,,,,A. Munoz-Arancibia,No
