TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Sep_kpc,Gal_1_type,Gal_1_ABS_Mag,Gal_1_dist,Gal_1_z,Gal_1_info,Reporter,SDSS_image
2024jzb,11:08:18.851,-12:51:26.25,2024-05-27 05:06:36.996,2024-06-02,20.1561,ABMag,g - ZTF,0.20268748723823385,0.38499934739827235,G,-17.8091909395508,391.794367225,0.085776,"['167.078491' '-12.857274' 'G' '391.794367225' '0.085776'
 '0.20268748723823385' '0.38499934739827235']",Jesper Sollerman (SU),No
2024jzp,10:13:22.056,-01:55:50.93,2024-06-01 04:23:20.996,2024-06-02,19.6101,ABMag,r - ZTF,0.7852750431195826,2.413219689050311,G,-19.399900989158287,633.87,0.134250547125,"['153.342' '-1.93062' 'G' '633.87' '0.134250547125' '0.7852750431195826'
 '2.413219689050311']",Jesper Sollerman (SU),No
2024kax,14:27:22.535,+22:38:09.25,2024-05-30 07:28:33.004,2024-06-02,20.3468,ABMag,g - ZTF,1.0563135358331166,1.8423295040731684,G,-17.433197976975315,359.749,0.0791326595663,"['216.844' '22.63618' 'G' '359.749' '0.0791326595663' '1.0563135358331166'
 '1.8423295040731684']",F. Forster,Yes
2024kbl,13:31:23.635,+09:49:26.83,2024-06-01 08:18:14.400,2024-06-02,16.8,ABMag,g - Sloan,1.3263016504401663,0.6544789028616177,G,-18.238392373751243,101.783756395,0.020824,"['202.84819' '9.824353' 'G' '101.783756395' '0.020824'
 '1.3263016504401663' '0.6544789028616177']",K. Z. Stanek,Yes
2024jzz,11:01:39.773,+51:14:27.07,2024-06-01 05:48:08.997,2024-06-02,19.0678,ABMag,g - ZTF,1.862101434570646,2.8812337502537955,G,-18.452201459355386,319.154,0.0706324853162,"['165.415' '51.2406' 'G' '319.154' '0.0706324853162' '1.862101434570646'
 '2.8812337502537955']",Jesper Sollerman (SU),Yes
2024kao,15:44:38.148,-01:36:58.70,2024-05-30 07:03:39.001,2024-06-02,20.3238,ABMag,g - ZTF,2.000626166568285,5.566994704381073,G,-18.470599983188627,573.957845437,0.122516,"['236.158798' '-1.615771' 'G' '573.957845437' '0.122516'
 '2.000626166568285' '5.566994704381073']",F. Forster,Yes
2024jzc,10:43:05.103,+01:14:38.88,2024-05-27 04:21:52.997,2024-06-02,19.9925,ABMag,g - ZTF,2.5346613618301808,3.9764476725089417,G,-17.55750230216951,323.594,0.0715667757834,"['160.771' '1.24348' 'G' '323.594' '0.0715667757834' '2.5346613618301808'
 '3.9764476725089417']",Jesper Sollerman (SU),Yes
2024kam,16:59:23.308,+28:06:10.41,2024-05-29 12:18:48.384,2024-06-02,20.29,ABMag,w - P1,2.805402400501477,1.977984359897776,G,-15.523264110894004,145.42960421,0.032602096301,"['254.848' '28.10288' 'G' '145.42960421' '0.032602096301'
 '2.805402400501477' '1.977984359897776']",K. C. Chambers,No
2024jza,11:12:09.011,-20:39:04.71,2024-05-30 04:18:01.998,2024-06-02,19.959,ABMag,g - ZTF,2.9224665255632316,inf,G,999,0.0,0.0,['168.038' '-20.652' 'G' '0.0' '0.0' '2.9224665255632316' 'inf'],Jesper Sollerman (SU),No
2024jyz,11:23:01.278,+00:26:23.14,2024-05-22 05:48:08.003,2024-06-02,19.2111,ABMag,g - ZTF,3.3266404448275777,7.683882978300587,G,-19.178900060138144,476.431,0.103054611527,"['170.756' '0.43913' 'G' '476.431' '0.103054611527' '3.3266404448275777'
 '7.683882978300587']",Jesper Sollerman (SU),Yes
2024kaw,11:42:39.812,-01:09:33.25,2024-05-30 06:13:28.004,2024-06-02,19.86,ABMag,r - ZTF,3.4118768719663293,7.953676117089808,G,-18.54999842639907,480.839,0.103944381972,"['175.665' '-1.15958' 'G' '480.839' '0.103944381972' '3.4118768719663293'
 '7.953676117089808']",F. Forster,No
2024jzu,22:36:40.518,+34:13:23.42,2024-05-24 05:00:00.576,2024-06-02,19.72,ABMag,L - GOTO,3.979273746433428,7.790487459240224,G,-18.310929746829252,403.818256494,0.088254,"['339.1698' '34.222416' 'G' '403.818256494' '0.088254' '3.979273746433428'
 '7.790487459240224']",G. Ramsay,No
