TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Sep_kpc,Gal_1_type,Gal_1_ABS_Mag,Gal_1_dist,Gal_1_z,Gal_1_info,Gal_2_type,Gal_2_ABS_Mag,Gal_2_dist,Gal_2_z,Gal_2_info,Reporter
2019aatg*,12:31:28.326,+36:52:33.93,2019-01-03 11:40:26.688,2023-10-14,20.0089,ABMag,r - ZTF,0.12484853791152482,0.32655672467670394,G,-18.651101519335608,539.511,0.115694517847,"['187.868' '36.87612' 'G' '539.511' '0.115694517847' '0.12484853791152482'
 '0.32655672467670394']",,,,,,Patrick Aleo (UIUC)
2018mgt*,10:06:32.651,+14:24:50.61,2018-12-05 13:07:27.840,2023-10-14,19.9617,ABMag,g - ZTF,0.16259768151012116,0.3010848530726947,G,-17.948298460189243,381.944,0.08374006187,"['151.636' '14.41405' 'G' '381.944' '0.08374006187' '0.16259768151012116'
 '0.3010848530726947']",,,,,,Patrick Aleo (UIUC)
2018mft*,12:27:54.402,+68:26:16.90,2018-11-04 11:09:34.272,2023-10-14,19.3186,ABMag,g - ZTF,0.20436717142195854,0.48527303655497567,G,-19.131400800843867,489.779,0.105745762873,"['186.976547' '68.437996' 'G' '489.779' '0.105745762873'
 '0.20436717142195854' '0.48527303655497567']",,,,,,Patrick Aleo (UIUC)
2023uvf*,09:34:24.751,+32:58:34.18,2023-10-13 11:06:23.000,2023-10-14,19.4841,ABMag,g - ZTF,0.4144489345396676,1.1996254919339018,G,-19.3958989576679,597.035,0.127055103528,"['143.603' '32.9762' 'G' '597.035' '0.127055103528' '0.4144489345396676'
 '1.1996254919339018']",,,,,,F. Forster
2021ahwc*,10:36:11.735,+05:17:22.98,2021-04-13 04:11:53.088,2023-10-14,20.7964,ABMag,g - ZTF,0.43750858953170246,1.4013969120999994,G,-18.30359852755243,660.693,0.139452669726,"['159.049' '5.28978' 'G' '660.693' '0.139452669726' '0.43750858953170246'
 '1.4013969120999994']",,,,,,Patrick Aleo (UIUC)
2021ahzn*,14:34:13.171,+54:21:43.74,2021-07-11 04:50:45.024,2023-10-14,20.1232,ABMag,g - ZTF,0.4701666405712632,1.7857755665401172,G,-19.346800990163114,783.43,0.162873981437,"['218.555' '54.36204' 'G' '783.43' '0.162873981437' '0.4701666405712632'
 '1.7857755665401172']",,,,,,Patrick Aleo (UIUC)
2018mfz*,21:33:41.551,+00:26:09.16,2018-09-08 06:38:15.648,2023-10-14,19.1512,ABMag,g - ZTF,0.6798738783193377,0.9638353907929625,G,-18.17879823421538,292.415,0.0649803324902,"['323.423' '0.43574' 'G' '292.415' '0.0649803324902' '0.6798738783193377'
 '0.9638353907929625']",,,,,,Patrick Aleo (UIUC)
2020affa*,08:41:11.577,+08:12:03.05,2020-10-15 11:26:28.608,2023-10-14,20.3905,ABMag,g - ZTF,0.8858863165587822,2.6974450869875977,G,-18.599498759425092,628.058,0.13311927656,"['130.298' '8.20092' 'G' '628.058' '0.13311927656' '0.8858863165587822'
 '2.6974450869875977']",,,,,,Patrick Aleo (UIUC)
2021ahyi,09:07:53.093,+01:37:44.62,2021-04-10 04:07:06.240,2023-10-14,20.6643,ABMag,r - ZTF,1.0696588907043483,3.8978061215009445,G,-18.71570030618616,751.623,0.156862728431,"['136.971' '1.62926' 'G' '751.623' '0.156862728431' '1.0696588907043483'
 '3.8978061215009445']",,,,,,Patrick Aleo (UIUC)
2018mfs*,14:19:12.843,+30:54:17.71,2018-12-20 12:54:08.640,2023-10-14,19.6858,ABMag,g - ZTF,1.0885940565627255,1.5719594769805416,G,-17.684202603105113,297.852,0.0661330230665,"['214.803162' '30.904951' 'G' '297.852' '0.0661330230665'
 '1.0885940565627255' '1.5719594769805416']",,,,,,Patrick Aleo (UIUC)
