TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Sep_kpc,Gal_1_type,Gal_1_ABS_Mag,Gal_1_dist,Gal_1_z,Gal_1_info,Gal_2_type,Gal_2_ABS_Mag,Gal_2_dist,Gal_2_z,Gal_2_info,Reporter,SDSS_image
2024adr,00:42:55.589,+15:08:02.17,2024-01-15 05:44:21.696,2024-01-16,18.888,ABMag,orange - ATLAS,0.5805396258242242,0.9992529523220185,G,-18.863343522836562,355.032985573,0.07815,"['10.731737' '15.134052' 'G' '355.032985573' '0.07815'
 '0.5805396258242242' '0.9992529523220185']",,,,,,J. Tonry,Yes
2024aeq,10:57:41.190,-11:40:26.52,2024-01-13 12:18:56.160,2024-01-16,18.912,ABMag,orange - ATLAS,0.585076848021212,0.9306521647936989,G,-18.667998060053442,328.095,0.0725128262564,"['164.4216' '-11.674194' 'G' '328.095' '0.0725128262564'
 '0.585076848021212' '0.9306521647936989']",,,,,,J. Tonry,No
2024afe,01:34:24.493,-17:20:38.64,2024-01-05 02:45:36.000,2024-01-16,19.64,ABMag,g - ZTF,1.0547012504384998,inf,G,999,0.0,0.0,['23.6019' '-17.34432' 'G' '0.0' '0.0' '1.0547012504384998' 'inf'],,,,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,No
2024afb,06:43:12.369,+39:27:32.97,2024-01-13 07:38:59.136,2024-01-16,19.3853,ABMag,g - ZTF,1.3914594195685785,1.3062433472568267,G,-17.049593398230193,193.632690359,0.033217,"['100.801132' '39.459385' 'G' '193.632690359' '0.033217'
 '1.3914594195685785' '1.3062433472568267']",,,,,,K. De (Caltech) on behalf of ZTF,No
2024aes,16:34:14.387,+25:10:27.82,2024-01-14 15:20:37.248,2024-01-16,18.896,ABMag,orange - ATLAS,1.427474503419623,2.3333286127655306,G,-18.74316339967455,337.157387449,0.074414,"['248.559509' '25.174425' 'G' '337.157387449' '0.074414'
 '1.427474503419623' '2.3333286127655306']",,,,,,J. Tonry,Yes
2024aft,12:13:27.033,-08:34:54.66,2024-01-15 12:04:55.998,2024-01-16,19.9649,ABMag,g - ZTF,1.5638020034446454,3.8533865716597395,G,-18.565529737988108,508.260018108,0.109457,"['183.362839' '-8.581464' 'G' '508.260018108' '0.109457'
 '1.5638020034446454' '3.8533865716597395']",,,,,,A. Munoz-Arancibia,No
2024aep,13:37:55.448,-37:10:59.49,2024-01-15 01:31:41.088,2024-01-16,19.194,ABMag,cyan - ATLAS,1.7644451592137844,2.1502615017392124,G,-17.807541239862292,251.366991893,0.056406,"['204.480682' '-37.183594' 'G' '251.366991893' '0.056406'
 '1.7644451592137844' '2.1502615017392124']",,,,,,J. Tonry,No
2024aey,16:58:14.015,+06:12:18.27,2024-01-09 13:49:26.400,2024-01-16,19.22,ABMag,r - ZTF,1.91460197105325,3.4133830306187263,G,-18.60765828297498,367.732197138,0.080793,"['254.558594' '6.204581' 'G' '367.732197138' '0.080793' '1.91460197105325'
 '3.4133830306187263']",,,,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,No
2024aew,03:38:42.832,-23:34:38.69,2024-01-14 19:50:36.384,2024-01-16,19.333,ABMag,cyan - ATLAS,2.009345687215161,4.47711017074369,G,-18.978841277777505,459.587550215,0.099646,"['54.678474' '-23.577972' 'G' '459.587550215' '0.099646'
 '2.009345687215161' '4.47711017074369']",,,,,,J. Tonry,No
2024acp,01:19:32.659,+15:38:51.55,2024-01-06 05:42:18.144,2024-01-16,20.95,ABMag,w - P1,2.3350553263457767,5.9961388072713975,G,-17.66999818016723,529.663,0.113733956867,"['19.8863' '15.64704' 'G' '529.663' '0.113733956867' '2.3350553263457767'
 '5.9961388072713975']",,,,,,K. C. Chambers,Yes
