TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Sep_kpc,Gal_1_type,Gal_1_ABS_Mag,Gal_1_dist,Gal_1_z,Gal_1_info,Reporter,SDSS_image
2024jvo,20:59:44.369,+29:34:36.06,2024-05-26 10:41:32.997,2024-05-31,20.034,ABMag,g - ZTF,0.43894415358508093,0.6353228371686855,G,-17.341051654829755,298.545363583,0.06628,"['314.934998' '29.576632' 'G' '298.545363583' '0.06628'
 '0.43894415358508093' '0.6353228371686855']",Jesper Sollerman (SU),No
2024juz,16:29:26.577,+25:01:07.35,2024-05-17 00:01:07.392,2024-05-31,19.82,ABMag,L - GOTO,0.8738295357338257,2.0091002157991715,G,-18.560000067490797,474.242,0.102612561306,"['247.361' '25.01866' 'G' '474.242' '0.102612561306' '0.8738295357338257'
 '2.0091002157991715']",K. Ulaczyk,Yes
2024jut,11:30:50.681,-20:01:14.88,2024-05-27 05:05:55.999,2024-05-31,19.3763,ABMag,g - ZTF,2.167409554921865,3.348525737356492,G,-18.14038895463058,318.667512961,0.07053,"['172.710861' '-20.020273' 'G' '318.667512961' '0.07053'
 '2.167409554921865' '3.348525737356492']",Jesper Sollerman (SU),No
2024jvz,16:22:37.368,+22:24:11.43,2024-05-28 11:37:33.024,2024-05-31,20.96,ABMag,w - P1,3.238897438587396,2.6025933465377182,G,-15.137171261575396,165.742640067,0.0371324285662,"['245.655' '22.4038' 'G' '165.742640067' '0.0371324285662'
 '3.238897438587396' '2.6025933465377182']",K. C. Chambers,Yes
2024jwc,14:48:59.171,+04:11:09.97,2024-03-31 12:46:04.800,2024-05-31,21.36,ABMag,w - P1,3.957002345312322,7.392903330084793,G,-16.569369264453115,385.366406165,0.084448,"['222.246078' '4.187098' 'G' '385.366406165' '0.084448'
 '3.957002345312322' '7.392903330084793']",K. C. Chambers,Yes
2024jvs,00:52:39.505,+15:35:48.93,2024-05-28 11:12:32.999,2024-05-31,19.694,ABMag,r - ZTF,4.861370174462791,8.132134482898957,G,-17.995354965315887,345.041229804,0.076064,"['13.164049' '15.598165' 'G' '345.041229804' '0.076064'
 '4.861370174462791' '8.132134482898957']",Jesper Sollerman (SU),Yes
2024jvb,13:36:11.573,-40:16:10.34,2024-05-26 10:21:30.240,2024-05-31,19.95,ABMag,L - GOTO,6.1296102460893405,17.370211627030397,G,-18.88398691115245,584.51731709,0.124596,"['204.048401' '-40.271236' 'G' '584.51731709' '0.124596'
 '6.1296102460893405' '17.370211627030397']",K. Ulaczyk,No
2024jvi,05:02:02.926,-10:25:05.23,2024-02-14 05:48:02.880,2024-05-31,21.8,ABMag,w - P1,6.925766966748641,8.149579708994702,G,-15.125462352014292,242.712682627,0.054318,"['75.512047' '-10.420038' 'G' '242.712682627' '0.054318'
 '6.925766966748641' '8.149579708994702']",K. C. Chambers,No
2024juq,13:41:10.361,+36:14:32.50,2024-05-28 06:10:06.000,2024-05-31,19.7999,ABMag,g - ZTF,7.930987502638021,16.304032113819908,G,-18.337064448786442,424.026393194,0.092401,"['205.293564' '36.240181' 'G' '424.026393194' '0.092401'
 '7.930987502638021' '16.304032113819908']",Jesper Sollerman (SU),Yes
2024jva,19:35:52.383,-32:41:05.88,2024-05-29 14:55:24.384,2024-05-31,18.63,ABMag,L - GOTO,8.055537740721547,13.360706419301247,G,-19.040800088353055,342.105469527,0.07545,"['293.967133' '-32.682941' 'G' '342.105469527' '0.07545'
 '8.055537740721547' '13.360706419301247']",K. Ulaczyk,No
