TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Sep_kpc,Gal_1_type,Gal_1_ABS_Mag,Gal_1_dist,Gal_1_z,Gal_1_info,Gal_2_type,Gal_2_ABS_Mag,Gal_2_dist,Gal_2_z,Gal_2_info,Reporter,SDSS_image
2024cml,13:31:33.513,-05:18:12.27,2024-02-11 09:27:21.600,2024-02-14,20.31,ABMag,g - ZTF,0.6580272622993726,1.8100479677423573,G,-18.459356651940052,567.376482325,0.121217,"['202.889816' '-5.303451' 'G' '567.376482325' '0.121217'
 '0.6580272622993726' '1.8100479677423573']",,,,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,No
2024cmn,12:25:41.072,-16:37:24.74,2024-02-13 05:50:13.344,2024-02-14,18.067,ABMag,orange - ATLAS,0.7085378840052802,0.7710706865652226,G,-18.68878125125557,224.468937174,0.050698,"['186.421173' '-16.623732' 'G' '224.468937174' '0.050698'
 '0.7085378840052802' '0.7710706865652226']",,,,,,J. Tonry,No
2024clv,05:46:18.126,+53:56:43.02,2024-01-31 05:13:55.200,2024-02-14,20.53,ABMag,g - ZTF,0.8096895098302324,2.4005358667226817,G,-18.402074098511022,611.52584964,0.129893,"['86.575348' '53.945084' 'G' '611.52584964' '0.129893'
 '0.8096895098302324' '2.4005358667226817']",,,,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,No
2024cpo,15:08:03.781,+27:15:43.64,2024-02-11 10:19:12.000,2024-02-14,18,ABMag,g - ZTF,0.8528514792969014,1.000443441493527,G,-18.918721338003763,241.960385406,0.054195,"['227.015518' '27.262232' 'G' '241.960385406' '0.054195'
 '0.8528514792969014' '1.000443441493527']",,,,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,Yes
2024clz,09:46:44.062,-03:02:12.42,2024-02-01 06:28:48.000,2024-02-14,19.1,ABMag,g - ZTF,1.00767006917003,1.4672799386953708,G,-18.28809877002429,300.344548812,0.066661,"['146.683365' '-3.036948' 'G' '300.344548812' '0.066661'
 '1.00767006917003' '1.4672799386953708']",,,,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,No
2024clf,03:23:04.608,-10:49:01.19,2024-02-11 03:02:52.800,2024-02-14,19.23,ABMag,g - ZTF,1.429336217017732,2.527605712259404,G,-18.580000315965247,364.754,0.080174050087,"['50.7696' '-10.81694' 'G' '364.754' '0.080174050087' '1.429336217017732'
 '2.527605712259404']",,,,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,No
2024cpn,19:34:15.252,+58:58:14.36,2024-02-11 12:15:50.400,2024-02-14,19.13,ABMag,r - ZTF,1.4389947695889038,1.666005745455565,G,-17.76021206309456,238.804448476,0.053515,"['293.562775' '58.970669' 'G' '238.804448476' '0.053515'
 '1.4389947695889038' '1.666005745455565']",,,,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,No
2024coz,12:07:19.187,-25:10:25.81,2024-02-11 10:02:33.000,2024-02-14,18.915,ABMag,g - ZTF,1.509383827838045,2.8083547839941794,G,-19.005387063797485,383.7756472,0.084119,"['181.829926' '-25.174255' 'G' '383.7756472' '0.084119'
 '1.509383827838045' '2.8083547839941794']",,,,,,F. Forster,No
2024cnj,17:21:17.455,+23:35:26.35,2024-02-13 11:55:27.002,2024-02-14,20.5291,ABMag,g - ZTF,1.6240779425578158,4.625404805980546,G,-18.31574006231753,587.446083168,0.125172,"['260.322815' '23.591097' 'G' '587.446083168' '0.125172'
 '1.6240779425578158' '4.625404805980546']",,,,,,F. Forster,No
2024cmz,15:11:43.941,+12:14:04.53,2024-02-11 11:55:40.800,2024-02-14,19.53,ABMag,r - ZTF,1.6556866217821982,1.4663395233548617,G,-16.778407670723027,182.676017127,0.040396,"['227.933258' '12.234163' 'G' '182.676017127' '0.040396'
 '1.6556866217821982' '1.4663395233548617']",,,,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,Yes
