TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Sep_kpc,Gal_1_type,Gal_1_ABS_Mag,Gal_1_dist,Gal_1_z,Gal_1_info,Gal_2_type,Gal_2_ABS_Mag,Gal_2_dist,Gal_2_z,Gal_2_info,Reporter,SDSS_image
2024lwl,22:52:31.230,+29:40:11.03,2024-06-16 11:16:48.000,2024-06-21,19,ABMag,G - Gaia,0.08291873142446554,7.602450558209,Q,-27.383630442584305,18911.5048531,2.29572319984,"['343.130138106' '29.6697505765' 'Q' '18911.5048531' '2.29572319984'
 '0.08291873142446554' '7.602450558209']",,,,,,S.T. Hodgkin,Yes
2024lvr,22:55:09.318,+00:59:22.23,2024-06-17 13:08:04.992,2024-06-21,20.35,ABMag,w - P1,0.6806949568153655,1.8729565468520781,G,-18.420001509738874,567.545,0.121250280625,"['343.789' '0.98958' 'G' '567.545' '0.121250280625' '0.6806949568153655'
 '1.8729565468520781']",,,,,,K. C. Chambers,Yes
2024lwd,22:58:35.359,+36:42:40.16,2024-06-19 09:21:46.999,2024-06-21,19.3433,ABMag,r - ZTF,1.5955496885949367,2.58584476634679,G,-18.277286246873544,334.285277068,0.073812,"['344.6474' '36.710716' 'G' '334.285277068' '0.073812'
 '1.5955496885949367' '2.58584476634679']",,,,,,A. Munoz-Arancibia,No
2024lwx,01:55:52.294,-04:37:56.12,2024-06-19 14:11:38.688,2024-06-21,18.32,ABMag,orange - ATLAS,2.0885443041268505,2.676032908934867,G,-18.79036445379277,264.285228896,0.058678,"['28.968472' '-4.632211' 'G' '264.285228896' '0.058678'
 '2.0885443041268505' '2.676032908934867']",,,,,,J. Tonry,No
2024lvp,12:21:50.020,-06:01:17.67,2024-05-08 06:28:54.048,2024-06-21,20.88,ABMag,w - P1,2.1758742146610848,1.7562548223900438,G,-15.226894386755983,166.486444032,0.037319,"['185.458939' '-6.021266' 'G' '166.486444032' '0.037319'
 '2.1758742146610848' '1.7562548223900438']",,,,,,K. C. Chambers,No
2024lvg,14:25:09.883,-00:48:25.26,2024-04-17 09:53:02.976,2024-06-21,21.27,ABMag,w - P1,3.162700759842209,inf,G,999,0.0,0.0,['216.292' '-0.80733' 'G' '0.0' '0.0' '3.162700759842209' 'inf'],,,,,,K. C. Chambers,No
2024lvh,15:59:28.808,-17:07:43.61,2024-04-16 12:37:09.120,2024-06-21,21.19,ABMag,w - P1,3.607635435771863,inf,G,999,0.0,0.0,['239.869' '-17.12861' 'G' '0.0' '0.0' '3.607635435771863' 'inf'],G,-16.822751100343236,400.451772287,0.087561,"['239.868546' '-17.128624' 'G' '400.451772287' '0.087561'
 '5.14785395970649' '9.994275218862194']",K. C. Chambers,No
2024lwa,22:32:47.056,-09:26:49.25,2024-06-16 13:23:40.704,2024-06-21,21.24,ABMag,w - P1,3.633946394420115,4.457105990371285,G,-15.775497891770495,252.987799969,0.0564287082144,"['338.197' '-9.4466' 'G' '252.987799969' '0.0564287082144'
 '3.633946394420115' '4.457105990371285']",,,,,,K. C. Chambers,Yes
2024lvz,22:16:49.511,-07:40:32.13,2024-06-16 13:38:51.360,2024-06-21,21.84,ABMag,w - P1,5.009869635888365,8.306168363600964,G,-15.82999719016171,341.979,0.0754236377118,"['334.207031' '-7.674406' 'G' '341.979' '0.0754236377118'
 '5.009869635888365' '8.306168363600964']",,,,,,K. C. Chambers,Yes
2024lvv,16:51:34.237,+24:58:46.79,2024-06-16 10:30:51.840,2024-06-21,21.09,ABMag,w - P1,5.5022006976496485,12.30585220802349,G,-17.230002002590023,461.318,0.0999967999984,"['252.891' '24.97996' 'G' '461.318' '0.0999967999984' '5.5022006976496485'
 '12.30585220802349']",,,,,,K. C. Chambers,Yes
2024lwc,22:39:36.022,+26:51:02.35,2024-06-14 10:35:52.002,2024-06-21,20.6053,ABMag,g - ZTF,5.652436163609337,8.26553267429047,G,-16.792001569570154,301.620123832,0.066931,"['339.899048' '26.851917' 'G' '301.620123832' '0.066931'
 '5.652436163609337' '8.26553267429047']",G,999,0.0,0.0,['339.899' '26.85192' 'G' '0.0' '0.0' '5.753764567458666' 'inf'],A. Munoz-Arancibia,No
2024lvc,14:15:06.124,-08:37:02.83,2024-04-17 10:25:45.984,2024-06-21,21.04,ABMag,w - P1,6.6307466080582005,inf,G,999,0.0,0.0,['213.777344' '-8.617811' 'G' '0.0' '0.0' '6.6307466080582005' 'inf'],,,,,,K. C. Chambers,No
2024lwp,06:36:18.200,-32:33:19.33,2024-06-16 01:17:45.600,2024-06-21,18.62,ABMag,G - Gaia,7.966862716782598,10.214729764247592,G,-18.491823406424853,264.462854542,0.059269,"['99.07328' '-32.555885' 'G' '264.462854542' '0.059269'
 '7.966862716782598' '10.214729764247592']",,,,,,S.T. Hodgkin,No
2024lvo,17:19:56.195,+06:04:13.49,2024-04-10 12:49:33.024,2024-06-21,21.14,ABMag,w - P1,8.357584051171074,14.345837184690403,G,-16.60535138929516,354.054629834,0.077946,"['259.981812' '6.070475' 'G' '354.054629834' '0.077946'
 '8.357584051171074' '14.345837184690403']",,,,,,K. C. Chambers,No
