TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Sep_kpc,Gal_1_type,Gal_1_ABS_Mag,Gal_1_dist,Gal_1_z,Gal_1_info,Reporter,SDSS_image
2024ohr,16:24:09.921,+41:35:37.33,2024-06-28 05:49:01.000,2024-07-08,20.396,ABMag,g - ZTF,0.5051570995438924,1.5381584642985735,G,-18.59399875942509,628.058,0.13311927656,"['246.041321' '41.593563' 'G' '628.058' '0.13311927656'
 '0.5051570995438924' '1.5381584642985735']",I. Pérez-Fournon,Yes
2024ocf,14:14:23.730,+00:20:39.88,2024-05-04 09:34:43.104,2024-07-08,20.97,ABMag,w - P1,0.9458946495580063,5.145389240106008,G,-19.28000299142881,1122.02,0.224629132315,"['213.599' '0.34418' 'G' '1122.02' '0.224629132315' '0.9458946495580063'
 '5.145389240106008']",K. C. Chambers,No
2024oae,03:09:47.518,-39:31:10.88,2024-06-26 03:58:57.216,2024-07-08,18.263,ABMag,orange - ATLAS,1.176093939218563,2.2909577670325008,G,-19.757001022263825,401.791,0.0878367439184,"['47.44841' '-39.519638' 'G' '401.791' '0.0878367439184'
 '1.176093939218563' '2.2909577670325008']",J. Tonry,No
2024ojg,14:52:20.721,+12:13:27.93,2024-06-08 06:41:18.816,2024-07-08,20.33,ABMag,w - P1,1.2830567246255309,1.7939919818919117,G,-16.969998868251338,288.403,0.0641285720643,"['223.086' '12.22456' 'G' '288.403' '0.0641285720643' '1.2830567246255309'
 '1.7939919818919117']",K. C. Chambers,Yes
2024opa,00:00:46.512,+10:38:03.24,2024-07-03 12:56:38.112,2024-07-08,21.01,ABMag,w - P1,1.4532470417820476,2.877598492721734,G,-17.045579414612245,408.42835285,0.089202,"['0.193499' '10.634508' 'G' '408.42835285' '0.089202' '1.4532470417820476'
 '2.877598492721734']",K. C. Chambers,No
2024oco,11:54:24.349,+01:50:46.52,2024-05-06 06:34:43.968,2024-07-08,21.49,ABMag,w - P1,1.7054601887637268,inf,G,999,0.0,0.0,['178.601' '1.84612' 'G' '0.0' '0.0' '1.7054601887637268' 'inf'],K. C. Chambers,No
2024oak,12:42:49.078,-02:06:41.60,2024-07-06 06:51:59.904,2024-07-08,20,ABMag,r - P1,1.8745925900806262,3.3611009121511644,G,-17.83999894440715,369.828,0.0812282506141,"['190.705' '-2.11167' 'G' '369.828' '0.0812282506141' '1.8745925900806262'
 '3.3611009121511644']",D. O. Jones (UC Santa Cruz),No
2024ooi,22:52:42.512,+08:33:23.58,2024-07-02 12:37:41.952,2024-07-08,20.83,ABMag,w - P1,1.91939314884092,2.0171848663190395,G,-15.850034470796714,216.773851607,0.048472,"['343.176849' '8.557003' 'G' '216.773851607' '0.048472' '1.91939314884092'
 '2.0171848663190395']",K. C. Chambers,No
2024ogc,15:06:41.655,+01:28:53.59,2024-06-01 08:06:20.736,2024-07-08,20.11,ABMag,w - P1,2.1074344808501513,8.190848892089345,G,-19.409999828304393,801.678,0.166305173153,"['226.673' '1.48139' 'G' '801.678' '0.166305173153' '2.1074344808501513'
 '8.190848892089345']",K. C. Chambers,No
2024ooc,22:39:59.458,-01:33:50.16,2024-07-01 12:26:43.584,2024-07-08,20.08,ABMag,w - P1,2.332536933196739,5.534782049753953,G,-18.368485639577884,489.437372206,0.105677,"['339.997253' '-1.564359' 'G' '489.437372206' '0.105677'
 '2.332536933196739' '5.534782049753953']",K. C. Chambers,No
2024oom,16:17:29.606,+19:44:29.20,2024-07-03 09:30:11.808,2024-07-08,21.64,ABMag,w - P1,2.3705545852106,4.47120585132648,G,-16.309999190707963,389.045,0.0852081726041,"['244.373' '19.74201' 'G' '389.045' '0.0852081726041' '2.3705545852106'
 '4.47120585132648']",K. C. Chambers,Yes
2024okz,21:46:32.069,-23:58:37.52,2024-06-14 13:14:26.880,2024-07-08,20.51,ABMag,w - P1,2.7213987180183,11.002171929075283,G,-19.095556923120032,833.895028401,0.172332,"['326.634094' '-23.977709' 'G' '833.895028401' '0.172332'
 '2.7213987180183' '11.002171929075283']",K. C. Chambers,No
2024oaq,10:05:43.098,-01:59:16.81,2024-05-01 06:23:30.048,2024-07-08,20.87,ABMag,w - P1,2.7487896976606954,9.521737030754139,G,-18.399999009002403,714.496,0.149795174898,"['151.429' '-1.9875' 'G' '714.496' '0.149795174898' '2.7487896976606954'
 '9.521737030754139']",K. C. Chambers,No
2024olp,16:49:18.226,+31:22:07.70,2024-06-16 10:26:10.176,2024-07-08,20.68,ABMag,w - P1,2.914397448523443,5.863050031990952,G,-17.409999776892526,414.954,0.090541965271,"['252.325' '31.3689' 'G' '414.954' '0.090541965271' '2.914397448523443'
 '5.863050031990952']",K. C. Chambers,No
2024nze,21:26:39.140,-07:42:09.15,2024-07-05 12:01:31.584,2024-07-08,18.852,ABMag,orange - ATLAS,3.196222412759409,7.171784839464831,G,-19.475076962134278,462.82348951,0.100302,"['321.662262' '-7.702187' 'G' '462.82348951' '0.100302'
 '3.196222412759409' '7.171784839464831']",J. Tonry,Yes
2024oef,13:44:29.208,-00:01:53.85,2024-05-27 07:24:19.584,2024-07-08,20.03,ABMag,w - P1,3.398188287130556,6.619459203454729,G,-17.990001022263826,401.791,0.0878367439184,"['206.122' '-0.03252' 'G' '401.791' '0.0878367439184' '3.398188287130556'
 '6.619459203454729']",K. C. Chambers,Yes
2024omu,23:19:57.642,+40:29:36.48,2024-06-27 13:50:44.160,2024-07-08,21.32,ABMag,w - P1,3.4236531772041747,6.707068541109247,G,-16.71234057180184,404.080706062,0.088308,"['349.991364' '40.493172' 'G' '404.080706062' '0.088308'
 '3.4236531772041747' '6.707068541109247']",K. C. Chambers,No
2024oon,15:02:28.552,+18:34:58.94,2024-07-03 08:13:05.088,2024-07-08,20.52,ABMag,w - P1,3.6420431064229337,9.395496539280067,G,-18.109998941961873,532.108,0.114221157111,"['225.618' '18.58261' 'G' '532.108' '0.114221157111' '3.6420431064229337'
 '9.395496539280067']",K. C. Chambers,Yes
2024oiv,17:18:28.959,-07:50:00.67,2024-06-07 10:19:57.792,2024-07-08,20.18,ABMag,w - P1,3.976485614341661,3.085832909070334,G,-15.841490619124322,160.065643094,0.036695,"['259.619659' '-7.833038' 'G' '160.065643094' '0.036695'
 '3.976485614341661' '3.085832909070334']",K. C. Chambers,No
2024ocj,12:12:51.393,-28:21:37.79,2024-05-04 11:08:06.144,2024-07-08,20.2,ABMag,w - P1,4.006123850246323,inf,G,999,0.0,0.0,['183.215073' '-28.361246' 'G' '0.0' '0.0' '4.006123850246323' 'inf'],K. C. Chambers,No
