TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Sep_kpc,Gal_1_type,Gal_1_ABS_Mag,Gal_1_dist,Gal_1_z,Gal_1_info,Reporter,SDSS_image
2023zna,11:56:42.007,+33:49:17.25,2023-12-09 11:15:54.000,2023-12-12,19.6254,ABMag,g - ZTF,0.08743759017645739,0.2959871076890393,G,-19.594598743337208,698.232,0.146681503341,"['179.175' '33.82146' 'G' '698.232' '0.146681503341' '0.08743759017645739'
 '0.2959871076890393']",A. Munoz-Arancibia,Yes
2023znf,10:32:20.162,-10:51:19.42,2023-11-09 11:51:21.600,2023-12-12,19.09,ABMag,g - ZTF,0.23386337570049823,inf,G,999,0.0,0.0,['158.084' '-10.85533' 'G' '0.0' '0.0' '0.23386337570049823' 'inf'],C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,No
2018mli,11:07:52.832,+44:21:44.99,2018-04-09 05:58:33.600,2023-12-12,20.09,ABMag,r - ZTF,0.46514461680949765,0.7747524028397799,G,-17.590000329301002,343.558,0.0757537578769,"['166.97' '44.36241' 'G' '343.558' '0.0757537578769' '0.46514461680949765'
 '0.7747524028397799']",C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,Yes
2023znw,12:55:43.159,+63:20:46.39,2023-12-09 10:22:04.800,2023-12-12,18.48,ABMag,g - ZTF,1.7932039525591599,3.189965459083067,G,-19.34290713130982,366.928483743,0.080626,"['193.929047' '63.346573' 'G' '366.928483743' '0.080626'
 '1.7932039525591599' '3.189965459083067']",C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,Yes
2023znj,09:23:46.684,+07:08:21.38,2023-12-09 08:36:57.600,2023-12-12,18.71,ABMag,r - ZTF,1.9974636093291764,3.4677933751313628,G,-19.059997349437758,358.096,0.0787882593941,"['140.944' '7.13906' 'G' '358.096' '0.0787882593941' '1.9974636093291764'
 '3.4677933751313628']",C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,Yes
2023zmf,08:27:50.715,+05:30:50.51,2023-12-10 12:37:07.392,2023-12-12,18.691,ABMag,cyan - ATLAS,2.9652097204584313,4.4350143952647105,G,-18.75532375929429,308.506807683,0.068387,"['126.960533' '5.514307' 'G' '308.506807683' '0.068387'
 '2.9652097204584313' '4.4350143952647105']",J. Tonry,No
2023zms,13:10:53.571,+08:42:11.86,2023-12-09 12:11:55.997,2023-12-12,17.2196,ABMag,g - ZTF,3.010513241960331,1.3833613213441613,G,-17.664001100188358,94.7807672604,0.0207734203867,"['197.724' '8.7036' 'G' '94.7807672604' '0.0207734203867'
 '3.010513241960331' '1.3833613213441613']",A. Munoz-Arancibia,Yes
2023zob,04:43:03.838,-35:02:16.97,2023-12-11 03:18:37.152,2023-12-12,18.836,ABMag,orange - ATLAS,3.0500989088016417,inf,G,999,0.0,0.0,['70.766' '-35.0372' 'G' '0.0' '0.0' '3.0500989088016417' 'inf'],J. Tonry,No
2023zne,14:47:03.391,+11:12:37.23,2023-12-09 13:04:48.000,2023-12-12,19.74,ABMag,r - ZTF,3.076173618542794,inf,G,999,0.0,0.0,['221.765' '11.21032' 'G' '0.0' '0.0' '3.076173618542794' 'inf'],C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,No
2023zmq,01:39:56.944,+32:29:58.85,2023-12-09 03:44:43.999,2023-12-12,19.861,ABMag,r - ZTF,3.569087124071269,8.715487324078113,G,-18.649798296136847,503.68574422,0.10854,"['24.987593' '32.500633' 'G' '503.68574422' '0.10854' '3.569087124071269'
 '8.715487324078113']",A. Munoz-Arancibia,Yes
2023znz,12:40:47.343,+18:44:32.16,2023-12-09 12:34:33.600,2023-12-12,18.42,ABMag,r - ZTF,4.669867040670194,5.76606241817073,G,-18.609999784641523,254.683,0.0569297684649,"['190.196' '18.74277' 'G' '254.683' '0.0569297684649' '4.669867040670194'
 '5.76606241817073']",C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,Yes
2023znd,00:09:32.661,+14:17:19.26,2023-12-09 03:04:19.200,2023-12-12,20.01,ABMag,g - ZTF,4.809403893017618,7.139464367111811,G,-17.41999756490601,306.196,0.0678987039494,"['2.3871' '14.28959' 'G' '306.196' '0.0678987039494' '4.809403893017618'
 '7.139464367111811']",C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,Yes
2023zns,12:44:52.141,+53:57:58.18,2023-12-09 10:22:04.800,2023-12-12,18.71,ABMag,g - ZTF,4.929476030890931,8.597560121158624,G,-19.069997976975316,359.749,0.0791326595663,"['191.217' '53.9648' 'G' '359.749' '0.0791326595663' '4.929476030890931'
 '8.597560121158624']",C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,No
