TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Sep_kpc,Gal_1_type,Gal_1_ABS_Mag,Gal_1_dist,Gal_1_z,Gal_1_info,Reporter
2023aagm,02:10:31.811,+34:35:18.92,2023-12-16 01:56:56.000,2023-12-18,19.7049,ABMag,r - ZTF,0.28838323646256103,0.26090784108032533,G,-16.649811264333348,186.613153914,0.041513,"['32.632553' '34.588509' 'G' '186.613153914' '0.041513'
 '0.28838323646256103' '0.26090784108032533']",F. Forster
2023aajs,10:04:13.144,-09:40:50.61,2023-12-12 10:36:28.800,2023-12-18,18.32,ABMag,r - ZTF,0.8262216165990927,0.9700420884076814,G,-18.600595789144386,242.169339813,0.054416,"['151.05455' '-9.680641' 'G' '242.169339813' '0.054416'
 '0.8262216165990927' '0.9700420884076814']",C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration
2023aajd*,15:10:07.086,+10:06:39.88,2023-05-20 09:24:28.800,2023-12-18,19.31,ABMag,r - ZTF,0.895843788655218,1.7466775467449718,G,-18.71202791913372,402.166215047,0.087914,"['227.529617' '10.110846' 'G' '402.166215047' '0.087914'
 '0.895843788655218' '1.7466775467449718']",C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration
2023aaix,09:38:27.857,-08:46:41.50,2023-12-12 10:35:02.400,2023-12-18,18.02,ABMag,r - ZTF,0.9282996168992715,1.2757034328650028,G,-19.242433430821,283.4566735,0.0633,"['144.615814' '-8.778149' 'G' '283.4566735' '0.0633' '0.9282996168992715'
 '1.2757034328650028']",C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration
2023aajg,05:00:08.577,-09:42:50.05,2023-12-17 04:39:21.600,2023-12-18,19.34,ABMag,g - ZTF,0.965971459800416,0.8855740591293642,G,-17.043428622262315,189.097472675,0.042352,"['75.03566' '-9.71416' 'G' '189.097472675' '0.042352' '0.965971459800416'
 '0.8855740591293642']",C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration
2023aaik,05:10:55.350,+76:18:03.15,2023-12-12 09:41:45.600,2023-12-18,20.22,ABMag,r - ZTF,1.0844089617419916,1.5114502955235884,G,-17.07312952507707,287.492093255,0.063935,"['77.731094' '76.301155' 'G' '287.492093255' '0.063935'
 '1.0844089617419916' '1.5114502955235884']",C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration
2023aagp*,08:41:05.253,+53:57:27.17,2023-12-14 10:21:23.000,2023-12-18,20.8043,ABMag,g - ZTF,1.7845287751376695,7.466183329213875,G,-18.87570113793244,862.979,0.17773967887,"['130.271225' '53.957241' 'G' '862.979' '0.17773967887'
 '1.7845287751376695' '7.466183329213875']",F. Forster
2023aaif*,12:30:55.235,+03:29:30.05,2023-12-16 14:44:23.424,2023-12-18,18.408,ABMag,orange - ATLAS,2.6830739911265815,1.1727317168427662,G,-16.36695577360075,90.1552775485,0.019498,"['187.729416' '3.491838' 'G' '90.1552775485' '0.019498'
 '2.6830739911265815' '1.1727317168427662']",J. Tonry
2023aajr*,11:30:33.199,+01:15:23.50,2023-12-16 14:30:04.608,2023-12-18,19.9,ABMag,w - P1,3.512099880645882,9.88875035041502,G,-18.91999843889139,580.764,0.123857221929,"['172.638474' '1.255563' 'G' '580.764' '0.123857221929'
 '3.512099880645882' '9.88875035041502']",K. C. Chambers
2023aaiy,09:21:07.826,-10:45:19.38,2023-12-12 11:05:16.800,2023-12-18,19.65,ABMag,g - ZTF,3.5425543626892897,4.16455078620367,G,-17.273383861579852,242.480473999,0.055428,"['140.283417' '-10.755964' 'G' '242.480473999' '0.055428'
 '3.5425543626892897' '4.16455078620367']",C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration
2023aain*,08:53:21.171,+27:41:19.24,2023-12-15 11:58:12.000,2023-12-18,19.375,ABMag,cyan - ATLAS,4.216711112000925,7.422473397027366,G,-18.4249996724347,363.078,0.0798254499127,"['133.339401' '27.689192' 'G' '363.078' '0.0798254499127'
 '4.216711112000925' '7.422473397027366']",J. Tonry
2023aajz,10:48:41.196,-15:08:14.15,2023-12-16 15:10:11.712,2023-12-18,20.1,ABMag,w - P1,4.8380551800472045,5.872691963335783,G,-16.892957687407353,250.375331597,0.056252,"['162.170319' '-15.137658' 'G' '250.375331597' '0.056252'
 '4.8380551800472045' '5.872691963335783']",K. C. Chambers
2023aait,09:49:24.891,-13:57:17.09,2023-12-16 06:18:04.320,2023-12-18,18.809,ABMag,orange - ATLAS,4.882243097816078,inf,G,999,0.0,0.0,['147.355' '-13.95422' 'G' '0.0' '0.0' '4.882243097816078' 'inf'],J. Tonry
