TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Sep_kpc,Gal_1_type,Gal_1_ABS_Mag,Gal_1_dist,Gal_1_z,Gal_1_info,Reporter,SDSS_image
2024fug,22:47:10.387,-52:28:35.17,2024-04-03 08:51:11.232,2024-04-06,19.133,ABMag,orange - ATLAS,0.7439956998220095,1.5904118673750884,G,-19.088821577361575,440.924585661,0.095852,"['341.79361' '-52.476482' 'G' '440.924585661' '0.095852'
 '0.7439956998220095' '1.5904118673750884']",J. Tonry,No
2024fuf,22:25:10.979,-57:25:16.53,2024-04-03 08:59:11.616,2024-04-06,19.017,ABMag,orange - ATLAS,1.5988915001406756,inf,G,999,0.0,0.0,['336.295074' '-57.421516' 'G' '0.0' '0.0' '1.5988915001406756' 'inf'],J. Tonry,No
2024ful,12:52:30.425,-48:32:20.52,2024-04-03 04:20:40.992,2024-04-06,19.314,ABMag,orange - ATLAS,1.7310389701413864,5.026803584900213,G,-19.57305102120546,598.977079883,0.127436,"['193.126266' '-48.539379' 'G' '598.977079883' '0.127436'
 '1.7310389701413864' '5.026803584900213']",J. Tonry,No
2024fsc,21:17:03.561,-59:58:32.19,2024-04-03 08:07:11.712,2024-04-06,18.959,ABMag,orange - ATLAS,2.0435199242241247,3.00452533419583,G,-18.450110635479067,303.26488554,0.067279,"['319.263885' '-59.9753' 'G' '303.26488554' '0.067279'
 '2.0435199242241247' '3.00452533419583']",J. Tonry,No
2024fsa,12:23:20.758,-28:43:54.78,2024-04-04 20:49:12.000,2024-04-06,19.696,ABMag,orange - ATLAS,2.1058036113319,inf,G,999,0.0,0.0,['185.836044' '-28.732317' 'G' '0.0' '0.0' '2.1058036113319' 'inf'],J. Tonry,No
2024fuq,21:39:20.499,-65:27:38.67,2024-04-05 08:07:27.264,2024-04-06,19.621,ABMag,orange - ATLAS,2.6253795120809715,inf,G,999,0.0,0.0,['324.837' '-65.46043' 'G' '0.0' '0.0' '2.6253795120809715' 'inf'],J. Tonry,No
2024fud,22:38:26.354,-56:16:59.00,2024-04-03 08:51:11.232,2024-04-06,18.689,ABMag,orange - ATLAS,2.820976250758266,4.535333878369128,G,-18.914174836742973,331.615611245,0.073252,"['339.608521' '-56.282734' 'G' '331.615611245' '0.073252'
 '2.820976250758266' '4.535333878369128']",J. Tonry,No
2024fsm,15:03:35.616,-80:40:50.23,2024-04-05 05:50:51.360,2024-04-06,19.521,ABMag,orange - ATLAS,2.8920832073707983,4.615521502164919,G,-18.066175639723888,329.181278725,0.072741,"['225.894318' '-80.681076' 'G' '329.181278725' '0.072741'
 '2.8920832073707983' '4.615521502164919']",J. Tonry,No
2024fvg,17:46:13.026,+43:14:53.84,2024-04-05 11:45:49.824,2024-04-06,19.953,ABMag,orange - ATLAS,3.3440086494192185,inf,G,999,0.0,0.0,['266.553' '43.24827' 'G' '0.0' '0.0' '3.3440086494192185' 'inf'],J. Tonry,No
2024fse,08:53:54.875,+41:20:31.68,2024-04-05 06:51:41.760,2024-04-06,19.979,ABMag,orange - ATLAS,7.014986106250758,6.42817967191085,G,-16.403431625343515,189.010671515,0.042134,"['133.478912' '41.340195' 'G' '189.010671515' '0.042134'
 '7.014986106250758' '6.42817967191085']",J. Tonry,Yes
2024ftt,16:45:00.566,-08:07:37.76,2024-04-04 00:49:57.216,2024-04-06,19.708,ABMag,orange - ATLAS,7.6173606121122255,14.123573482076985,G,-18.20482605548841,382.441674533,0.083843,"['251.250259' '-8.126758' 'G' '382.441674533' '0.083843'
 '7.6173606121122255' '14.123573482076985']",J. Tonry,No
2024fsf,06:26:56.209,-63:06:20.20,2024-04-05 00:44:09.024,2024-04-06,19.235,ABMag,orange - ATLAS,8.046002691027592,14.65128261548246,G,-18.638603027302096,375.595694681,0.082425,"['96.736168' '-63.107662' 'G' '375.595694681' '0.082425'
 '8.046002691027592' '14.65128261548246']",J. Tonry,No
