TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Gal_match,miniST_name,miniST_RA,miniST_DEC,"GLADE_info [RA,DEC,Flag1,dist,z,sep(arcsec),sep(kpc)]","SDSS_info [RA,DEC,obj_class,dist,z,sep(arcsec),sep(kpc)]",Reporter
2024vyx,13:18:43.670,+62:35:30.88,2024-09-16 17:00:57.600,2024-09-24,18.72,ABMag,G - Gaia,0,['m8755'],['13:22:36'],['+62:33:54'],[],[],S.T. Hodgkin
2024wah,13:51:51.950,+39:43:07.61,2024-09-19 22:39:21.600,2024-09-24,17.4,ABMag,G - Gaia,0,['m6960'],['13:50:08'],['+39:23:18'],[],[],S.T. Hodgkin
2024wbj,09:56:47.003,+16:16:31.30,2024-09-23 12:32:34.999,2024-09-24,18.7983,ABMag,r - ZTF,0,['m4403'],['09:57:23'],['+16:12:42'],[],[],A. Munoz-Arancibia
