TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Gal_match,miniST_name,Reporter
2023wus,08:49:59.890,+73:31:34.45,2023-11-06 12:20:47.003,07-Nov-2023,20.2407,ABMag,r - ZTF,0,['m9250'],A. Munoz-Arancibia
