TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Gal_match,miniST_name,Reporter
2023xpo,12:13:08.997,+54:45:01.85,2023-11-12 11:46:28.004,13-Nov-2023,19.3697,ABMag,g - ZTF,2,['m8220'],F. Forster
