TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Gal_match,miniST_name,Reporter
2023vfm,23:08:54.604,+04:00:48.44,2023-10-17 04:34:34.000,18-Oct-2023,20.8212,ABMag,g - ZTF,2,['m2996'],A. Munoz-Arancibia
