TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Gal_match,miniST_name,Reporter
2023trd,01:29:13.761,-07:41:36.01,2023-09-25 11:02:59.424,27-Sep-2023,20.29,ABMag,i - P1,12,['m1491'],K. C. Chambers
