TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Sep_kpc,Gal_1_type,Gal_1_ABS_Mag,Gal_1_dist,Gal_1_info,Reporter,SDSS_image
2024hpk,15:11:16.841,+13:33:59.14,2024-04-30 08:06:08.000,2024-05-02,19.9278,ABMag,g - ZTF,1.8311942341878549,1.6996361287247979,DG_GALAXY_STARFORMING,8.776020228995659,191446.16678539137,"['SDSS_54533_PLATEID_2752_FIBERID_490' '227.81982421875'
 '13.566046714782717' 'DG_GALAXY_STARFORMING' '191446.16678539137'
 '1.8311942341878549' '1.6996361287247979']",Yoomee Zeng (UC Berkeley),Yes
2024hpt,11:54:26.044,+00:16:36.57,2024-04-29 05:36:25.001,2024-05-02,19.6312,ABMag,g - ZTF,2.5466078158884313,2.688320296622693,DG_GALAXY_STARFORMING,7.483794945262105,217742.93696001783,"['SDSS_51662_PLATEID_284_FIBERID_502' '178.6084747314453'
 '0.2775311470031738' 'DG_GALAXY_STARFORMING' '217742.93696001783'
 '2.5466078158884313' '2.688320296622693']",Jesper Sollerman (SU),Yes
