TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Sep_kpc,Gal_1_type,Gal_1_ABS_Mag,Gal_1_dist,Gal_1_info,Reporter,SDSS_image
2024ipl,14:42:17.158,+61:58:38.82,2024-05-11 08:12:53.000,2024-05-12,19.4363,ABMag,g - ZTF,2.053968639541502,1.699864781696006,DG_GALAXY_STARFORMING,8.28422811928181,170704.7873531957,"['SDSS_52339_PLATEID_609_FIBERID_230' '220.5720367431641'
 '61.9769401550293' 'DG_GALAXY_STARFORMING' '170704.7873531957'
 '2.053968639541502' '1.699864781696006']",Nabeel Rehemtulla (CIERA,Yes
