TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Sep_kpc,Gal_1_type,Gal_1_ABS_Mag,Gal_1_dist,Gal_1_info,Reporter
2023aabs*,12:03:34.499,+29:54:32.10,2023-12-13 11:38:22.998,15-Dec-2023,19.3909,ABMag,g - ZTF,0.2019783075897546,0.18858949778515424,DG_GALAXY_STARBURST,13.013312480075939,192591.85150418893,"['SDSS_53818_PLATEID_2228_FIBERID_279' '180.89378356933597'
 '29.90896224975586' 'DG_GALAXY_STARBURST' '192591.85150418893'
 '0.2019783075897546' '0.18858949778515424']",A. Munoz-Arancibia
2023zzg*,15:26:49.705,+06:42:51.94,2023-12-12 13:25:39.003,15-Dec-2023,19.4003,ABMag,r - ZTF,2.559874480375304,1.77270878223384,DG_GALAXY_STARFORMING,8.157113018715103,142838.03222396516,"['SDSS_54540_PLATEID_1819_FIBERID_174' '231.7064208984375'
 '6.714215278625488' 'DG_GALAXY_STARFORMING' '142838.03222396516'
 '2.559874480375304' '1.77270878223384']",A. Munoz-Arancibia
