TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Sep_kpc,Gal_1_type,Gal_1_ABS_Mag,Gal_1_dist,Gal_1_info,Reporter
2023ubs*,08:49:54.011,+40:31:10.21,2023-10-04 15:13:43.392,06-Oct-2023,19.28,ABMag,y - P1,8.777406191463035,6339.332218943499,GALAXY_STARBURST,-9.730217559990411,148971.24542835858,"['SDSS_52293_PLATEID_830_FIBERID_242' '132.47213745117188'
 '40.5205307006836' 'GALAXY_STARBURST' '148971.24542835858'
 '8.777406191463035' '6339.332218943499']",K. C. Chambers
