TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Sep_kpc,Gal_1_type,Gal_1_ABS_Mag,Gal_1_dist,Gal_1_info,Reporter
2023zqy*,11:15:21.847,+31:31:24.92,2023-12-06 14:33:30.240,13-Dec-2023,18.744,ABMag,orange - ATLAS,0.15608432836194117,0.08721914079148829,DG_GALAXY_STARBURST,14.04094097969988,115259.74044798306,"['SDSS_53460_PLATEID_2092_FIBERID_577' '168.841064453125'
 '31.523557662963867' 'DG_GALAXY_STARBURST' '115259.74044798306'
 '0.15608432836194117' '0.08721914079148829']",J. Tonry
2023zqo*,12:46:26.582,+30:27:31.43,2023-12-08 15:13:16.608,13-Dec-2023,19.167,ABMag,orange - ATLAS,2.7528411748372266,0.892524557718774,DG_GALAXY_,9.413899127423255,66875.05499903187,"['SDSS_53828_PLATEID_2237_FIBERID_581' '191.6114501953125'
 '30.458251953125' 'DG_GALAXY_' '66875.05499903187' '2.7528411748372266'
 '0.892524557718774']",J. Tonry
