TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Sep_kpc,Gal_1_type,Gal_1_ABS_Mag,Gal_1_dist,Gal_1_info,Reporter,SDSS_image
2024ikg,14:02:27.785,+54:19:46.73,2024-04-04 09:51:46.944,2024-05-09,20.5086,ABMag,g - ZTF,6.68760275353174,0.09623569669639441,DG_GALAXY_STARBURST,15.591919026366538,2968.184275530872,"['SDSS_53088_PLATEID_1324_FIBERID_273' '210.6126251220703'
 '54.32994079589844' 'DG_GALAXY_STARBURST' '2968.184275530872'
 '6.68760275353174' '0.09623569669639441']",K. De (Caltech) on behalf of ZTF,No
