TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Sep_kpc,Gal_1_type,Gal_1_ABS_Mag,Gal_1_dist,Gal_1_info,Reporter
2023wpm*,10:55:09.000,+21:46:19.88,2023-11-04 11:42:05.003,05-Nov-2023,18.9779,ABMag,g - ZTF,1.0767506606700536,537.6985496713356,DG_GALAXY_STARFORMING,-4.674794325303715,103002.75748123931,"['SDSS_54144_PLATEID_2484_FIBERID_540' '163.78756713867188'
 '21.771896362304688' 'DG_GALAXY_STARFORMING' '103002.75748123931'
 '1.0767506606700536' '537.6985496713356']",F. Forster
