TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Sep_kpc,Gal_1_type,Gal_1_ABS_Mag,Gal_1_dist,Gal_1_z,Gal_1_info,Reporter
2023zmi,01:55:04.918,+16:47:42.83,2023-12-09 03:39:57.004,12-Dec-2023,19.7119,ABMag,r - ZTF,0.042212619555844155,0.2513708715984947,Galaxy,-20.73458890320058,1228.2811321997156,0.305,"['28.770489' '16.795242' 'Galaxy' '1228.2811321997156' '0.305'
 '0.042212619555844155' '0.2513708715984947']",A. Munoz-Arancibia
2023zmz,07:30:40.474,+40:55:54.91,2023-12-09 07:12:52.998,12-Dec-2023,20.0258,ABMag,g - ZTF,0.0647360995930227,0.38642957924854476,Galaxy,-20.425944829850284,1231.2577183683507,0.3058,"['112.66862' '40.931912' 'Galaxy' '1231.2577183683507' '0.3058'
 '0.0647360995930227' '0.38642957924854476']",A. Munoz-Arancibia
2018mli*,11:07:52.832,+44:21:44.99,2018-04-09 05:58:33.600,12-Dec-2023,20.09,ABMag,r - ZTF,0.16509853407429545,0.25824595222160307,Galaxy,-17.45357719567725,322.63794225774365,0.07586,"['166.970144' '44.362452' 'Galaxy' '322.63794225774365' '0.07586'
 '0.16509853407429545' '0.25824595222160307']",C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration
2023znm,08:09:40.542,+38:26:11.93,2023-12-09 07:12:00.000,12-Dec-2023,19.55,ABMag,g - ZTF,0.16533708747902834,1.001836750252103,Galaxy,-20.934259045025545,1249.8324866383707,0.3108,"['122.418968' '38.436616' 'Galaxy' '1249.8324866383707' '0.3108'
 '0.16533708747902834' '1.001836750252103']",C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration
2023zmt,08:44:19.902,+37:46:00.54,2023-12-09 07:41:04.001,12-Dec-2023,19.8047,ABMag,r - ZTF,0.19639028688976512,0.968029749429928,Galaxy,-20.231269164006374,1016.7023626821152,0.249,"['131.082957' '37.766865' 'Galaxy' '1016.7023626821152' '0.249'
 '0.19639028688976512' '0.968029749429928']",A. Munoz-Arancibia
2023zmp,00:58:18.198,+16:22:24.17,2023-12-09 02:46:43.997,12-Dec-2023,19.9485,ABMag,r - ZTF,0.33002919305015155,3.689482717380347,Galaxy,-21.865691279930022,2305.888248308498,0.621,"['14.575731' '16.373397' 'Galaxy' '2305.888248308498' '0.621'
 '0.33002919305015155' '3.689482717380347']",A. Munoz-Arancibia
2023znj*,09:23:46.684,+07:08:21.38,2023-12-09 08:36:57.600,12-Dec-2023,18.71,ABMag,r - ZTF,0.7862579120499392,1.2900399132638107,Galaxy,-18.93731625909291,338.4256344939514,0.07964,"['140.944469' '7.139059' 'Galaxy' '338.4256344939514' '0.07964'
 '0.7862579120499392' '1.2900399132638107']",C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration
2023znn,10:27:15.860,+48:07:39.71,2023-12-09 11:21:07.200,12-Dec-2023,19.22,ABMag,g - ZTF,0.8146925731333358,1.52835144175962,Galaxy,-18.718273034610995,386.94978253414394,0.0913,"['156.815754' '48.127751' 'Galaxy' '386.94978253414394' '0.0913'
 '0.8146925731333358' '1.52835144175962']",C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration
2023zog,13:19:53.414,+34:45:33.28,2023-12-09 13:17:12.768,12-Dec-2023,19.011,ABMag,cyan - ATLAS,1.0666797827239372,3.293391989308961,Galaxy,-20.009172471036965,636.8461009406536,0.1524,"['199.972351' '34.759002' 'Galaxy' '636.8461009406536' '0.1524'
 '1.0666797827239372' '3.293391989308961']",J. Tonry
2023znb,09:29:51.310,+10:56:38.10,2023-12-09 10:09:43.004,12-Dec-2023,19.9761,ABMag,g - ZTF,1.0707167040570142,2.5866101962940253,Galaxy,-18.511307701497163,498.2892757191143,0.1183,"['142.464094' '10.943898' 'Galaxy' '498.2892757191143' '0.1183'
 '1.0707167040570142' '2.5866101962940253']",A. Munoz-Arancibia
