TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Sep_kpc,Gal_1_type,Gal_1_ABS_Mag,Gal_1_dist,Gal_1_z,Gal_1_info,Reporter,SDSS_image
2023vof,01:39:36.375,+29:36:09.63,2023-10-20 10:46:24.960,2023-10-22,18.842,ABMag,cyan - ATLAS,0.10139358771269713,0.19408736726224224,Galaxy,-19.140059558886392,394.83160728362685,0.0932,"['24.901559' '29.602647' 'Galaxy' '394.83160728362685' '0.0932'
 '0.10139358771269713' '0.19408736726224224']",J. Tonry,No
2023vpa,08:20:59.200,+51:37:47.43,2023-10-17 10:51:30.997,2023-10-22,20.8866,ABMag,g - ZTF,0.3076835508161316,1.953073655973472,Galaxy,-19.698597381476688,1309.3009298100733,0.3269,"['125.246762' '51.62978' 'Galaxy' '1309.3009298100733' '0.3269'
 '0.3076835508161316' '1.953073655973472']",F. Forster,No
2023voe,01:14:44.476,+23:03:59.12,2023-10-21 00:04:23.520,2023-10-22,20.17,ABMag,L - GOTO,0.41520677625926605,1.4425677485365398,Galaxy,-19.106484594656663,716.633191338991,0.1723,"['18.685275' '23.066531' 'Galaxy' '716.633191338991' '0.1723'
 '0.41520677625926605' '1.4425677485365398']",A. Kumar,No
2023vpd,22:40:12.926,+19:30:24.78,2023-10-19 05:59:31.004,2023-10-22,20.276,ABMag,g - ZTF,0.42950723400913343,0.5586799319294844,Galaxy,-16.86708860892971,268.29817699727647,0.0629,"['340.053732' '19.506876' 'Galaxy' '268.29817699727647' '0.0629'
 '0.42950723400913343' '0.5586799319294844']",F. Forster,No
2023vpf,07:55:22.978,+11:56:52.71,2023-10-17 11:24:56.998,2023-10-22,20.2585,ABMag,g - ZTF,0.8179675600237213,1.7870279734069046,Galaxy,-18.010602018883095,450.6303143331954,0.1067,"['118.845582' '11.94781' 'Galaxy' '450.6303143331954' '0.1067'
 '0.8179675600237213' '1.7870279734069046']",F. Forster,No
2023vog,09:45:09.643,+68:35:11.87,2023-10-21 10:15:06.002,2023-10-22,18.5768,ABMag,g - ZTF,0.9581409786299698,3.9062026640081027,Galaxy,-21.046952450957207,840.9118841898307,0.2037,"['146.290853' '68.586529' 'Galaxy' '840.9118841898307' '0.2037'
 '0.9581409786299698' '3.9062026640081027']",F. Forster,No
2023vom,09:10:13.473,+42:18:03.18,2023-10-16 11:46:47.997,2023-10-22,20.5015,ABMag,r - ZTF,1.6961753781058175,4.748126518497434,Galaxy,-18.305883305853946,577.3998426204093,0.1377,"['137.555558' '42.301079' 'Galaxy' '577.3998426204093' '0.1377'
 '1.6961753781058175' '4.748126518497434']",F. Forster,No
2023vpb,08:07:18.973,+46:04:05.59,2023-10-17 11:18:09.000,2023-10-22,20.6809,ABMag,g - ZTF,2.0415992308227344,5.231597303715107,Galaxy,-17.934544735177333,528.5534927365632,0.1257,"['121.829593' '46.067793' 'Galaxy' '528.5534927365632' '0.1257'
 '2.0415992308227344' '5.231597303715107']",F. Forster,No
2023vop,08:26:40.408,+50:49:18.79,2023-10-21 10:39:59.996,2023-10-22,20.3582,ABMag,g - ZTF,2.162500829414369,7.3583536473310005,Galaxy,-18.87304753474896,701.8584079774758,0.1686,"['126.667439' '50.822018' 'Galaxy' '701.8584079774758' '0.1686'
 '2.162500829414369' '7.3583536473310005']",F. Forster,No
2023vpi,01:23:15.995,+17:44:01.76,2023-10-15 07:08:55.000,2023-10-22,20.7188,ABMag,r - ZTF,2.452799880404413,11.007231046424998,Galaxy,-19.11340549718733,925.6378383110989,0.2254,"['20.81732' '17.73405' 'Galaxy' '925.6378383110989' '0.2254'
 '2.452799880404413' '11.007231046424998']",F. Forster,No
2023voh,09:46:09.685,+66:37:21.24,2023-10-19 10:14:58.848,2023-10-22,20.2331,ABMag,g - ZTF,2.484963501297284,1.5400635088783812,Galaxy,-15.300118747358091,127.83322616343796,0.02975,"['146.541995' '66.622796' 'Galaxy' '127.83322616343796' '0.02975'
 '2.484963501297284' '1.5400635088783812']",K. De (Caltech) on behalf of ZTF,Yes
