TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Sep_kpc,Gal_1_type,Gal_1_ABS_Mag,Gal_1_dist,Gal_1_z,Gal_1_info,Gal_2_type,Gal_2_ABS_Mag,Gal_2_dist,Gal_2_z,Gal_2_info,Reporter,SDSS_image
2024hcx,22:31:58.617,+16:43:11.54,2024-04-07 12:22:58.995,2024-04-24,19.5217,ABMag,r - ZTF,0.09171632068196989,1.1401050766692782,Galaxy,-22.522916942456998,2564.031689847389,0.7061,"['337.994211' '16.71987' 'Galaxy' '2564.031689847389' '0.7061'
 '0.09171632068196989' '1.1401050766692782']",,,,,,Kate Bostow (UC Berkeley),No
2024hcb,16:38:46.996,+47:32:01.19,2024-04-21 08:37:21.999,2024-04-24,20.1146,ABMag,g - ZTF,0.14695230749032534,0.8314054371319572,Galaxy,-20.220707918864417,1166.9750845867673,0.2886,"['249.695769' '47.533689' 'Galaxy' '1166.9750845867673' '0.2886'
 '0.14695230749032534' '0.8314054371319572']",,,,,,K-Ryan Hinds (LJMU),No
2024hcu,17:11:27.905,+79:07:54.49,2024-04-17 09:17:49.001,2024-04-24,19.7628,ABMag,r - ZTF,0.14776417446532655,0.2950169257503055,Galaxy,-18.310714572070637,411.8157140707432,0.0973,"['257.866473' '79.131818' 'Galaxy' '411.8157140707432' '0.0973'
 '0.14776417446532655' '0.2950169257503055']",,,,,,Gabrielle Stewart (UC Berkeley),No
2024hdd,14:08:51.216,+09:12:49.09,2024-04-04 09:04:55.997,2024-04-24,19.7346,ABMag,g - ZTF,0.15343629528654873,0.45286993895583255,Galaxy,-19.187752614166556,608.79422325196,0.14545,"['212.213358' '9.213646' 'Galaxy' '608.79422325196' '0.14545'
 '0.15343629528654873' '0.45286993895583255']",,,,,,Daniel Perley (LJMU),Yes
2024hch,14:42:01.699,+32:55:18.89,2024-04-21 08:19:58.995,2024-04-24,19.4882,ABMag,g - ZTF,0.16222429626499155,0.29171963632705444,Galaxy,-18.35817448980484,370.91542803735746,0.08744,"['220.507037' '32.921886' 'Galaxy' '370.91542803735746' '0.08744'
 '0.16222429626499155' '0.29171963632705444']",,,,,,Jesper Sollerman (SU),Yes
2024hbj,12:44:40.003,-11:13:53.38,2024-04-18 09:11:57.984,2024-04-24,21.36,ABMag,i - P1,0.17047767217645524,0.5443118152416414,Galaxy,-17.73302694068729,658.5752238126922,0.1578,"['191.166688' '-11.231541' 'Galaxy' '658.5752238126922' '0.1578'
 '0.17047767217645524' '0.5443118152416414']",Galaxy,-19.508462593725348,1491.7378825743033,0.3772,"['191.169325' '-11.231093' 'Galaxy' '1491.7378825743033' '0.3772'
 '9.453703821613342' '68.37059785779662']",K. C. Chambers,No
2024hbt,12:42:23.782,-09:05:40.74,2024-04-17 09:26:36.672,2024-04-24,21.66,ABMag,z - P1,0.1978609072131946,1.6832577917708953,Galaxy,-19.56107885317878,1754.7520992289521,0.4523,"['190.599057' '-9.094693' 'Galaxy' '1754.7520992289521' '0.4523'
 '0.1978609072131946' '1.6832577917708953']",,,,,,K. C. Chambers,No
2024hbc,16:00:37.974,+36:29:14.94,2024-04-18 08:29:07.998,2024-04-24,19.5781,ABMag,r - ZTF,0.2727519583079113,0.5239104335008328,Galaxy,-18.411471515820935,396.1998467013033,0.09353,"['240.158168' '36.487423' 'Galaxy' '396.1998467013033' '0.09353'
 '0.2727519583079113' '0.5239104335008328']",,,,,,Kate Bostow (UC Berkeley),Yes
2024hbi,12:46:14.193,-10:04:20.53,2024-04-16 09:32:51.648,2024-04-24,20.14,ABMag,r - P1,0.5629545361143806,1.6455638029333972,Galaxy,-18.76133268021301,602.9295036011353,0.144,"['191.559264' '-10.072464' 'Galaxy' '602.9295036011353' '0.144'
 '0.5629545361143806' '1.6455638029333972']",,,,,,K. C. Chambers,No
2024hbm,12:47:24.105,-10:15:56.57,2024-04-16 10:04:09.984,2024-04-24,21.53,ABMag,z - P1,0.6515132002459271,2.3315299390241875,Galaxy,-17.81071455216012,738.1470873819125,0.1777,"['191.850278' '-10.265804' 'Galaxy' '738.1470873819125' '0.1777'
 '0.6515132002459271' '2.3315299390241875']",,,,,,K. C. Chambers,No
