TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Sep_kpc,Gal_1_type,Gal_1_ABS_Mag,Gal_1_dist,Gal_1_z,Gal_1_info,Gal_2_type,Gal_2_ABS_Mag,Gal_2_dist,Gal_2_z,Gal_2_info,Gal_3_type,Gal_3_ABS_Mag,Gal_3_dist,Gal_3_z,Gal_3_info,Reporter,SDSS_image
2024jmz,11:28:08.455,+34:10:23.23,2024-02-17 13:18:23.616,2024-05-29,21.08,ABMag,w - P1,0.08840562474741383,0.5706112245072654,Galaxy,-19.541427729947728,1331.3294713334988,0.3329,"['172.0352' '34.173124' 'Galaxy' '1331.3294713334988' '0.3329'
 '0.08840562474741383' '0.5706112245072654']",,,,,,,,,,,K. C. Chambers,No
2024jqc,12:48:02.525,+19:21:16.67,2024-02-13 15:06:31.392,2024-05-29,20.3,ABMag,w - P1,0.16812259476088623,1.437525468891728,Galaxy,-20.93207298509832,1763.65891102962,0.4549,"['192.01056' '19.354602' 'Galaxy' '1763.65891102962' '0.4549'
 '0.16812259476088623' '1.437525468891728']",,,,,,,,,,,K. C. Chambers,No
2024jls,15:22:19.555,+12:46:52.49,2024-05-27 08:41:08.160,2024-05-29,20.06,ABMag,r - P1,0.29783759600477644,0.6922646799528657,Galaxy,-18.34358894740446,479.42181251660224,0.1137,"['230.581413' '12.781299' 'Galaxy' '479.42181251660224' '0.1137'
 '0.29783759600477644' '0.6922646799528657']",,,,,,,,,,,D. O. Jones (UC Santa Cruz),No
2024jon,12:42:37.009,-05:50:32.08,2024-02-15 12:32:02.400,2024-05-29,21.83,ABMag,w - P1,0.30953779971137063,3.3547167442423778,Galaxy,-19.916836491556957,2235.4620334388123,0.5985,"['190.654152' '-5.842313' 'Galaxy' '2235.4620334388123' '0.5985'
 '0.30953779971137063' '3.3547167442423778']",Galaxy,-14.816631285788283,213.46479329064832,0.0499,"['190.655698' '-5.840855' 'Galaxy' '213.46479329064832' '0.0499'
 '7.32401224855459' '7.579668044486029']",Galaxy,-20.093175923941864,2424.572554663776,0.6596,"['190.656071' '-5.843877' 'Galaxy' '2424.572554663776' '0.6596'
 '8.901676064461526' '104.63617069428628']",K. C. Chambers,No
2024jpq,12:19:53.683,+01:16:22.09,2024-05-28 04:57:21.997,2024-05-29,20.2389,ABMag,g - ZTF,0.4091885404229149,2.004759090200041,Galaxy,-19.78391931028726,1010.5640908510474,0.2474,"['184.973763' '1.272726' 'Galaxy' '1010.5640908510474' '0.2474'
 '0.4091885404229149' '2.004759090200041']",Galaxy,-18.010252801828848,446.50935290743894,0.1057,"['184.975952' '1.272451' 'Galaxy' '446.50935290743894' '0.1057'
 '8.277629014700269' '17.91890163895104']",,,,,,A. Munoz-Arancibia,No
2024jlq,14:31:26.034,+04:09:33.80,2024-05-27 08:31:47.424,2024-05-29,20.12,ABMag,i - P1,0.45538224716854964,3.135382113048169,Galaxy,-20.641697568569338,1420.1673167250262,0.3573,"['217.858384' '4.159477' 'Galaxy' '1420.1673167250262' '0.3573'
 '0.45538224716854964' '3.135382113048169']",,,,,,,,,,,D. O. Jones (UC Santa Cruz),No
2024jpy,11:46:39.675,+09:02:59.33,2024-05-28 05:26:17.998,2024-05-29,19.7182,ABMag,g - ZTF,0.4862452495759051,2.1683491735339153,Galaxy,-20.100294902496916,919.8118080209008,0.2239,"['176.665283' '9.049682' 'Galaxy' '919.8118080209008' '0.2239'
 '0.4862452495759051' '2.1683491735339153']",,,,,,,,,,,A. Munoz-Arancibia,No
2024jpv,15:07:48.586,+18:10:57.73,2024-05-26 07:34:08.996,2024-05-29,19.9907,ABMag,r - ZTF,0.5074144688615863,2.0425588333685485,Galaxy,-19.60548430483262,830.3034853678081,0.201,"['226.952497' '18.182572' 'Galaxy' '830.3034853678081' '0.201'
 '0.5074144688615863' '2.0425588333685485']",,,,,,,,,,,A. Munoz-Arancibia,No
2024jpx,11:09:15.525,+27:16:51.40,2024-05-28 05:13:06.004,2024-05-29,19.5668,ABMag,g - ZTF,0.5243945136528788,1.5349068141781517,Galaxy,-19.337445039730355,603.7386898139508,0.1442,"['167.314597' '27.280823' 'Galaxy' '603.7386898139508' '0.1442'
 '0.5243945136528788' '1.5349068141781517']",,,,,,,,,,,A. Munoz-Arancibia,No
2024jox,12:17:18.245,+07:41:33.71,2024-05-14 07:37:17.002,2024-05-29,20.2237,ABMag,g - ZTF,0.5257598365520436,1.4324181545403947,Galaxy,-18.52483771524976,561.962768073787,0.1339,"['184.325929' '7.692583' 'Galaxy' '561.962768073787' '0.1339'
 '0.5257598365520436' '1.4324181545403947']",,,,,,,,,,,Nabeel Rehemtulla (CIERA,Yes
