TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Sep_kpc,Gal_1_type,Gal_1_ABS_Mag,Gal_1_dist,Gal_1_z,Gal_1_info,Gal_2_type,Gal_2_ABS_Mag,Gal_2_dist,Gal_2_z,Gal_2_info,Gal_3_type,Gal_3_ABS_Mag,Gal_3_dist,Gal_3_z,Gal_3_info,Reporter,SDSS_image
2024mul,12:44:47.132,+37:04:18.18,2024-06-19 04:49:57.003,2024-06-26,20.1294,ABMag,g - ZTF,0.10930417812058482,0.3428132369288962,Galaxy,-18.924829764536863,646.9131107369143,0.1549,"['191.196353' '37.071735' 'Galaxy' '646.9131107369143' '0.1549'
 '0.10930417812058482' '0.3428132369288962']",,,,,,,,,,,A. Munoz-Arancibia,No
2024msx,14:27:42.190,+16:02:55.14,2024-06-22 17:18:14.400,2024-06-26,18.98,ABMag,G - Gaia,0.11532025120743501,0.8923221316795317,Galaxy,-22.03520608957042,1596.0306157307564,0.4066,"['216.92576' '16.04866' 'Galaxy' '1596.0306157307564' '0.4066'
 '0.11532025120743501' '0.8923221316795317']",,,,,,,,,,,S.T. Hodgkin,No
2024mso,17:20:22.740,+26:49:35.39,2024-06-11 09:56:40.997,2024-06-26,20.9291,ABMag,g - ZTF,0.211066907659062,0.6964930483544238,Galaxy,-18.235508858325737,680.6467445241548,0.1633,"['260.094811' '26.826519' 'Galaxy' '680.6467445241548' '0.1633'
 '0.211066907659062' '0.6964930483544238']",,,,,,,,,,,Jesper Sollerman (SU),No
2024mtr,12:49:31.631,-06:37:58.37,2024-06-25 06:19:39.360,2024-06-26,19.39,ABMag,orange - ATLAS,0.2161719009363983,0.7619174873305633,Galaxy,-19.91766916519527,726.9990327419157,0.1749,"['192.381851' '-6.632856' 'Galaxy' '726.9990327419157' '0.1749'
 '0.2161719009363983' '0.7619174873305633']",,,,,,,,,,,J. Tonry,No
2024muj,15:40:55.312,+25:54:32.35,2024-06-25 05:55:27.002,2024-06-26,17.9669,ABMag,g - ZTF,0.28013593190108055,0.5068594205181431,Galaxy,-19.892819192454805,373.2018934551494,0.08799,"['235.230549' '25.90901' 'Galaxy' '373.2018934551494' '0.08799'
 '0.28013593190108055' '0.5068594205181431']",,,,,,,,,,,A. Munoz-Arancibia,Yes
2024mun,00:33:28.561,+10:17:49.30,2024-06-25 11:02:37.997,2024-06-26,18.4879,ABMag,g - ZTF,0.29592208014186067,0.43550221620533075,Galaxy,-18.923290657231373,303.5555177249842,0.0713,"['8.368928' '10.296994' 'Galaxy' '303.5555177249842' '0.0713'
 '0.29592208014186067' '0.43550221620533075']",,,,,,,,,,,A. Munoz-Arancibia,No
2024mty,03:03:16.736,+19:04:43.93,2024-06-23 11:20:26.998,2024-06-26,18.9885,ABMag,r - ZTF,0.8187035980824291,3.337736561937478,Galaxy,-20.635252450957207,840.9118841898307,0.2037,"['45.819792' '19.07909' 'Galaxy' '840.9118841898307' '0.2037'
 '0.8187035980824291' '3.337736561937478']",,,,,,,,,,,Jesper Sollerman (SU),No
2024mum,12:42:40.464,+19:34:07.82,2024-06-19 04:54:50.996,2024-06-26,20.1982,ABMag,g - ZTF,1.4690399195258108,4.65895185909512,Galaxy,-18.880198793355206,654.1536344701959,0.1567,"['190.668737' '19.569226' 'Galaxy' '654.1536344701959' '0.1567'
 '1.4690399195258108' '4.65895185909512']",,,,,,,,,,,A. Munoz-Arancibia,No
2024msq,11:58:21.997,+43:44:47.53,2024-06-23 05:24:31.000,2024-06-26,19.6864,ABMag,g - ZTF,1.525727037691604,3.573580987124049,Galaxy,-18.73385959753761,483.11655472917374,0.1146,"['179.591964' '43.746896' 'Galaxy' '483.11655472917374' '0.1146'
 '1.525727037691604' '3.573580987124049']",,,,,,,,,,,Jesper Sollerman (SU),Yes
2024muc,22:20:14.365,-04:39:55.04,2024-06-18 13:18:59.904,2024-06-26,21.59,ABMag,w - P1,1.7262203157712566,5.39714343370923,Galaxy,-17.457464348316623,644.9007316675207,0.1544,"['335.05938' '-4.66537' 'Galaxy' '644.9007316675207' '0.1544'
 '1.7262203157712566' '5.39714343370923']",,,,,,,,,,,K. C. Chambers,No
