TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Sep_kpc,Gal_1_type,Gal_1_ABS_Mag,Gal_1_dist,Gal_1_z,Gal_1_info,Reporter,SDSS_image
2023adwu,15:04:58.432,+01:34:53.09,2023-08-16 04:09:42.001,2024-06-27,16.8693,ABMag,r - ZTF,0.13189017344141732,0.2590883221074731,Galaxy,-21.169002661608207,405.191692244526,0.0957,"['226.243432' '1.581402' 'Galaxy' '405.191692244526' '0.0957'
 '0.13189017344141732' '0.2590883221074731']",Neil Pichay (Caltech,Yes
2018mno,20:36:33.413,-17:38:08.46,2018-11-08 03:27:55.002,2024-06-27,20.2421,ABMag,g - ZTF,0.31865637528518165,0.7469958398153541,Galaxy,-18.180003522976598,483.526971751742,0.1147,"['309.139208' '-17.635771' 'Galaxy' '483.526971751742' '0.1147'
 '0.31865637528518165' '0.7469958398153541']",Daniel Perley (LJMU),No
2024mwp,14:20:12.484,+39:37:37.82,2024-06-25 05:44:29.000,2024-06-27,18.966,ABMag,g - ZTF,0.4747080034525706,1.3353004056798947,Galaxy,-19.85188780127674,580.1997806203369,0.13839,"['215.052087' '39.627052' 'Galaxy' '580.1997806203369' '0.13839'
 '0.4747080034525706' '1.3353004056798947']",I. Pérez-Fournon,Yes
2024mwr,13:32:44.746,+56:42:50.14,2024-06-26 05:56:41.000,2024-06-27,19.628,ABMag,g - ZTF,0.5214743158853873,1.8540936917323179,Galaxy,-19.698619432096784,733.371259960543,0.1765,"['203.186653' '56.713841' 'Galaxy' '733.371259960543' '0.1765'
 '0.5214743158853873' '1.8540936917323179']",I. Pérez-Fournon,No
2024muy,14:25:20.062,+62:57:51.43,2024-06-17 04:39:24.001,2024-06-27,20.2022,ABMag,g - ZTF,0.6110746639671698,1.837711622697042,Galaxy,-18.760841088040333,620.3091931981809,0.1483,"['216.333503' '62.964451' 'Galaxy' '620.3091931981809' '0.1483'
 '0.6110746639671698' '1.837711622697042']",Jesper Sollerman (SU),No
2024mwv,13:16:29.571,+33:40:42.57,2024-06-26 07:45:10.656,2024-06-27,18.791,ABMag,orange - ATLAS,0.6294629472215918,1.009594095367637,Galaxy,-18.807008821388433,330.82762280693834,0.07782,"['199.123028' '33.678408' 'Galaxy' '330.82762280693834' '0.07782'
 '0.6294629472215918' '1.009594095367637']",J. Tonry,Yes
2024mwq,17:03:21.795,+37:22:36.54,2024-05-27 06:51:23.002,2024-06-27,20.5529,ABMag,g - ZTF,0.6839330315337269,2.0501270913656366,Galaxy,-18.403061693455207,618.2901655125854,0.1478,"['255.840646' '37.376953' 'Galaxy' '618.2901655125854' '0.1478'
 '0.6839330315337269' '2.0501270913656366']",Daniel Perley (LJMU),No
2024mwj,02:12:48.694,+25:04:57.29,2024-06-12 11:08:01.996,2024-06-27,19.4044,ABMag,r - ZTF,0.7126195462885071,1.3167834804936802,Galaxy,-18.50100886174639,381.137580191697,0.0899,"['33.202691' '25.082659' 'Galaxy' '381.137580191697' '0.0899'
 '0.7126195462885071' '1.3167834804936802']",Eli Gendreau-Distler (UC Berkeley),No
2024mvs,21:01:51.113,-16:00:25.46,2024-06-09 10:04:19.997,2024-06-27,20.2458,ABMag,g - ZTF,0.9023135990683011,1.6236755443595665,Galaxy,-17.602034398978656,371.16488315556893,0.0875,"['315.462825' '-16.00728' 'Galaxy' '371.16488315556893' '0.0875'
 '0.9023135990683011' '1.6236755443595665']",Jesper Sollerman (SU),No
2024mwn,14:06:33.647,+25:02:53.06,2024-06-13 05:33:52.004,2024-06-27,18.7535,ABMag,g - ZTF,1.0042985339348576,1.573562541294958,Galaxy,-18.793731565523135,323.1813666275239,0.07599,"['211.640047' '25.047828' 'Galaxy' '323.1813666275239' '0.07599'
 '1.0042985339348576' '1.573562541294958']",Kate Bostow (UC Berkeley),Yes
2024mva,12:41:31.700,-10:57:41.60,2024-06-13 04:11:18.000,2024-06-27,19.898,ABMag,r - ZTF,1.0403166631281178,5.399534857125116,Galaxy,-20.25007963752805,1070.5721157430023,0.2631,"['190.382374' '-10.96151' 'Galaxy' '1070.5721157430023' '0.2631'
 '1.0403166631281178' '5.399534857125116']",Jesper Sollerman (SU),No
2024mwu,15:09:20.928,+21:10:54.81,2024-06-01 06:57:41.000,2024-06-27,20.893,ABMag,g - ZTF,1.062764772560234,3.684178801612193,Galaxy,-18.378643410466573,715.0372747791519,0.1719,"['227.337515' '21.181862' 'Galaxy' '715.0372747791519' '0.1719'
 '1.062764772560234' '3.684178801612193']",I. Pérez-Fournon,No
2024mvj,23:54:28.400,+28:41:10.82,2024-06-18 10:47:45.000,2024-06-27,20.2405,ABMag,g - ZTF,1.109828653261422,6.840444884857258,Galaxy,-20.280767740432584,1271.3161033308522,0.3166,"['358.618375' '28.686645' 'Galaxy' '1271.3161033308522' '0.3166'
 '1.109828653261422' '6.840444884857258']",Jesper Sollerman (SU),No
2024mwl,17:59:46.032,+39:47:33.39,2024-06-26 07:41:55.000,2024-06-27,19.786,ABMag,r - ZTF,1.1504818069828808,1.9564821647097683,Galaxy,-17.939106354905746,350.76905358418225,0.0826,"['269.942214' '39.792639' 'Galaxy' '350.76905358418225' '0.0826'
 '1.1504818069828808' '1.9564821647097683']",I. Pérez-Fournon,No
2024mvb,10:03:15.726,+41:02:51.08,2024-06-25 04:13:42.003,2024-06-27,18.9408,ABMag,r - ZTF,1.3455786970968016,2.6811004270383263,Galaxy,-19.128345560725624,410.9879721635896,0.0971,"['150.815104' '41.047325' 'Galaxy' '410.9879721635896' '0.0971'
 '1.3455786970968016' '2.6811004270383263']",Jesper Sollerman (SU),No
2024mww,17:21:53.183,+27:54:35.20,2024-06-16 09:25:09.000,2024-06-27,20.582,ABMag,g - ZTF,1.3566235643437217,3.1045705452014127,Galaxy,-17.78783654778337,472.0275092226519,0.1119,"['260.472018' '27.909831' 'Galaxy' '472.0275092226519' '0.1119'
 '1.3566235643437217' '3.1045705452014127']",I. Pérez-Fournon,No
