TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Sep_kpc,Gal_1_type,Gal_1_ABS_Mag,Gal_1_dist,Gal_1_z,Gal_1_info,Gal_2_type,Gal_2_ABS_Mag,Gal_2_dist,Gal_2_z,Gal_2_info,Reporter
2023uqa*,08:54:50.580,+62:18:50.22,2023-10-08 14:29:45.600,11-Oct-2023,18.35,ABMag,G - Gaia,0.21444144747805668,1.1298891608656876,Galaxy,-21.83076122798586,1086.8065460554874,0.26737,"['133.710666' '62.313905' 'Galaxy' '1086.8065460554874' '0.26737'
 '0.21444144747805668' '1.1298891608656876']",,,,,,S.T. Hodgkin
2023uqm,23:10:39.010,+34:54:10.63,2023-10-10 09:07:33.600,11-Oct-2023,19.292,ABMag,cyan - ATLAS,0.30701093514326544,1.4031459324961448,Galaxy,-20.579870651791467,942.7013529150202,0.2298,"['347.662558' '34.903037' 'Galaxy' '942.7013529150202' '0.2298'
 '0.30701093514326544' '1.4031459324961448']",,,,,,J. Tonry
2023uqf,09:33:49.151,+25:06:56.86,2023-10-05 11:54:57.003,11-Oct-2023,20.4188,ABMag,g - ZTF,1.0615053866656226,6.635737338665513,Galaxy,-20.133160589499422,1289.4132179211047,0.3215,"['143.455115' '25.115853' 'Galaxy' '1289.4132179211047' '0.3215'
 '1.0615053866656226' '6.635737338665513']",,,,,,Simeon Reusch on behalf of the Zwicky Transient Facility
2023upu,23:25:53.430,+19:06:49.55,2023-10-09 10:02:28.032,11-Oct-2023,20.87,ABMag,w - P1,1.4920743782340016,3.967972074445888,Galaxy,-17.826016337249346,548.5336408631557,0.1306,"['351.472188' '19.113728' 'Galaxy' '548.5336408631557' '0.1306'
 '1.4920743782340016' '3.967972074445888']",,,,,,K. C. Chambers
2023uqt,21:14:07.044,+11:27:20.53,2023-10-06 03:57:54.999,11-Oct-2023,20.6365,ABMag,g - ZTF,1.5731504512944003,3.4494569158125326,Galaxy,-17.64052799453275,452.2781415075531,0.1071,"['318.528923' '11.455577' 'Galaxy' '452.2781415075531' '0.1071'
 '1.5731504512944003' '3.4494569158125326']",,,,,,F. Forster
2023uqv,17:35:55.271,+22:59:35.07,2023-10-07 03:28:22.996,11-Oct-2023,19.8453,ABMag,g - ZTF,1.7003656127648552,4.840107011847313,Galaxy,-18.998388917291173,587.1347476787965,0.1401,"['263.980245' '22.992605' 'Galaxy' '587.1347476787965' '0.1401'
 '1.7003656127648552' '4.840107011847313']",,,,,,F. Forster
2023uqw*,23:52:24.045,+17:19:54.74,2023-10-10 05:59:38.996,11-Oct-2023,19.3822,ABMag,g - ZTF,1.7138127434396362,2.71441748421165,Galaxy,-18.188492047013565,326.69193211486555,0.07683,"['358.100586' '17.331586' 'Galaxy' '326.69193211486555' '0.07683'
 '1.7138127434396362' '2.71441748421165']",,,,,,F. Forster
2023uqu,17:47:47.830,+64:20:57.24,2023-10-07 05:12:05.999,11-Oct-2023,20.1453,ABMag,r - ZTF,1.7734786202955812,23.596979862935157,Galaxy,-22.04697798898517,2744.451736798517,0.7682,"['266.948154' '64.349221' 'Galaxy' '2744.451736798517' '0.7682'
 '1.7734786202955812' '23.596979862935157']",,,,,,F. Forster
2023uqb,09:06:38.010,+52:05:26.92,2023-10-08 20:39:50.400,11-Oct-2023,18.9,ABMag,G - Gaia,1.8472714757648092,2.523264720706147,Galaxy,-18.34928612278776,281.7456532819005,0.0661,"['136.657687' '52.091102' 'Galaxy' '281.7456532819005' '0.0661'
 '1.8472714757648092' '2.523264720706147']",,,,,,S.T. Hodgkin
2023ung,21:54:21.826,+09:06:13.18,2023-10-04 03:36:00.000,11-Oct-2023,17.2,ABMag,g - Sloan,2.0667289961350637,1.9606714280407862,Galaxy,-19.257732103180988,195.6799914139352,0.0457,"['328.590457' '9.103344' 'Galaxy' '195.6799914139352' '0.0457'
 '2.0667289961350637' '1.9606714280407862']",,,,,,K. Z. Stanek
2023uqs,23:44:46.407,-07:04:18.64,2023-10-04 08:36:41.996,11-Oct-2023,20.0342,ABMag,g - ZTF,2.120868412284801,8.440310770966427,Galaxy,-19.537149234421072,820.861424388335,0.1986,"['356.192775' '-7.071929' 'Galaxy' '820.861424388335' '0.1986'
 '2.120868412284801' '8.440310770966427']",Galaxy,-19.951141861049194,993.2724097999803,0.2429,"['356.192408' '-7.071189' 'Galaxy' '993.2724097999803' '0.2429'
 '4.1468341074262005' '19.969164792804587']",F. Forster
2023uqq,22:28:49.149,+39:22:59.24,2023-10-07 06:22:35.003,11-Oct-2023,20.3659,ABMag,g - ZTF,2.596281453483102,6.436928927498226,Galaxy,-18.177860380752417,511.38981725988447,0.1215,"['337.204153' '39.383651' 'Galaxy' '511.38981725988447' '0.1215'
 '2.596281453483102' '6.436928927498226']",,,,,,F. Forster
2023upm,23:37:06.261,+22:03:13.55,2023-10-09 10:05:15.648,11-Oct-2023,21.43,ABMag,w - P1,2.6463504612524065,11.51149267162718,Galaxy,-18.33454708211101,897.2416315567725,0.2181,"['354.275373' '22.054083' 'Galaxy' '897.2416315567725' '0.2181'
 '2.6463504612524065' '11.51149267162718']",,,,,,K. C. Chambers
2023uqi*,08:06:03.226,+19:48:24.59,2023-10-10 13:49:07.392,11-Oct-2023,18.789,ABMag,orange - ATLAS,2.988465337924932,4.0552960690996445,Galaxy,-18.44599738440884,279.897794819554,0.06566,"['121.51388' '19.807551' 'Galaxy' '279.897794819554' '0.06566'
 '2.988465337924932' '4.0552960690996445']",,,,,,J. Tonry
