TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Sep_kpc,Gal_1_type,Gal_1_ABS_Mag,Gal_1_dist,Gal_1_z,Gal_1_info,Gal_2_type,Gal_2_ABS_Mag,Gal_2_dist,Gal_2_z,Gal_2_info,Reporter,SDSS_image
2024mrh,14:48:21.144,+23:45:00.53,2024-06-05 10:19:45.696,2024-06-25,21.18,ABMag,w - P1,0.16517304173378664,0.9462059485218376,Galaxy,-19.182358203373433,1181.60315162364,0.2925,"['222.088052' '23.750134' 'Galaxy' '1181.60315162364' '0.2925'
 '0.16517304173378664' '0.9462059485218376']",,,,,,K. C. Chambers,No
2024mrd,17:00:18.573,+62:55:22.79,2024-06-22 06:48:45.003,2024-06-25,20.0493,ABMag,r - ZTF,0.21592980243631837,0.8196654928355896,Galaxy,-19.419445989390912,782.977348064825,0.189,"['255.077427' '62.92294' 'Galaxy' '782.977348064825' '0.189'
 '0.21592980243631837' '0.8196654928355896']",,,,,,A. Munoz-Arancibia,No
2024mov,17:08:32.708,+23:37:51.12,2024-04-07 13:01:57.792,2024-06-25,19.751,ABMag,orange - ATLAS,0.23542341435095324,2.809159524776294,Galaxy,-22.204759406553055,2461.228193498368,0.6717,"['257.136219' '23.630895' 'Galaxy' '2461.228193498368' '0.6717'
 '0.23542341435095324' '2.809159524776294']",,,,,,J. Tonry,No
2024mqg,18:10:45.001,+22:46:47.50,2024-06-22 07:36:00.002,2024-06-25,19.9055,ABMag,r - ZTF,0.2584081856331861,1.4831263690197043,Galaxy,-20.460985114850967,1183.8509390362758,0.2931,"['272.68746' '22.779802' 'Galaxy' '1183.8509390362758' '0.2931'
 '0.2584081856331861' '1.4831263690197043']",,,,,,K-Ryan Hinds (LJMU),No
2024mox,16:36:09.799,+11:56:24.04,2024-05-02 11:28:24.000,2024-06-25,20.738,ABMag,r - ZTF,0.5269453151234234,4.227668208122825,Galaxy,-20.35580240773845,1654.857038865694,0.4234,"['249.040817' '11.940157' 'Galaxy' '1654.857038865694' '0.4234'
 '0.5269453151234234' '4.227668208122825']",,,,,,I. Pérez-Fournon,No
2024moi,09:52:30.109,+16:52:03.42,2024-06-22 04:26:33.996,2024-06-25,19.0138,ABMag,r - ZTF,0.622986697143584,1.7169521309068012,Galaxy,-19.759722735747278,568.4660687704591,0.1355,"['148.125294' '16.867697' 'Galaxy' '568.4660687704591' '0.1355'
 '0.622986697143584' '1.7169521309068012']",,,,,,Jesper Sollerman (SU),No
2024moz,14:09:55.688,+21:47:10.19,2024-04-29 07:33:50.000,2024-06-25,20.156,ABMag,g - ZTF,0.6529414393102881,3.8504529223061024,Galaxy,-20.269313593911207,1216.361649235559,0.3018,"['212.481971' '21.785992' 'Galaxy' '1216.361649235559' '0.3018'
 '0.6529414393102881' '3.8504529223061024']",,,,,,I. Pérez-Fournon,No
2024mpa,14:53:15.066,+18:05:46.53,2024-04-17 09:39:56.000,2024-06-25,20.582,ABMag,g - ZTF,0.6848758159806148,4.6866451737409,Galaxy,-20.166376883089313,1411.4821055076325,0.3549,"['223.312663' '18.096416' 'Galaxy' '1411.4821055076325' '0.3549'
 '0.6848758159806148' '4.6866451737409']",,,,,, I. Pérez-Fournon,No
2024mqs,15:23:15.764,+04:42:29.59,2024-05-05 10:54:42.624,2024-06-25,20.5,ABMag,w - P1,0.7410018956575716,2.2008757921079707,Galaxy,-18.436006738547434,612.6343555775122,0.1464,"['230.815745' '4.708023' 'Galaxy' '612.6343555775122' '0.1464'
 '0.7410018956575716' '2.2008757921079707']",Galaxy,-21.08742892583725,2077.235734744677,0.549,"['230.815372' '4.705637' 'Galaxy' '2077.235734744677' '0.549'
 '9.363665098470143' '94.29887775291597']",K. C. Chambers,No
2024mpj,10:55:52.958,-01:18:27.40,2024-06-02 00:17:04.704,2024-06-25,19.381,ABMag,cyan - ATLAS,0.796307805585188,2.471055874667755,Galaxy,-19.650133630053986,640.0689000414446,0.1532,"['163.97067' '-1.307832' 'Galaxy' '640.0689000414446' '0.1532'
 '0.796307805585188' '2.471055874667755']",,,,,,J. Tonry,No
