TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Sep_kpc,Gal_1_type,Gal_1_ABS_Mag,Gal_1_dist,Gal_1_z,Gal_1_info,Gal_2_type,Gal_2_ABS_Mag,Gal_2_dist,Gal_2_z,Gal_2_info,Reporter,SDSS_image
2024kmf,13:44:27.857,+40:10:37.84,2024-04-07 10:31:47.136,2024-06-08,21.7,ABMag,w - P1,0.04097166430427923,0.20879323644375417,Galaxy,-18.408289768017912,1051.133684369073,0.258,"['206.116058' '40.177172' 'Galaxy' '1051.133684369073' '0.258'
 '0.04097166430427923' '0.20879323644375417']",,,,,,K. C. Chambers,No
2024klo,14:10:09.805,-12:01:36.56,2024-06-06 07:50:19.968,2024-06-08,20.65,ABMag,w - P1,0.322741708814261,1.1580881004585024,Galaxy,-18.696558191417346,740.136186788152,0.1782,"['212.540765' '-12.026843' 'Galaxy' '740.136186788152' '0.1782'
 '0.322741708814261' '1.1580881004585024']",,,,,,K. C. Chambers,No
2024kmq,12:02:37.273,+35:23:35.22,2024-06-01 05:21:18.432,2024-06-08,19.934,ABMag,g - ZTF,0.5695828217256458,2.6149530998007497,Galaxy,-19.947660772040944,946.9611334109558,0.2309,"['180.655113' '35.393144' 'Galaxy' '946.9611334109558' '0.2309'
 '0.5695828217256458' '2.6149530998007497']",Galaxy,-21.086940502938138,1600.250975416466,0.4078,"['180.65737' '35.392093' 'Galaxy' '1600.250975416466' '0.4078'
 '7.094826457722431' '55.04333562935877']",Jada Vail,No
2024kmg,12:45:28.805,+04:29:06.82,2024-04-01 10:07:45.984,2024-06-08,19.73,ABMag,w - P1,0.6121178835914075,2.720435661886074,Galaxy,-20.081142622523817,916.7027295687772,0.2231,"['191.369895' '4.485113' 'Galaxy' '916.7027295687772' '0.2231'
 '0.6121178835914075' '2.720435661886074']",,,,,,K. C. Chambers,No
2024kmh,14:42:30.989,+42:16:12.75,2024-06-07 08:24:02.592,2024-06-08,20.66,ABMag,r - P1,1.0141659578001279,8.092042375322155,Galaxy,-20.421871264586724,1645.7893699532126,0.4208,"['220.629065' '42.270487' 'Galaxy' '1645.7893699532126' '0.4208'
 '1.0141659578001279' '8.092042375322155']",,,,,,D. O. Jones (UC Santa Cruz),No
2024klj,12:29:13.032,+12:28:33.60,2024-06-04 07:23:30.336,2024-06-08,21.24,ABMag,w - P1,1.1367968610018986,6.417116075270828,Galaxy,-19.090410812600208,1164.3462868173335,0.2879,"['187.30461' '12.47609' 'Galaxy' '1164.3462868173335' '0.2879'
 '1.1367968610018986' '6.417116075270828']",,,,,,K. C. Chambers,No
2024kml,13:57:20.152,-00:08:59.69,2024-05-28 07:40:15.168,2024-06-08,20.12,ABMag,w - P1,1.4869503313374908,5.538819760745859,Galaxy,-19.307729520653655,768.3266621074469,0.1853,"['209.334242' '-0.149606' 'Galaxy' '768.3266621074469' '0.1853'
 '1.4869503313374908' '5.538819760745859']",,,,,,K. C. Chambers,No
2024klg,11:48:37.313,+51:00:56.96,2024-06-06 06:32:38.688,2024-06-08,19.231,ABMag,orange - ATLAS,1.541563108520227,1.8692697296706868,Galaxy,-17.75967898905006,250.11273069639924,0.05858,"['177.155617' '51.015404' 'Galaxy' '250.11273069639924' '0.05858'
 '1.541563108520227' '1.8692697296706868']",,,,,,J. Tonry,Yes
2024klh,17:10:12.020,+44:00:21.72,2024-05-30 07:51:44.000,2024-06-08,20.6025,ABMag,g - ZTF,1.9215947602116112,4.657405891443069,Galaxy,-17.8920370779002,499.9279472238482,0.1187,"['257.550821' '44.005975' 'Galaxy' '499.9279472238482' '0.1187'
 '1.9215947602116112' '4.657405891443069']",,,,,,Jesper Sollerman (SU),No
2024klr,12:52:40.659,+03:10:45.54,2024-06-04 06:36:02.592,2024-06-08,19.56,ABMag,w - P1,2.0972688005146454,2.167035973035615,Galaxy,-17.083185788325725,213.1263550944058,0.04982,"['193.169948' '3.179548' 'Galaxy' '213.1263550944058' '0.04982'
 '2.0972688005146454' '2.167035973035615']",,,,,,K. C. Chambers,Yes
2024kmj,13:12:49.554,-02:02:19.37,2024-06-04 06:47:57.984,2024-06-08,20.12,ABMag,w - P1,2.140135836148265,11.733188534120453,Galaxy,-20.14699921544314,1130.8365659441376,0.279,"['198.205892' '-2.038832' 'Galaxy' '1130.8365659441376' '0.279'
 '2.140135836148265' '11.733188534120453']",Galaxy,-20.32648890320058,1228.2811321997156,0.305,"['198.209059' '-2.038227' 'Galaxy' '1228.2811321997156' '0.305'
 '9.460309965274831' '56.334963028835666']",K. C. Chambers,No
