TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Sep_kpc,Gal_1_type,Gal_1_ABS_Mag,Gal_1_dist,Gal_1_z,Gal_1_info,Gal_2_type,Gal_2_ABS_Mag,Gal_2_dist,Gal_2_z,Gal_2_info,Gal_3_type,Gal_3_ABS_Mag,Gal_3_dist,Gal_3_z,Gal_3_info,Reporter,SDSS_image
2024krc,11:58:42.823,+20:18:33.81,2024-03-06 09:23:06.720,2024-06-10,21.14,ABMag,w - P1,0.1159758309635186,0.47745026055741785,Galaxy,-18.504928876030498,849.1526616057411,0.2058,"['179.678395' '20.309395' 'Galaxy' '849.1526616057411' '0.2058'
 '0.1159758309635186' '0.47745026055741785']",Galaxy,-20.815759406553056,2461.228193498368,0.6717,"['179.676942' '20.310117' 'Galaxy' '2461.228193498368' '0.6717'
 '5.659358564845888' '67.52956604638334']",,,,,,K. C. Chambers,No
2024krv,13:07:21.181,+45:34:42.41,2024-04-19 09:28:10.848,2024-06-10,20.65,ABMag,i - P1,0.13686180322714359,0.5994777896014869,Galaxy,-19.12957986369392,903.4746526079801,0.2197,"['196.838201' '45.578455' 'Galaxy' '903.4746526079801' '0.2197'
 '0.13686180322714359' '0.5994777896014869']",,,,,,,,,,,K. C. Chambers,No
2024ktl,12:59:55.437,+41:32:37.05,2024-02-18 14:51:19.872,2024-06-10,21.48,ABMag,w - P1,0.16503870839303167,0.9286224929621821,Galaxy,-18.843392579080767,1160.5891758084501,0.2869,"['194.980939' '41.543653' 'Galaxy' '1160.5891758084501' '0.2869'
 '0.16503870839303167' '0.9286224929621821']",,,,,,,,,,,K. C. Chambers,No
2024kse,15:04:31.901,+14:00:06.93,2024-04-08 13:31:54.048,2024-06-10,21.41,ABMag,w - P1,0.2440431890558659,3.003467577285322,Galaxy,-20.612906948313796,2538.5246777287757,0.6975,"['226.132957' '14.001867' 'Galaxy' '2538.5246777287757' '0.6975'
 '0.2440431890558659' '3.003467577285322']",,,,,,,,,,,K. C. Chambers,No
2024ktr,10:53:37.458,+12:25:58.50,2024-03-30 06:41:43.008,2024-06-10,21.69,ABMag,w - P1,0.2550153740997508,1.2137512480407975,Galaxy,-18.26994229574729,981.7218546025387,0.2399,"['163.406014' '12.432955' 'Galaxy' '981.7218546025387' '0.2399'
 '0.2550153740997508' '1.2137512480407975']",,,,,,,,,,,K. C. Chambers,No
2024ksw,10:33:48.917,+10:35:47.06,2024-02-10 12:58:45.984,2024-06-10,20.6,ABMag,w - P1,0.280611870090765,1.7370991054393878,Galaxy,-19.93071845831389,1276.8612041402873,0.3181,"['158.453742' '10.596414' 'Galaxy' '1276.8612041402873' '0.3181'
 '0.280611870090765' '1.7370991054393878']",Galaxy,-21.238879023382694,2332.253774873649,0.6295,"['158.452642' '10.595174' 'Galaxy' '2332.253774873649' '0.6295'
 '6.087504183162523' '68.8319295404029']",,,,,,K. C. Chambers,No
2024ksf,11:38:51.715,+24:46:55.71,2024-03-31 07:18:23.616,2024-06-10,20.55,ABMag,w - P1,0.2899895149712389,0.447368230053096,Galaxy,-16.963539884704513,318.20571616996125,0.0748,"['174.715557' '24.782103' 'Galaxy' '318.20571616996125' '0.0748'
 '0.2899895149712389' '0.447368230053096']",Galaxy,-20.1400554563176,1374.0770665388236,0.3446,"['174.716359' '24.783703' 'Galaxy' '1374.0770665388236' '0.3446'
 '6.313714206221091' '42.06015584019038']",,,,,,K. C. Chambers,No
2024kqv,10:36:53.133,-03:14:53.95,2024-02-15 09:39:38.592,2024-06-10,21.23,ABMag,w - P1,0.30363604260877597,1.378594124406335,Galaxy,-18.627541169513766,936.5009750931108,0.2282,"['159.221442' '-3.248255' 'Galaxy' '936.5009750931108' '0.2282'
 '0.30363604260877597' '1.378594124406335']",,,,,,,,,,,K. C. Chambers,No
2024ktu,13:27:17.934,+39:45:52.79,2024-02-18 14:57:01.152,2024-06-10,21.61,ABMag,w - P1,0.3241591446706108,inf,Galaxy,-inf,inf,inf,['201.824828' '39.764621' 'Galaxy' 'inf' 'inf' '0.3241591446706108' 'inf'],,,,,,,,,,,K. C. Chambers,No
2024kqu,13:58:48.190,+02:58:09.97,2024-04-17 13:04:56.640,2024-06-10,20.82,ABMag,w - P1,0.3470030111081178,1.6994445235826134,Galaxy,-19.20199440950242,1010.1802698129057,0.2473,"['209.700799' '2.96934' 'Galaxy' '1010.1802698129057' '0.2473'
 '0.3470030111081178' '1.6994445235826134']",,,,,,,,,,,K. C. Chambers,No
