TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Sep_kpc,Gal_1_type,Gal_1_ABS_Mag,Gal_1_dist,Gal_1_z,Gal_1_info,Reporter
2023ynp,01:41:37.940,-09:30:01.84,2023-11-25 17:06:43.200,2023-11-28,18.4,ABMag,G - Gaia,0.035678608117033876,0.4290138932054186,Galaxy,-23.572442931741975,2480.210754655578,0.678,"['25.408084' '-9.500521' 'Galaxy' '2480.210754655578' '0.678'
 '0.035678608117033876' '0.4290138932054186']",S.T. Hodgkin
2023yod,04:28:04.143,-05:26:33.24,2023-09-11 13:58:29.856,2023-11-28,20.61,ABMag,w - P1,0.8304056794328741,1.883795740156259,Galaxy,-17.740843164282865,467.9167941324679,0.1109,"['67.017183' '-5.44235' 'Galaxy' '467.9167941324679' '0.1109'
 '0.8304056794328741' '1.883795740156259']",K. C. Chambers
2023yoh,00:19:33.671,+02:36:06.32,2023-11-08 06:45:45.792,2023-11-28,21.25,ABMag,w - P1,1.1266310827252484,4.939087965964419,Galaxy,-18.531450827049824,904.2534312786939,0.2199,"['4.890448' '2.601482' 'Galaxy' '904.2534312786939' '0.2199'
 '1.1266310827252484' '4.939087965964419']",K. C. Chambers
2023yof,21:54:13.383,-04:02:14.46,2023-09-12 07:42:11.808,2023-11-28,20.98,ABMag,w - P1,1.2293568244252295,3.429258559114828,Galaxy,-17.819737039933866,575.3702571691842,0.1372,"['328.55594' '-4.037642' 'Galaxy' '575.3702571691842' '0.1372'
 '1.2293568244252295' '3.429258559114828']",K. C. Chambers
2023ynj*,00:09:22.870,+03:23:41.03,2023-11-24 11:29:45.600,2023-11-28,18.88,ABMag,G - Gaia,1.346902634896933,2.4578927932221664,Galaxy,-18.998259334264507,376.40195188242234,0.08876,"['2.345372' '3.395096' 'Galaxy' '376.40195188242234' '0.08876'
 '1.346902634896933' '2.4578927932221664']",S.T. Hodgkin
2023ynx,02:13:48.434,+32:37:28.98,2023-09-10 11:02:15.360,2023-11-28,20.89,ABMag,w - P1,2.2888614555197635,4.247806342600591,Galaxy,-17.02485168271337,382.7985962712122,0.0903,"['33.451887' '32.625349' 'Galaxy' '382.7985962712122' '0.0903'
 '2.2888614555197635' '4.247806342600591']",K. C. Chambers
2023ynh*,16:12:59.710,+30:50:24.32,2023-11-07 19:03:21.600,2023-11-28,18.21,ABMag,G - Gaia,3.554833833960815,1.6703450798760295,Galaxy,-16.722060151680523,96.91969311761385,0.02252,"['243.249685' '30.839467' 'Galaxy' '96.91969311761385' '0.02252'
 '3.554833833960815' '1.6703450798760295']",S.T. Hodgkin
2023yoe*,21:53:15.504,-07:17:26.56,2023-09-12 07:40:21.216,2023-11-28,20.2,ABMag,w - P1,3.74806294250694,4.459049954245079,Galaxy,-16.749302976945646,245.39211027144947,0.05746,"['328.315253' '-7.289896' 'Galaxy' '245.39211027144947' '0.05746'
 '3.74806294250694' '4.459049954245079']",K. C. Chambers
2023ynv,23:42:11.902,+21:04:56.23,2023-11-26 07:23:33.792,2023-11-28,18.95,ABMag,i - P1,4.020354378518389,5.597939731808348,Galaxy,-18.340945077716174,287.2030287632653,0.0674,"['355.550731' '21.081944' 'Galaxy' '287.2030287632653' '0.0674'
 '4.020354378518389' '5.597939731808348']",K. C. Chambers
2023yoc,22:08:34.716,+07:57:56.57,2023-09-11 11:00:59.328,2023-11-28,21.23,ABMag,w - P1,4.574180912176993,7.121524788257701,Galaxy,-16.303423931036438,321.1328888940528,0.0755,"['332.143952' '7.96678' 'Galaxy' '321.1328888940528' '0.0755'
 '4.574180912176993' '7.121524788257701']",K. C. Chambers
