TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Sep_kpc,Gal_1_type,Gal_1_ABS_Mag,Gal_1_dist,Gal_1_z,Gal_1_info,Gal_2_type,Gal_2_ABS_Mag,Gal_2_dist,Gal_2_z,Gal_2_info,Gal_3_type,Gal_3_ABS_Mag,Gal_3_dist,Gal_3_z,Gal_3_info,Reporter,SDSS_image
2024cqi,10:16:01.659,+39:13:00.11,2024-02-13 12:12:19.584,2024-02-15,20.72,ABMag,g - P1,0.16296754493809357,0.957498082108365,Galaxy,-19.69730961409482,1211.8864308234276,0.3006,"['154.006935' '39.216739' 'Galaxy' '1211.8864308234276' '0.3006'
 '0.16296754493809357' '0.957498082108365']",,,,,,,,,,,D. O. Jones (UC Santa Cruz),No
2024crk,09:10:33.870,+15:04:29.27,2024-02-12 06:53:16.800,2024-02-15,19.58,ABMag,g - ZTF,0.8205431035687498,3.466822345886871,Galaxy,-20.121276603455208,871.4757779175075,0.2115,"['137.640889' '15.074802' 'Galaxy' '871.4757779175075' '0.2115'
 '0.8205431035687498' '3.466822345886871']",Galaxy,-21.539671359292925,1674.689401583651,0.4291,"['137.643779' '15.075488' 'Galaxy' '1674.689401583651' '0.4291'
 '9.554878188954314' '77.57723445961135']",,,,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,No
2024crj,07:34:26.793,+36:05:04.63,2024-02-11 08:12:28.800,2024-02-15,20.18,ABMag,g - ZTF,1.1438041991002814,3.421897332930291,Galaxy,-18.771702109335514,617.0785095229174,0.1475,"['113.611358' '36.084396' 'Galaxy' '617.0785095229174' '0.1475'
 '1.1438041991002814' '3.421897332930291']",,,,,,,,,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,No
2024crq,09:16:36.144,+06:17:19.16,2024-02-13 10:53:31.776,2024-02-15,20.08,ABMag,w - P1,1.288488668822368,6.912928602464412,Galaxy,-20.14003300492824,1106.6406040468457,0.2726,"['139.15096' '6.288648' 'Galaxy' '1106.6406040468457' '0.2726'
 '1.288488668822368' '6.912928602464412']",Galaxy,-19.43643750711481,800.3639177751096,0.1934,"['139.152992' '6.28962' 'Galaxy' '800.3639177751096' '0.1934'
 '9.236757772248867' '35.841148919398194']",,,,,,K. C. Chambers,No
2024crr,09:55:19.634,+00:22:09.37,2024-02-13 11:03:46.944,2024-02-15,19.92,ABMag,w - P1,1.7427113711334254,9.337099038328862,Galaxy,-20.297058167977447,1105.1255853137677,0.2722,"['148.831831' '0.369753' 'Galaxy' '1105.1255853137677' '0.2722'
 '1.7427113711334254' '9.337099038328862']",Galaxy,-19.577066656042348,793.2559370269017,0.1916,"['148.829203' '0.368442' 'Galaxy' '793.2559370269017' '0.1916'
 '9.840680681293835' '37.84542072937778']",,,,,,K. C. Chambers,No
2024crg,09:15:18.760,+08:51:59.74,2024-02-12 08:06:43.200,2024-02-15,20.06,ABMag,r - ZTF,1.7957380773352702,2.5149982097591637,Galaxy,-17.24359910888482,288.8815607331294,0.0678,"['138.827928' '8.867034' 'Galaxy' '288.8815607331294' '0.0678'
 '1.7957380773352702' '2.5149982097591637']",,,,,,,,,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,No
2024cqk,08:20:22.362,+16:19:32.18,2024-02-12 06:05:45.600,2024-02-15,20.51,ABMag,g - ZTF,2.853443687808981,5.4339447101026535,Galaxy,-17.46085521064585,392.79960476607476,0.09271,"['125.093277' '16.324819' 'Galaxy' '392.79960476607476' '0.09271'
 '2.853443687808981' '5.4339447101026535']",Galaxy,-18.762854855183104,715.4362988699944,0.172,"['125.09087' '16.325462' 'Galaxy' '715.4362988699944' '0.172'
 '7.980177305556776' '27.679508779699614']",,,,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,Yes
2024cqy,04:00:44.316,-12:36:31.41,2024-02-14 05:39:57.312,2024-02-15,21.02,ABMag,g - P1,2.9591570250637664,4.774942047602702,Galaxy,-16.591126134852626,332.83211669928505,0.0783,"['60.185435' '-12.609023' 'Galaxy' '332.83211669928505' '0.0783'
 '2.9591570250637664' '4.774942047602702']",,,,,,,,,,,D. O. Jones (UC Santa Cruz),No
2024cqs,16:22:58.324,+22:09:10.84,2024-02-11 13:10:33.600,2024-02-15,19.62,ABMag,g - ZTF,3.969104771728324,7.6367436152720725,Galaxy,-18.373203903109218,396.8631549896793,0.09369,"['245.743099' '22.154111' 'Galaxy' '396.8631549896793' '0.09369'
 '3.969104771728324' '7.6367436152720725']",,,,,,,,,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,Yes
2024crp,09:55:41.385,+01:36:36.94,2024-02-13 11:03:46.944,2024-02-15,19.84,ABMag,w - P1,4.634553722966136,9.467747975261847,Galaxy,-18.283319505965384,421.3702803957505,0.09961,"['148.92215' '1.611516' 'Galaxy' '421.3702803957505' '0.09961'
 '4.634553722966136' '9.467747975261847']",Galaxy,-18.656315589201593,500.33757329724403,0.1188,"['148.92318' '1.608437' 'Galaxy' '500.33757329724403' '0.1188'
 '7.089580781390465' '17.19723159858208']",Galaxy,-18.708964785226645,512.616943792651,0.1218,"['148.922952' '1.607693' 'Galaxy' '512.616943792651' '0.1218'
 '9.428767851581728' '23.43272343608642']",K. C. Chambers,Yes
