TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Sep_kpc,Gal_1_type,Gal_1_ABS_Mag,Gal_1_dist,Gal_1_z,Gal_1_info,Gal_2_type,Gal_2_ABS_Mag,Gal_2_dist,Gal_2_z,Gal_2_info,Gal_3_type,Gal_3_ABS_Mag,Gal_3_dist,Gal_3_z,Gal_3_info,Reporter,SDSS_image
2024jbv,10:45:30.090,+09:24:07.93,2024-05-10 20:23:21.000,2024-05-19,21.3,ABMag,i - Sloan,0.08561388253143172,0.17762441730944775,Galaxy,-16.85691803480864,427.9407140185601,0.1012,"['161.375399' '9.402205' 'Galaxy' '427.9407140185601' '0.1012'
 '0.08561388253143172' '0.17762441730944775']",,,,,,,,,,,Daniel Gruen,Yes
2024jbl,17:03:38.687,+15:01:10.50,2024-05-18 09:05:52.996,2024-05-19,20.1099,ABMag,r - ZTF,0.16290794221174143,0.6386704495685601,Galaxy,-19.428898489336536,808.6483372170428,0.1955,"['255.911219' '15.019544' 'Galaxy' '808.6483372170428' '0.1955'
 '0.16290794221174143' '0.6386704495685601']",,,,,,,,,,,F. Forster,No
2024jca,15:06:28.651,+56:36:54.85,2024-05-08 07:49:46.997,2024-05-19,20.3627,ABMag,g - ZTF,0.21588244676095703,0.6057667538470837,Galaxy,-18.44986617970576,578.7796274780367,0.13804,"['226.619286' '56.615205' 'Galaxy' '578.7796274780367' '0.13804'
 '0.21588244676095703' '0.6057667538470837']",,,,,,,,,,,Daniel Perley (LJMU),Yes
2024jbt,20:01:14.829,-11:17:56.32,2024-05-12 11:47:09.001,2024-05-19,19.6428,ABMag,r - ZTF,0.2466481066002327,0.3940000421894562,Galaxy,-17.946418077857608,329.4910448924873,0.0775,"['300.311801' '-11.299045' 'Galaxy' '329.4910448924873' '0.0775'
 '0.2466481066002327' '0.3940000421894562']",,,,,,,,,,,F. Forster,No
2024jbs,14:04:09.303,+38:44:22.71,2024-05-18 08:46:08.996,2024-05-19,19.5287,ABMag,g - ZTF,0.25764007536924705,0.5664724443512923,Galaxy,-18.754252521660852,453.51379745288847,0.1074,"['211.038838' '38.739601' 'Galaxy' '453.51379745288847' '0.1074'
 '0.25764007536924705' '0.5664724443512923']",Galaxy,-21.282080871350217,1452.6338974283626,0.3663,"['211.036744' '38.739637' 'Galaxy' '1452.6338974283626' '0.3663'
 '5.667955855142667' '39.91696379926802']",Galaxy,-21.718895487938326,1776.3113777690173,0.4586,"['211.041732' '38.741017' 'Galaxy' '1776.3113777690173' '0.4586'
 '9.69746361500692' '83.51262276262362']",F. Forster,No
2024jaz,10:43:04.612,+16:15:53.31,2024-04-30 05:39:44.999,2024-05-19,20.5054,ABMag,r - ZTF,0.4534502172784267,1.095433508362528,Galaxy,-17.98200770149716,498.2892757191143,0.1183,"['160.769287' '16.264702' 'Galaxy' '498.2892757191143' '0.1183'
 '0.4534502172784267' '1.095433508362528']",Galaxy,-20.925076074895216,1932.3919293280746,0.5049,"['160.767954' '16.267167' 'Galaxy' '1932.3919293280746' '0.5049'
 '9.546826544616472' '89.4394487333109']",,,,,,Eli Gendreau-Distler (UC Berkeley),No
2024jba,09:30:35.916,+10:26:53.00,2024-05-18 05:38:13.001,2024-05-19,18.6091,ABMag,r - ZTF,0.9975360659513354,2.031629141862623,Galaxy,-19.50760480176928,420.08866206407623,0.0993,"['142.649421' '10.448217' 'Galaxy' '420.08866206407623' '0.0993'
 '0.9975360659513354' '2.031629141862623']",Galaxy,-22.193593949666177,1447.2341101080258,0.3648,"['142.64875' '10.449582' 'Galaxy' '1447.2341101080258' '0.3648'
 '6.352129775504734' '44.56901324981142']",,,,,,Jesper Sollerman (SU),No
2024jbi,01:01:27.785,+22:49:07.91,2024-05-17 11:42:44.997,2024-05-19,17.9924,ABMag,r - ZTF,1.2293502391696602,3.8652330160806403,Galaxy,-21.067225918300277,648.5227022771318,0.1553,"['15.365514' '22.81911' 'Galaxy' '648.5227022771318' '0.1553'
 '1.2293502391696602' '3.8652330160806403']",,,,,,,,,,,Jesper Sollerman (SU),No
2024jbg,17:19:55.372,+57:42:51.08,2024-05-08 10:17:51.000,2024-05-19,20.8739,ABMag,g - ZTF,1.344881691943898,7.079478022841034,Galaxy,-19.304811447745642,1085.7811296289233,0.2671,"['259.980037' '57.714277' 'Galaxy' '1085.7811296289233' '0.2671'
 '1.344881691943898' '7.079478022841034']",,,,,,,,,,,Jesper Sollerman (SU),No
2024jbm,17:01:45.936,+11:33:24.85,2024-05-18 08:57:42.002,2024-05-19,19.5339,ABMag,g - ZTF,2.0768495406769936,2.8072528986297356,Galaxy,-17.69260818650368,278.80569288542506,0.0654,"['255.440995' '11.556484' 'Galaxy' '278.80569288542506' '0.0654'
 '2.0768495406769936' '2.8072528986297356']",Galaxy,-22.001849920990214,2028.383103476147,0.534,"['255.443136' '11.556582' 'Galaxy' '2028.383103476147' '0.534'
 '6.230848539147586' '61.27340929627077']",,,,,,F. Forster,No
2024jbj,16:06:59.519,+25:21:49.99,2024-05-12 08:24:52.704,2024-05-19,20.7373,ABMag,g - ZTF,2.685916165573303,2.381842071072573,Galaxy,-15.573928210760332,182.91345039598158,0.04269,"['241.747173' '25.363948' 'Galaxy' '182.91345039598158' '0.04269'
 '2.685916165573303' '2.381842071072573']",,,,,,,,,,,K. De (Caltech) on behalf of ZTF,Yes
2024jbu,16:14:30.238,+50:41:41.75,2024-05-13 09:45:39.001,2024-05-19,20.4651,ABMag,g - ZTF,2.74888185441894,8.722698681623903,Galaxy,-18.614499645384747,654.5154898469901,0.15679,"['243.624808' '50.695075' 'Galaxy' '654.5154898469901' '0.15679'
 '2.74888185441894' '8.722698681623903']",,,,,,,,,,,F. Forster,Yes
2024jbb,13:38:03.319,+03:10:26.41,2024-05-14 07:45:24.998,2024-05-19,20.0396,ABMag,g - ZTF,3.6948102651781145,5.968735241088496,Galaxy,-17.573976533441126,333.2079131793031,0.07839,"['204.512895' '3.174431' 'Galaxy' '333.2079131793031' '0.07839'
 '3.6948102651781145' '5.968735241088496']",,,,,,,,,,,Jesper Sollerman (SU),Yes
2024jax,12:19:39.110,+48:17:51.95,2024-05-16 05:21:43.004,2024-05-19,19.7734,ABMag,g - ZTF,3.948054528652884,4.097203434296771,Galaxy,-16.879247594741425,214.05704161634526,0.05004,"['184.912102' '48.298701' 'Galaxy' '214.05704161634526' '0.05004'
 '3.948054528652884' '4.097203434296771']",,,,,,,,,,,Jesper Sollerman (SU),Yes
2024jby,14:26:00.645,-21:17:46.12,2024-05-10 07:02:08.998,2024-05-19,20.0828,ABMag,g - ZTF,6.628254616198114,42.003055723632734,Galaxy,-20.49873418363304,1307.09404702347,0.3263,"['216.504591' '-21.296639' 'Galaxy' '1307.09404702347' '0.3263'
 '6.628254616198114' '42.003055723632734']",,,,,,,,,,,Neil Pichay (Caltech,No
2024jbh,13:42:39.392,+53:48:02.94,2024-05-17 22:30:08.640,2024-05-19,19.75,ABMag,L - GOTO,7.588553040599026,22.003304384011713,Galaxy,-19.133770329208367,598.0728198836377,0.1428,"['205.663714' '53.80291' 'Galaxy' '598.0728198836377' '0.1428'
 '7.588553040599026' '22.003304384011713']",,,,,,,,,,,G. Ramsay,Yes
