TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Sep_kpc,Gal_1_type,Gal_1_ABS_Mag,Gal_1_dist,Gal_1_z,Gal_1_info,Reporter
2023aadp,10:08:11.415,+80:01:47.95,2023-12-13 08:49:53.999,2023-12-16,20.5332,ABMag,r - ZTF,0.19161141316158514,0.6538534966125984,Galaxy,-18.70422104923938,703.8566365327617,0.1691,"['152.047309' '80.029956' 'Galaxy' '703.8566365327617' '0.1691'
 '0.19161141316158514' '0.6538534966125984']",A. Munoz-Arancibia
2023aadj,15:40:53.483,+21:51:45.14,2023-12-14 13:12:08.001,2023-12-16,19.5283,ABMag,r - ZTF,0.7031273167553778,2.137933235291709,Galaxy,-19.45862650541912,627.1700359849449,0.15,"['235.223003' '21.862409' 'Galaxy' '627.1700359849449' '0.15'
 '0.7031273167553778' '2.137933235291709']",A. Munoz-Arancibia
2023aads,07:40:00.230,+13:05:53.26,2023-12-14 09:03:03.004,2023-12-16,20.3375,ABMag,r - ZTF,0.758184865453424,2.7205807203343912,Galaxy,-19.009058191417346,740.136186788152,0.1782,"['115.001131' '13.098001' 'Galaxy' '740.136186788152' '0.1782'
 '0.758184865453424' '2.7205807203343912']",A. Munoz-Arancibia
2023aacm,08:14:04.806,+36:14:50.09,2023-12-09 09:28:03.003,2023-12-16,20.7391,ABMag,g - ZTF,0.8622172882466733,4.269195789259128,Galaxy,-19.306672394913548,1021.3026974997266,0.2502,"['123.520074' '36.247011' 'Galaxy' '1021.3026974997266' '0.2502'
 '0.8622172882466733' '4.269195789259128']",A. Munoz-Arancibia
2023aadu,05:56:29.681,+64:21:21.62,2023-12-13 05:26:13.998,2023-12-16,20.9086,ABMag,g - ZTF,1.1200284846125093,1.8662109685835258,Galaxy,-16.77218401506851,343.68201267651256,0.0809,"['89.12296' '64.356052' 'Galaxy' '343.68201267651256' '0.0809'
 '1.1200284846125093' '1.8662109685835258']",A. Munoz-Arancibia
2023aacq,08:13:53.629,+15:59:37.89,2023-12-09 09:29:24.996,2023-12-16,20.6949,ABMag,g - ZTF,1.4002239522027236,4.813366874362336,Galaxy,-18.558482977999926,709.0495661098804,0.1704,"['123.473836' '15.993987' 'Galaxy' '709.0495661098804' '0.1704'
 '1.4002239522027236' '4.813366874362336']",A. Munoz-Arancibia
2023aaed,08:40:14.576,+22:32:16.72,2023-12-13 09:36:02.998,2023-12-16,20.8723,ABMag,g - ZTF,1.4456799949334291,5.112183157026646,Galaxy,-18.442496834759975,729.3892646361412,0.1755,"['130.0603' '22.537945' 'Galaxy' '729.3892646361412' '0.1755'
 '1.4456799949334291' '5.112183157026646']",A. Munoz-Arancibia
2023aacg,10:53:36.333,+24:40:58.07,2023-12-12 13:19:13.728,2023-12-16,20.69,ABMag,w - P1,1.453333652044525,8.365113539874859,Galaxy,-19.682658217081066,1187.2212007979538,0.294,"['163.401062' '24.683072' 'Galaxy' '1187.2212007979538' '0.294'
 '1.453333652044525' '8.365113539874859']",K. C. Chambers
2023aada*,09:11:51.310,+57:14:38.35,2023-12-11 09:18:28.996,2023-12-16,20.2618,ABMag,g - ZTF,1.469843881745641,2.10310742579902,Galaxy,-17.088276905174745,295.13137489616867,0.06929,"['137.963814' '57.243578' 'Galaxy' '295.13137489616867' '0.06929'
 '1.469843881745641' '2.10310742579902']",A. Munoz-Arancibia
2023aacv,07:50:02.202,+39:28:33.14,2023-12-09 07:12:52.998,2023-12-16,20.5251,ABMag,g - ZTF,1.5071065165508233,5.836449003042324,Galaxy,-18.987049403285678,798.7849628273492,0.193,"['117.509635' '39.476094' 'Galaxy' '798.7849628273492' '0.193'
 '1.5071065165508233' '5.836449003042324']",A. Munoz-Arancibia
2023aacu,08:21:02.787,+30:52:53.26,2023-12-11 09:05:57.998,2023-12-16,20.5856,ABMag,g - ZTF,1.5691392199321854,4.8692611831187795,Galaxy,-18.445533630053987,640.0689000414446,0.1532,"['125.261469' '30.881043' 'Galaxy' '640.0689000414446' '0.1532'
 '1.5691392199321854' '4.8692611831187795']",A. Munoz-Arancibia
2023aadn,05:54:08.476,+64:24:24.68,2023-12-14 05:53:21.998,2023-12-16,21.2214,ABMag,g - ZTF,1.7659945603009395,4.630142967763618,Galaxy,-17.44375086434354,540.7918934804786,0.1287,"['88.535761' '64.407307' 'Galaxy' '540.7918934804786' '0.1287'
 '1.7659945603009395' '4.630142967763618']",A. Munoz-Arancibia
2023aacp,08:50:18.861,+36:16:56.05,2023-12-09 10:12:25.998,2023-12-16,20.6431,ABMag,g - ZTF,1.9155083059406477,7.0946801156203145,Galaxy,-18.772269562367374,763.965791668787,0.1842,"['132.577987' '36.282457' 'Galaxy' '763.965791668787' '0.1842'
 '1.9155083059406477' '7.0946801156203145']",A. Munoz-Arancibia
2023aacn,09:14:12.739,+48:07:34.53,2023-12-09 10:15:09.000,2023-12-16,20.511,ABMag,g - ZTF,2.077056775134131,7.701011341396321,Galaxy,-18.90662264143243,764.7588796281456,0.1844,"['138.552222' '48.126184' 'Galaxy' '764.7588796281456' '0.1844'
 '2.077056775134131' '7.701011341396321']",A. Munoz-Arancibia
2023aafd,00:37:35.544,+27:32:37.74,2023-10-18 06:45:36.288,2023-12-16,21.93,ABMag,w - P1,2.3066488914535763,10.229702077292854,Galaxy,-17.87653312971677,914.7588628565862,0.2226,"['9.398518' '27.543294' 'Galaxy' '914.7588628565862' '0.2226'
 '2.3066488914535763' '10.229702077292854']",K. C. Chambers
2023aadr,08:35:21.205,+46:31:55.89,2023-12-14 09:19:58.999,2023-12-16,20.4483,ABMag,r - ZTF,2.6317036496119157,2.566934759073019,Galaxy,-16.069714906314136,201.1884205905175,0.047,"['128.839182' '46.53265' 'Galaxy' '201.1884205905175' '0.047'
 '2.6317036496119157' '2.566934759073019']",A. Munoz-Arancibia
2023aacz,02:49:19.182,+20:31:37.20,2023-12-12 04:53:29.003,2023-12-16,20.7154,ABMag,r - ZTF,2.8625336149435174,17.107987217956037,Galaxy,-19.738967274787488,1232.7455825862344,0.3062,"['42.330124' '20.527773' 'Galaxy' '1232.7455825862344' '0.3062'
 '2.8625336149435174' '17.107987217956037']",A. Munoz-Arancibia
2023aadm,09:00:25.770,+55:36:00.31,2023-12-14 10:16:19.001,2023-12-16,20.8167,ABMag,g - ZTF,3.4983915218327213,4.628959730426504,Galaxy,-16.363500619966995,272.92299217355156,0.064,"['135.105667' '55.600201' 'Galaxy' '272.92299217355156' '0.064'
 '3.4983915218327213' '4.628959730426504']",A. Munoz-Arancibia
2023aadd*,08:42:09.776,+50:01:25.42,2023-12-09 09:26:42.003,2023-12-16,20.5872,ABMag,g - ZTF,3.707599767983634,13.727257581759984,Galaxy,-18.827380349208564,763.6881817393765,0.18413,"['130.540791' '50.024757' 'Galaxy' '763.6881817393765' '0.18413'
 '3.707599767983634' '13.727257581759984']",A. Munoz-Arancibia
2018mlq,02:04:38.448,+21:39:32.04,2018-09-06 07:07:30.000,2023-12-16,20.45,ABMag,R - Cousins,4.729983101129512,8.062808964823196,Galaxy,-17.28025957035783,351.6024673683807,0.0828,"['31.160756' '21.657692' 'Galaxy' '351.6024673683807' '0.0828'
 '4.729983101129512' '8.062808964823196']",Joshua Adam Moore
