TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Sep_kpc,Gal_1_type,Gal_1_ABS_Mag,Gal_1_dist,Gal_1_z,Gal_1_info,Gal_2_type,Gal_2_ABS_Mag,Gal_2_dist,Gal_2_z,Gal_2_info,Reporter
2023ufh,22:15:36.306,+17:09:36.81,2023-10-05 05:26:58.848,07-Oct-2023,21.27,ABMag,w - P1,0.16173425416985712,0.6768899005728038,Galaxy,-18.41070578735584,863.2590847607037,0.2094,"['333.90131' '17.160255' 'Galaxy' '863.2590847607037' '0.2094'
 '0.16173425416985712' '0.6768899005728038']",,,,,,K. C. Chambers
2023ufu,01:05:04.391,+27:19:36.53,2023-10-04 09:04:01.998,07-Oct-2023,20.3399,ABMag,g - ZTF,0.1828072167842278,1.2207135441079169,Galaxy,-20.355327798853686,1377.3539529745638,0.3455,"['16.268249' '27.326843' 'Galaxy' '1377.3539529745638' '0.3455'
 '0.1828072167842278' '1.2207135441079169']",,,,,,A. Munoz-Arancibia
2023ufp,00:34:03.118,-01:59:40.05,2023-10-05 09:45:27.648,07-Oct-2023,20.06,ABMag,w - P1,0.7609366221712527,6.527816193065336,Galaxy,-21.17922282113305,1769.4755424309578,0.4566,"['8.513197' '-1.994509' 'Galaxy' '1769.4755424309578' '0.4566'
 '0.7609366221712527' '6.527816193065336']",,,,,,K. C. Chambers
2023ufv,22:24:13.422,+01:47:50.87,2023-10-04 04:34:15.001,07-Oct-2023,20.3138,ABMag,g - ZTF,0.9172450483558138,4.019419702188036,Galaxy,-19.466715571134735,903.8640520404665,0.2198,"['336.05571' '1.797327' 'Galaxy' '903.8640520404665' '0.2198'
 '0.9172450483558138' '4.019419702188036']",,,,,,A. Munoz-Arancibia
2023ufe,00:57:23.489,-07:00:11.89,2023-10-05 09:50:04.992,07-Oct-2023,20.56,ABMag,w - P1,1.7807961271666328,4.464534153704037,Galaxy,-18.007935401724108,517.1149342400063,0.1229,"['14.348346' '-7.003452' 'Galaxy' '517.1149342400063' '0.1229'
 '1.7807961271666328' '4.464534153704037']",,,,,,K. C. Chambers
2023ufx,08:24:51.571,+21:17:43.34,2023-10-06 13:55:51.744,07-Oct-2023,17.545,ABMag,orange - ATLAS,1.9939775239990039,1.5756066775658233,Galaxy,-18.51576343619471,162.98689536859612,0.038,"['126.214285' '21.29539' 'Galaxy' '162.98689536859612' '0.038'
 '1.9939775239990039' '1.5756066775658233']",,,,,,J. Tonry
2023uev,23:49:44.770,+17:02:57.66,2023-10-05 07:30:32.832,07-Oct-2023,21.01,ABMag,w - P1,2.254410371197448,6.23535906898151,Galaxy,-17.771268136317683,570.4973445258772,0.136,"['357.437089' '17.049006' 'Galaxy' '570.4973445258772' '0.136'
 '2.254410371197448' '6.23535906898151']",,,,,,K. C. Chambers
2023ueu,00:42:29.922,-02:15:34.37,2023-10-05 09:46:24.672,07-Oct-2023,20.49,ABMag,w - P1,2.403528527770796,inf,Galaxy,-inf,inf,inf,['10.624835' '-2.258899' 'Galaxy' 'inf' 'inf' '2.403528527770796' 'inf'],Galaxy,-16.041686971197134,202.45914303314015,0.0473,"['10.623878' '-2.260409' 'Galaxy' '202.45914303314015' '0.0473'
 '4.224262413353728' '4.146323183775015']",K. C. Chambers
2023ugd,23:40:33.841,+43:14:42.20,2023-10-06 09:43:43.104,07-Oct-2023,19.163,ABMag,orange - ATLAS,2.7243338802192234,1.9334437895657013,Galaxy,-16.664481761456937,146.38492423957516,0.0341,"['355.140087' '43.245411' 'Galaxy' '146.38492423957516' '0.0341'
 '2.7243338802192234' '1.9334437895657013']",,,,,,J. Tonry
2023ufg,23:51:19.618,+16:28:32.94,2023-10-05 06:57:29.952,07-Oct-2023,20.41,ABMag,w - P1,2.890811029018769,5.434751793032846,Galaxy,-17.532925723583293,387.77976642759404,0.0915,"['357.830907' '16.475752' 'Galaxy' '387.77976642759404' '0.0915'
 '2.890811029018769' '5.434751793032846']",,,,,,K. C. Chambers
2023ugf,16:09:05.449,+32:41:00.88,2023-10-06 05:09:15.264,07-Oct-2023,19.001,ABMag,cyan - ATLAS,2.907030692697522,7.897199343210939,Galaxy,-19.741243083947634,560.336117714562,0.1335,"['242.273065' '32.684326' 'Galaxy' '560.336117714562' '0.1335'
 '2.907030692697522' '7.897199343210939']",,,,,,J. Tonry
2023udy,22:47:56.843,+10:50:31.23,2023-10-05 05:44:59.712,07-Oct-2023,20.57,ABMag,w - P1,3.1217958661503116,11.376336760810789,Galaxy,-18.810115357460916,751.6628243490509,0.1811,"['341.986589' '10.842838' 'Galaxy' '751.6628243490509' '0.1811'
 '3.1217958661503116' '11.376336760810789']",,,,,,K. C. Chambers
2023uer,00:23:40.929,+11:00:47.20,2023-08-20 11:22:03.360,07-Oct-2023,20.9,ABMag,w - P1,3.428430441521865,15.333851914663658,Galaxy,-18.924905276755325,922.5311839296385,0.2246,"['5.91995' '11.013869' 'Galaxy' '922.5311839296385' '0.2246'
 '3.428430441521865' '15.333851914663658']",,,,,,K. C. Chambers
2023ufo*,03:05:08.436,+00:20:26.89,2023-10-06 09:35:57.002,07-Oct-2023,20.0486,ABMag,g - ZTF,4.188901136702425,3.81635501550919,Galaxy,-16.321268953225307,187.92034048275175,0.04387,"['46.285121' '0.341966' 'Galaxy' '187.92034048275175' '0.04387'
 '4.188901136702425' '3.81635501550919']",,,,,,A. Munoz-Arancibia
