TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Sep_kpc,Gal_1_type,Gal_1_ABS_Mag,Gal_1_dist,Gal_1_z,Gal_1_info,Gal_2_type,Gal_2_ABS_Mag,Gal_2_dist,Gal_2_z,Gal_2_info,Gal_3_type,Gal_3_ABS_Mag,Gal_3_dist,Gal_3_z,Gal_3_info,Reporter,SDSS_image
2024csi,12:04:03.504,+56:16:11.37,2024-02-12 11:42:13.997,2024-02-16,20.1453,ABMag,g - ZTF,0.04558092985810551,0.2999403644826926,Galaxy,-20.51808433615382,1357.3031819885246,0.34,"['181.014581' '56.269818' 'Galaxy' '1357.3031819885246' '0.34'
 '0.04558092985810551' '0.2999403644826926']",,,,,,,,,,,F. Forster,No
2024csj,10:55:45.980,+10:55:34.84,2024-02-12 09:03:34.998,2024-02-16,20.2846,ABMag,r - ZTF,0.14030056245272754,0.46324599865120136,Galaxy,-18.881286990153075,681.0474921194472,0.1634,"['163.941549' '10.926364' 'Galaxy' '681.0474921194472' '0.1634'
 '0.14030056245272754' '0.46324599865120136']",,,,,,,,,,,F. Forster,No
2024cse,08:16:29.118,+21:18:17.33,2024-02-14 06:09:33.998,2024-02-16,20.4472,ABMag,r - ZTF,0.27816792455632916,0.5341458748810867,Galaxy,-17.54168980878954,396.07548415885395,0.0935,"['124.121358' '21.304743' 'Galaxy' '396.07548415885395' '0.0935'
 '0.27816792455632916' '0.5341458748810867']",,,,,,,,,,,F. Forster,No
2024cud,15:53:59.891,+14:04:09.50,2024-02-11 10:17:37.997,2024-02-16,20.3161,ABMag,g - ZTF,0.28363316750681067,1.5824715285718838,Galaxy,-19.988920116613038,1150.8110500577127,0.2843,"['238.499475' '14.069267' 'Galaxy' '1150.8110500577127' '0.2843'
 '0.28363316750681067' '1.5824715285718838']",Galaxy,-19.24480794500711,816.923875540928,0.1976,"['238.496871' '14.06833' 'Galaxy' '816.923875540928' '0.1976'
 '9.978989020641395' '39.52237190751538']",,,,,,F. Forster,No
2024ctv,08:19:47.507,+07:00:39.52,2024-02-14 08:00:28.224,2024-02-16,20.29,ABMag,w - P1,0.3487227057798381,2.4358089398595864,Galaxy,-20.502940637318112,1440.7483386561958,0.363,"['124.947859' '7.011022' 'Galaxy' '1440.7483386561958' '0.363'
 '0.3487227057798381' '2.4358089398595864']",,,,,,,,,,,K. C. Chambers,No
2024ctn,12:19:17.946,+14:59:22.60,2024-02-15 10:43:03.648,2024-02-16,21.11,ABMag,g - P1,0.43419225631356956,2.5730206422828057,Galaxy,-19.325931649696614,1222.3239742196015,0.3034,"['184.824651' '14.989597' 'Galaxy' '1222.3239742196015' '0.3034'
 '0.43419225631356956' '2.5730206422828057']",,,,,,,,,,,D. O. Jones (UC Santa Cruz),No
2024cum,16:37:57.585,+17:29:42.18,2024-02-11 12:54:21.004,2024-02-16,20.6756,ABMag,g - ZTF,1.0725484160117107,3.0930514737633663,Galaxy,-18.19637687415045,594.8334391502001,0.142,"['249.489973' '17.495346' 'Galaxy' '594.8334391502001' '0.142'
 '1.0725484160117107' '3.0930514737633663']",,,,,,,,,,,F. Forster,No
2024cuk,17:23:36.904,+24:21:12.24,2024-02-11 13:05:28.003,2024-02-16,20.2398,ABMag,g - ZTF,1.1022578352426577,3.152749090205381,Galaxy,-18.614356737984497,589.971928041548,0.1408,"['260.903815' '24.353703' 'Galaxy' '589.971928041548' '0.1408'
 '1.1022578352426577' '3.152749090205381']",,,,,,,,,,,F. Forster,No
2024csh,10:02:30.976,+64:39:38.14,2024-02-14 07:41:59.997,2024-02-16,20.4602,ABMag,g - ZTF,1.116547781961174,4.12904109256002,Galaxy,-18.951785125171973,762.7760089505887,0.1839,"['150.628342' '64.660592' 'Galaxy' '762.7760089505887' '0.1839'
 '1.116547781961174' '4.12904109256002']",,,,,,,,,,,F. Forster,No
2024csk,11:47:47.859,+18:08:55.69,2024-02-12 11:12:18.000,2024-02-16,20.4433,ABMag,g - ZTF,1.1556323286408072,3.357604822857138,Galaxy,-18.444875152633564,599.2872396033647,0.1431,"['176.949674' '18.149006' 'Galaxy' '599.2872396033647' '0.1431'
 '1.1556323286408072' '3.357604822857138']",,,,,,,,,,,F. Forster,No
