TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Sep_kpc,Gal_1_type,Gal_1_ABS_Mag,Gal_1_dist,Gal_1_z,Gal_1_info,Gal_2_type,Gal_2_ABS_Mag,Gal_2_dist,Gal_2_z,Gal_2_info,Reporter
2023yav,01:36:08.361,-17:53:32.56,2023-10-16 10:11:15.936,19-Nov-2023,21.17,ABMag,w - P1,0.21906485305572104,0.8214765655556665,Galaxy,-18.272238036544437,773.477361897324,0.1866,"['24.034893' '-17.892408' 'Galaxy' '773.477361897324' '0.1866'
 '0.21906485305572104' '0.8214765655556665']",,,,,,K. C. Chambers
2023yak,00:32:22.833,-17:44:50.57,2023-10-09 08:45:59.328,19-Nov-2023,21.63,ABMag,w - P1,0.443696171205131,2.4471485890097453,Galaxy,-18.64999896147739,1137.626741744964,0.2808,"['8.095249' '-17.747318' 'Galaxy' '1137.626741744964' '0.2808'
 '0.443696171205131' '2.4471485890097453']",,,,,,K. C. Chambers
2023yba,22:09:33.370,+13:31:20.20,2023-11-17 10:26:29.184,19-Nov-2023,20.94,ABMag,r - Sloan,0.7720509862118331,6.928278776312905,Galaxy,-20.397022526829755,1850.9918450001194,0.4806,"['332.388923' '13.522097' 'Galaxy' '1850.9918450001194' '0.4806'
 '0.7720509862118331' '6.928278776312905']",,,,,,Ting-Wan Chen (NCUIA) on behalf of Kinder collaboration
2023yam,23:17:51.036,-05:58:18.27,2023-10-11 08:58:05.088,19-Nov-2023,21.85,ABMag,w - P1,0.8800100020701285,4.985199981620126,Galaxy,-18.488100548037124,1168.4768421625488,0.289,"['349.462444' '-5.971875' 'Galaxy' '1168.4768421625488' '0.289'
 '0.8800100020701285' '4.985199981620126']",,,,,,K. C. Chambers
2023yaz,03:17:26.454,-06:24:18.34,2023-10-22 11:16:16.896,19-Nov-2023,21.78,ABMag,w - P1,0.9041770748665269,6.026561497712989,Galaxy,-18.911206171962085,1374.8054161116145,0.3448,"['49.360425' '-6.405248' 'Galaxy' '1374.8054161116145' '0.3448'
 '0.9041770748665269' '6.026561497712989']",,,,,,K. C. Chambers
2023ybf,02:35:36.328,+47:40:16.30,2023-11-18 09:20:26.016,19-Nov-2023,18.973,ABMag,cyan - ATLAS,0.9130802201972019,1.1131520526093577,Galaxy,-18.02935344878439,251.4610297907286,0.0589,"['38.901099' '47.671016' 'Galaxy' '251.4610297907286' '0.0589'
 '0.9130802201972019' '1.1131520526093577']",,,,,,J. Tonry
2020afgp*,10:45:50.818,+42:42:28.95,2020-01-27 07:16:19.200,19-Nov-2023,19.51,ABMag,r - ZTF,1.0895583340589678,0.5479178280622632,Galaxy,-15.56945038935795,103.72658453623808,0.02411,"['161.46133' '42.708032' 'Galaxy' '103.72658453623808' '0.02411'
 '1.0895583340589678' '0.5479178280622632']",,,,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration
2023xzq,01:05:22.769,-08:57:04.19,2023-11-17 20:31:49.152,19-Nov-2023,18.78,ABMag,cyan - ATLAS,1.4692186955985418,17.2961412382043,Galaxy,-23.146439550758615,2428.219319560749,0.6608,"['16.345283' '-8.951192' 'Galaxy' '2428.219319560749' '0.6608'
 '1.4692186955985418' '17.2961412382043']",,,,,,J. Tonry
2023yab,04:33:08.099,-00:18:39.16,2023-09-11 14:12:26.208,19-Nov-2023,20.94,ABMag,w - P1,1.5165696678175946,5.26907222184069,Galaxy,-18.336484594656664,716.633191338991,0.1723,"['68.283907' '-0.311267' 'Galaxy' '716.633191338991' '0.1723'
 '1.5165696678175946' '5.26907222184069']",,,,,,K. C. Chambers
2023yal,20:46:59.339,-07:12:15.47,2023-10-10 06:41:56.832,19-Nov-2023,20.92,ABMag,w - P1,1.5815778356966663,3.4553006410133293,Galaxy,-17.349102018883094,450.6303143331954,0.1067,"['311.747375' '-7.203877' 'Galaxy' '450.6303143331954' '0.1067'
 '1.5815778356966663' '3.4553006410133293']",,,,,,K. C. Chambers
