TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Sep_kpc,Gal_1_type,Gal_1_ABS_Mag,Gal_1_dist,Gal_1_z,Gal_1_info,Gal_2_type,Gal_2_ABS_Mag,Gal_2_dist,Gal_2_z,Gal_2_info,Reporter,SDSS_image
2024jud,12:05:08.402,+41:19:05.55,2024-02-17 13:55:25.824,2024-05-30,21.32,ABMag,w - P1,0.07636224603014291,0.5751912232203928,Galaxy,-19.636793451491265,1553.669679187507,0.3946,"['181.284982' '41.318216' 'Galaxy' '1553.669679187507' '0.3946'
 '0.07636224603014291' '0.5751912232203928']",Galaxy,-19.86722584679751,1727.607852419775,0.4444,"['181.286283' '41.320413' 'Galaxy' '1727.607852419775' '0.4444'
 '8.65276422470523' '72.47277754587054']",K. C. Chambers,No
2024jsu,14:59:37.622,+13:54:22.57,2024-05-27 07:30:37.999,2024-05-30,20.1317,ABMag,r - ZTF,0.1977020636711214,0.5284942442943246,Galaxy,-18.57557096161271,551.3840414898496,0.1313,"['224.906703' '13.906258' 'Galaxy' '551.3840414898496' '0.1313'
 '0.1977020636711214' '0.5284942442943246']",,,,,,A. Munoz-Arancibia,No
2024jqx,16:45:01.923,+39:24:22.95,2024-05-27 06:19:49.995,2024-05-30,19.8378,ABMag,g - ZTF,0.24132791796352657,0.6460668870139213,Galaxy,-18.872675249046154,552.1982803234612,0.1315,"['251.257932' '39.40635' 'Galaxy' '552.1982803234612' '0.1315'
 '0.24132791796352657' '0.6460668870139213']",Galaxy,-20.205526283949524,1020.1528725462709,0.2499,"['251.257844' '39.40372' 'Galaxy' '1020.1528725462709' '0.2499'
 '9.569485334238575' '47.329149985638786']",Jesper Sollerman (SU),No
2024jsy,13:21:15.888,+07:59:15.59,2024-05-29 02:32:40.992,2024-05-30,18.15,ABMag,cyan - ATLAS,0.25321149559222716,0.38914155664964595,Galaxy,-19.355246632746663,316.9927478450848,0.07451,"['200.316129' '7.987662' 'Galaxy' '316.9927478450848' '0.07451'
 '0.25321149559222716' '0.38914155664964595']",,,,,,J. Tonry,Yes
2024jsw,15:50:11.781,+29:17:28.03,2024-05-27 07:58:15.997,2024-05-30,20.0175,ABMag,r - ZTF,0.3584317661630285,1.1785987435390552,Galaxy,-19.139423073541593,678.2418982307479,0.1627,"['237.54912' '29.291024' 'Galaxy' '678.2418982307479' '0.1627'
 '0.3584317661630285' '1.1785987435390552']",,,,,,A. Munoz-Arancibia,No
2024jrg,17:11:21.439,+40:53:28.73,2024-05-18 08:40:29.997,2024-05-30,20.0233,ABMag,g - ZTF,0.39431425636367073,0.9924701784464879,Galaxy,-18.553200600073787,519.1586805728206,0.1234,"['257.839199' '40.891362' 'Galaxy' '519.1586805728206' '0.1234'
 '0.39431425636367073' '0.9924701784464879']",Galaxy,-18.50476720401911,507.7073384736596,0.1206,"['257.838064' '40.8937' 'Galaxy' '507.7073384736596' '0.1206'
 '9.254315219867117' '22.77889202124958']",Kate Bostow (UC Berkeley),No
2024jsl,15:15:54.523,+03:15:50.19,2024-05-27 06:58:38.001,2024-05-30,20.2915,ABMag,g - ZTF,0.42270964599781435,1.0555622853327697,Galaxy,-18.267834197787217,515.0706928688267,0.1224,"['228.97713' '3.263835' 'Galaxy' '515.0706928688267' '0.1224'
 '0.42270964599781435' '1.0555622853327697']",,,,,,A. Munoz-Arancibia,No
2024jqv,07:00:39.120,+39:38:20.57,2024-05-18 03:54:49.999,2024-05-30,19.2775,ABMag,r - ZTF,0.7574661250110731,1.4088004432457875,Galaxy,-18.642056987267868,383.62897148076564,0.0905,"['105.163057' '39.639253' 'Galaxy' '383.62897148076564' '0.0905'
 '0.7574661250110731' '1.4088004432457875']",Galaxy,-23.16346770500461,3077.4679662483386,0.8891,"['105.164419' '39.641354' 'Galaxy' '3077.4679662483386' '0.8891'
 '9.189008375679476' '137.09987384632436']",Jesper Sollerman (SU),No
2024jrj,15:59:21.721,+06:41:37.79,2024-05-26 08:04:34.999,2024-05-30,20.0017,ABMag,r - ZTF,0.7728553284081624,3.3472756881652463,Galaxy,-19.753392054310424,893.3433540571338,0.2171,"['239.840494' '6.694045' 'Galaxy' '893.3433540571338' '0.2171'
 '0.7728553284081624' '3.3472756881652463']",,,,,,Jesper Sollerman (SU),No
2024jrd,10:58:50.989,+10:40:39.17,2024-02-10 13:02:28.896,2024-05-30,21.85,ABMag,w - P1,0.8459110361205306,1.3392797861487893,Galaxy,-15.719858781070265,326.56659364115995,0.0768,"['164.712316' '10.677739' 'Galaxy' '326.56659364115995' '0.0768'
 '0.8459110361205306' '1.3392797861487893']",,,,,,K. C. Chambers,No
