TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Sep_kpc,Gal_1_type,Gal_1_ABS_Mag,Gal_1_dist,Gal_1_z,Gal_1_info,Reporter
2023vmn,22:10:21.960,+24:49:38.72,2023-09-07 07:09:40.032,21-Oct-2023,20.92,ABMag,w - P1,0.2437464128075249,0.8896599335189539,Galaxy,-18.46355466282612,752.8542953291417,0.1814,"['332.591433' '24.827452' 'Galaxy' '752.8542953291417' '0.1814'
 '0.2437464128075249' '0.8896599335189539']",K. C. Chambers
2023vnk,00:26:38.908,+24:34:39.15,2023-08-21 13:53:38.688,21-Oct-2023,21.71,ABMag,w - P1,0.2811621048333958,0.8499530846627347,Galaxy,-17.264316508408157,623.5385399057343,0.1491,"['6.662162' '24.577608' 'Galaxy' '623.5385399057343' '0.1491'
 '0.2811621048333958' '0.8499530846627347']",K. C. Chambers
2023vnv,01:37:44.656,+09:01:56.92,2023-09-07 11:05:02.112,21-Oct-2023,20.77,ABMag,w - P1,0.6221889795053407,2.8984688486053463,Galaxy,-19.143357279477247,960.8850930594228,0.2345,"['24.436052' '9.03265' 'Galaxy' '960.8850930594228' '0.2345'
 '0.6221889795053407' '2.8984688486053463']",K. C. Chambers
2023vmt,21:25:07.041,+11:27:28.50,2023-09-08 07:28:54.336,21-Oct-2023,21.9,ABMag,w - P1,0.9890760761703152,4.049261318258524,Galaxy,-17.73285620358741,844.4447514194447,0.2046,"['321.279555' '11.45809' 'Galaxy' '844.4447514194447' '0.2046'
 '0.9890760761703152' '4.049261318258524']",K. C. Chambers
2023vlq,03:48:25.684,-06:47:05.94,2023-10-16 09:31:12.003,21-Oct-2023,20.4345,ABMag,g - ZTF,1.0807801195836226,3.43814687208989,Galaxy,-18.65056105412998,656.1637150482754,0.1572,"['57.106936' '-6.784694' 'Galaxy' '656.1637150482754' '0.1572'
 '1.0807801195836226' '3.43814687208989']",A. Munoz-Arancibia
2023vly,00:53:23.471,+29:35:21.41,2023-10-16 08:17:06.999,21-Oct-2023,20.6315,ABMag,g - ZTF,1.0877950850098392,2.6602667015901926,Galaxy,-17.88251609707829,504.4326852872069,0.1198,"['13.347449' '29.589299' 'Galaxy' '504.4326852872069' '0.1198'
 '1.0877950850098392' '2.6602667015901926']",A. Munoz-Arancibia
2023vnl,23:57:27.920,+18:06:05.60,2023-09-07 08:40:55.200,21-Oct-2023,21.55,ABMag,w - P1,1.0986897486196787,4.541892915770115,Galaxy,-18.103934757489316,852.6817178922479,0.2067,"['359.366524' '18.10131' 'Galaxy' '852.6817178922479' '0.2067'
 '1.0986897486196787' '4.541892915770115']",K. C. Chambers
2023vmh,23:14:16.853,+10:11:45.66,2023-09-06 12:20:52.800,21-Oct-2023,20.79,ABMag,w - P1,1.5106697491193088,5.169630070619952,Galaxy,-18.453575337168097,705.8543043781651,0.1696,"['348.5703' '10.196429' 'Galaxy' '705.8543043781651' '0.1696'
 '1.5106697491193088' '5.169630070619952']",K. C. Chambers
2023vmr,23:03:14.782,+23:12:24.55,2023-09-07 07:24:16.992,21-Oct-2023,21.7,ABMag,w - P1,1.556488592793312,7.3994181063155,Galaxy,-18.257383794730753,980.5658384232547,0.2396,"['345.811993' '23.207045' 'Galaxy' '980.5658384232547' '0.2396'
 '1.556488592793312' '7.3994181063155']",K. C. Chambers
2023vls,22:37:24.213,-04:57:13.23,2023-10-20 05:28:23.002,21-Oct-2023,20.3235,ABMag,g - ZTF,1.58636568021169,5.545308748692497,Galaxy,-18.966237795373853,721.0204109332255,0.1734,"['339.350936' '-4.954113' 'Galaxy' '721.0204109332255' '0.1734'
 '1.58636568021169' '5.545308748692497']",A. Munoz-Arancibia
