TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Sep_kpc,Gal_1_type,Gal_1_ABS_Mag,Gal_1_dist,Gal_1_z,Gal_1_info,Gal_2_type,Gal_2_ABS_Mag,Gal_2_dist,Gal_2_z,Gal_2_info,Gal_3_type,Gal_3_ABS_Mag,Gal_3_dist,Gal_3_z,Gal_3_info,Reporter,SDSS_image
2024ims,22:05:23.976,+11:39:34.42,2024-05-07 03:43:09.408,2024-05-11,18.386,ABMag,cyan - ATLAS,0.12854405372383695,0.17008537913949193,Galaxy,-18.794200619966997,272.92299217355156,0.064,"['331.349868' '11.659544' 'Galaxy' '272.92299217355156' '0.064'
 '0.12854405372383695' '0.17008537913949193']",,,,,,,,,,,J. Tonry,No
2024iov,16:03:49.104,+08:52:53.14,2024-05-04 08:46:16.997,2024-05-11,20.8702,ABMag,r - ZTF,0.8256608375228723,3.0310942501743376,Galaxy,-18.525914441031258,757.2214157783811,0.1825,"['240.954832' '8.88142' 'Galaxy' '757.2214157783811' '0.1825'
 '0.8256608375228723' '3.0310942501743376']",,,,,,,,,,,A. Munoz-Arancibia,No
2024inc,23:10:43.975,+03:41:46.92,2024-05-09 09:30:31.680,2024-05-11,18.452,ABMag,orange - ATLAS,0.9383737876129902,inf,Galaxy,-inf,inf,inf,['347.682968' '3.696371' 'Galaxy' 'inf' 'inf' '0.9383737876129902' 'inf'],Galaxy,-21.674338022958946,1059.9066197508196,0.2603,"['347.682119' '3.698326' 'Galaxy' '1059.9066197508196' '0.2603'
 '8.103064993446008' '41.63818531379088']",,,,,,J. Tonry,No
2024ior,10:47:59.084,+36:08:12.14,2024-05-10 06:41:33.003,2024-05-11,19.1053,ABMag,g - ZTF,1.3039474067264787,2.2351097875633705,Galaxy,-18.63701959262694,353.56064582636924,0.08327,"['161.995757' '36.136818' 'Galaxy' '353.56064582636924' '0.08327'
 '1.3039474067264787' '2.2351097875633705']",,,,,,,,,,,A. Munoz-Arancibia,Yes
2024iox,16:43:42.901,+39:03:01.46,2024-05-07 10:17:07.999,2024-05-11,20.6028,ABMag,g - ZTF,1.5017189017918888,5.022543342731557,Galaxy,-18.59100089629276,689.858753349573,0.1656,"['250.928801' '39.04999' 'Galaxy' '689.858753349573' '0.1656'
 '1.5017189017918888' '5.022543342731557']",,,,,,,,,,,A. Munoz-Arancibia,No
2024int,12:38:13.910,-15:00:24.75,2024-05-09 20:58:51.744,2024-05-11,19.524,ABMag,cyan - ATLAS,1.7745563627157728,4.51568300903759,Galaxy,-19.07629391602572,524.8784994957058,0.1248,"['189.557894' '-15.007364' 'Galaxy' '524.8784994957058' '0.1248'
 '1.7745563627157728' '4.51568300903759']",,,,,,,,,,,J. Tonry,No
2024imo,15:03:17.390,+48:24:30.59,2024-05-10 07:13:39.360,2024-05-11,19.34,ABMag,g - ZTF,2.3883269557594358,1.5641705564083168,Galaxy,-16.313077297167244,135.0875917467108,0.03145,"['225.821945' '48.407928' 'Galaxy' '135.0875917467108' '0.03145'
 '2.3883269557594358' '1.5641705564083168']",,,,,,,,,,,J. Nordin,Yes
2024ioo,17:09:43.471,+27:37:23.66,2024-05-08 10:34:23.002,2024-05-11,20.6901,ABMag,g - ZTF,2.5029797483817653,6.270119350163268,Galaxy,-17.876118025148642,516.7061194743791,0.1228,"['257.43156' '27.62382' 'Galaxy' '516.7061194743791' '0.1228'
 '2.5029797483817653' '6.270119350163268']",Galaxy,-20.223084508811368,1522.7790797684129,0.3859,"['257.433022' '27.622248' 'Galaxy' '1522.7790797684129' '0.3859'
 '7.012595860816126' '51.7714799032029']",,,,,,A. Munoz-Arancibia,No
2024imr,12:52:14.523,+40:23:58.48,2024-05-09 08:43:55.776,2024-05-11,19.248,ABMag,orange - ATLAS,2.821469607777697,25.540654707266135,Galaxy,-22.10790891210303,1867.1610639515404,0.4854,"['193.059581' '40.399911' 'Galaxy' '1867.1610639515404' '0.4854'
 '2.821469607777697' '25.540654707266135']",Galaxy,-19.084250703218107,463.92752553453744,0.10993,"['193.059413' '40.398833' 'Galaxy' '463.92752553453744' '0.10993'
 '4.034250685046451' '9.0737725533182']",Galaxy,-21.65704480664485,1517.0816709371231,0.3843,"['193.057276' '40.399419' 'Galaxy' '1517.0816709371231' '0.3843'
 '8.891445653628455' '65.39675610995013']",J. Tonry,Yes
2024iot,14:06:46.420,+27:32:27.93,2024-05-10 08:16:15.997,2024-05-11,20.0608,ABMag,g - ZTF,2.9350083876430126,6.862739979034981,Galaxy,-18.35576665390174,482.295634342456,0.1144,"['211.692596' '27.540724' 'Galaxy' '482.295634342456' '0.1144'
 '2.9350083876430126' '6.862739979034981']",,,,,,,,,,,A. Munoz-Arancibia,No
