TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Sep_kpc,Gal_1_type,Gal_1_ABS_Mag,Gal_1_dist,Gal_1_z,Gal_1_info,Gal_2_type,Gal_2_ABS_Mag,Gal_2_dist,Gal_2_z,Gal_2_info,Gal_3_type,Gal_3_ABS_Mag,Gal_3_dist,Gal_3_z,Gal_3_info,Reporter,SDSS_image
2024hlm,16:16:39.156,+01:12:27.93,2024-04-29 07:29:31.997,2024-04-30,19.2008,ABMag,g - ZTF,0.0851075392000152,0.0976145938079327,Galaxy,-17.66905925488515,236.57663541382627,0.05537,"['244.163172' '1.207767' 'Galaxy' '236.57663541382627' '0.05537'
 '0.0851075392000152' '0.0976145938079327']",,,,,,,,,,,Jesper Sollerman (SU),Yes
2024hln,14:03:00.824,-03:02:03.96,2024-04-17 08:27:03.003,2024-04-30,19.9558,ABMag,g - ZTF,0.22368983300423312,0.5271339723630774,Galaxy,-18.477699470276914,486.07120494474407,0.11532,"['210.75349' '-3.034459' 'Galaxy' '486.07120494474407' '0.11532'
 '0.22368983300423312' '0.5271339723630774']",,,,,,,,,,,Jesper Sollerman (SU),Yes
2024hmf,14:23:51.561,+40:15:32.00,2024-04-29 10:05:51.936,2024-04-30,19,ABMag,r - P1,0.34975166548720543,0.5919527371272981,Galaxy,-18.714761874884417,349.1020306174772,0.0822,"['215.964726' '40.258842' 'Galaxy' '349.1020306174772' '0.0822'
 '0.34975166548720543' '0.5919527371272981']",,,,,,,,,,,D. O. Jones (UC Santa Cruz),Yes
2024hki,11:51:38.399,-01:35:22.99,2024-04-18 06:36:45.999,2024-04-30,19.9634,ABMag,r - ZTF,0.47223817616583236,2.444947206365483,Galaxy,-20.17926763057546,1067.9072283061714,0.2624,"['177.910037' '-1.589844' 'Galaxy' '1067.9072283061714' '0.2624'
 '0.47223817616583236' '2.444947206365483']",,,,,,,,,,,Jesper Sollerman (SU),No
2024hlc,11:26:20.749,+17:56:56.19,2024-04-17 07:38:41.000,2024-04-30,19.81,ABMag,g - ZTF,0.5912214966070379,0.9719508027295538,Galaxy,-17.841595997589945,339.0932927345108,0.0798,"['171.586615' '17.948882' 'Galaxy' '339.0932927345108' '0.0798'
 '0.5912214966070379' '0.9719508027295538']",,,,,,,,,,,Jesper Sollerman (SU),No
2024hmv,14:02:33.654,+20:27:32.41,2024-04-29 07:33:50.999,2024-04-30,20.2804,ABMag,g - ZTF,0.6697796205341187,2.422724559994103,Galaxy,-19.083586230098128,746.1003539511696,0.1797,"['210.640032' '20.458959' 'Galaxy' '746.1003539511696' '0.1797'
 '0.6697796205341187' '2.422724559994103']",Galaxy,-17.731095969766827,400.220374443614,0.0945,"['210.641124' '20.458194' 'Galaxy' '400.220374443614' '0.0945'
 '4.203812555392292' '8.156754734763945']",Galaxy,-21.501831860830933,2272.199040786425,0.6102,"['210.64157' '20.460121' 'Galaxy' '2272.199040786425' '0.6102'
 '6.065134275807405' '66.81310560867833']",A. Munoz-Arancibia,No
2024hna,09:30:03.465,+54:56:06.57,2024-04-29 05:15:21.004,2024-04-30,20.1117,ABMag,r - ZTF,0.8284853218026853,2.4672055153701744,Galaxy,-18.830028209610447,614.2506743261237,0.1468,"['142.514176' '54.934984' 'Galaxy' '614.2506743261237' '0.1468'
 '0.8284853218026853' '2.4672055153701744']",,,,,,,,,,,A. Munoz-Arancibia,No
2024hkr,09:51:41.988,+21:51:03.90,2024-04-29 04:25:28.004,2024-04-30,19.598,ABMag,g - ZTF,0.8905153507152379,2.7599171990991613,Galaxy,-19.430398879191827,639.2633050973789,0.153,"['147.925138' '21.850908' 'Galaxy' '639.2633050973789' '0.153'
 '0.8905153507152379' '2.7599171990991613']",,,,,,,,,,,Jesper Sollerman (SU),No
2024hlb,08:08:45.466,+40:48:22.80,2024-04-29 05:10:30.000,2024-04-30,19.736,ABMag,r - ZTF,0.9907553142589297,2.4999652906597656,Galaxy,-18.8459635083082,520.4664046356206,0.12372,"['122.189642' '40.806563' 'Galaxy' '520.4664046356206' '0.12372'
 '0.9907553142589297' '2.4999652906597656']",,,,,,,,,,,Jesper Sollerman (SU),Yes
2024hme,16:05:57.740,+27:11:21.00,2024-04-29 07:24:47.232,2024-04-30,20.1372,ABMag,g - ZTF,1.0020908764984862,0.6424055086022367,Galaxy,-15.469436406919982,132.22917289172457,0.03078,"['241.490842' '27.18901' 'Galaxy' '132.22917289172457' '0.03078'
 '1.0020908764984862' '0.6424055086022367']",,,,,,,,,,,K. De (Caltech) on behalf of ZTF,Yes
