TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Sep_kpc,Gal_1_type,Gal_1_ABS_Mag,Gal_1_dist,Gal_1_z,Gal_1_info,Reporter
2023usg*,15:43:04.077,+51:12:47.34,2023-10-07 03:18:50.976,13-Oct-2023,18.5975,ABMag,g - ZTF,1.6502624875236134,1.242051726221152,Galaxy,-17.357558940981324,155.2429147475081,0.03618,"['235.767127' '51.2136' 'Galaxy' '155.2429147475081' '0.03618'
 '1.6502624875236134' '1.242051726221152']",K. De (Caltech) on behalf of ZTF
2023utk,07:58:03.062,+27:00:06.59,2023-10-12 14:05:51.360,13-Oct-2023,18.426,ABMag,cyan - ATLAS,1.6537924884303206,3.1390841572740356,Galaxy,-19.537735386187922,391.5138023879881,0.0924,"['119.51303' '27.002221' 'Galaxy' '391.5138023879881' '0.0924'
 '1.6537924884303206' '3.1390841572740356']",J. Tonry
2023utc,09:11:59.140,+53:43:02.50,2023-10-11 22:31:08.256,13-Oct-2023,18.15,VegaMag,Clear - ,1.7227359653942147,3.0861000528520877,Galaxy,-19.68808207315717,369.5016777070683,0.0871,"['137.996551' '53.717833' 'Galaxy' '369.5016777070683' '0.0871'
 '1.7227359653942147' '3.0861000528520877']",Mi Zhang (Xingming Obs.)
2023utd,01:58:05.592,+11:08:38.37,2023-10-07 06:49:15.001,13-Oct-2023,20.6887,ABMag,g - ZTF,1.8225333707204514,6.844860155965662,Galaxy,-18.756871119251397,774.6655158932339,0.1869,"['29.523383' '11.143492' 'Galaxy' '774.6655158932339' '0.1869'
 '1.8225333707204514' '6.844860155965662']",F. Forster
2023utf,01:37:27.478,+12:20:44.17,2023-10-07 06:53:19.997,13-Oct-2023,20.8803,ABMag,g - ZTF,1.885565150233856,9.441233338705928,Galaxy,-19.189761608408375,1032.7907073950566,0.2532,"['24.365005' '12.345754' 'Galaxy' '1032.7907073950566' '0.2532'
 '1.885565150233856' '9.441233338705928']",F. Forster
2023utp,04:05:38.309,-10:23:10.84,2023-10-11 09:43:47.001,13-Oct-2023,20.0369,ABMag,r - ZTF,1.9120763861606542,6.591401955971125,Galaxy,-19.222588458254034,711.0459902016689,0.1709,"['61.40991' '-10.386793' 'Galaxy' '711.0459902016689' '0.1709'
 '1.9120763861606542' '6.591401955971125']",F. Forster
2023utj,01:19:02.504,+33:19:49.40,2023-10-12 11:00:22.176,13-Oct-2023,19.297,ABMag,cyan - ATLAS,2.3103746529465625,3.174649086832432,Galaxy,-17.965192244901655,283.425191653151,0.0665,"['19.759673' '33.33048' 'Galaxy' '283.425191653151' '0.0665'
 '2.3103746529465625' '3.174649086832432']",J. Tonry
2023usk,02:35:26.073,+03:36:41.29,2023-10-10 11:39:27.936,13-Oct-2023,21.25,ABMag,w - P1,2.667837253207788,12.017421215178976,Galaxy,-18.590385420670273,929.1312862383741,0.2263,"['38.858313' '3.612136' 'Galaxy' '929.1312862383741' '0.2263'
 '2.667837253207788' '12.017421215178976']",K. C. Chambers
2023usl,00:24:50.450,-13:19:16.25,2023-10-10 09:07:05.952,13-Oct-2023,20.6,ABMag,w - P1,3.2730163770259733,6.396731293344917,Galaxy,-17.427175312797836,403.120665729577,0.0952,"['6.211121' '-13.320986' 'Galaxy' '403.120665729577' '0.0952'
 '3.2730163770259733' '6.396731293344917']",K. C. Chambers
2023utg,01:27:12.832,+24:19:16.26,2023-10-10 11:01:01.920,13-Oct-2023,19.328,ABMag,cyan - ATLAS,3.93957002264629,4.3031826969161875,Galaxy,-17.435830470242113,225.30254320515354,0.0527,"['21.802522' '24.321859' 'Galaxy' '225.30254320515354' '0.0527'
 '3.93957002264629' '4.3031826969161875']",J. Tonry
2023usn*,09:16:47.020,+20:22:13.98,2023-09-26 16:47:59.000,13-Oct-2023,18.93,ABMag,G - Gaia,4.595530232473702,24.664124968518365,Galaxy,-21.290776089338976,1107.0193646035355,0.2727,"['139.195179' '20.371623' 'Galaxy' '1107.0193646035355' '0.2727'
 '4.595530232473702' '24.664124968518365']",S.T. Hodgkin
