TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Sep_kpc,Gal_1_type,Gal_1_ABS_Mag,Gal_1_dist,Gal_1_z,Gal_1_info,Gal_2_type,Gal_2_ABS_Mag,Gal_2_dist,Gal_2_z,Gal_2_info,Gal_3_type,Gal_3_ABS_Mag,Gal_3_dist,Gal_3_z,Gal_3_info,Reporter,SDSS_image
2024htu,16:19:27.901,-01:09:13.36,2024-04-17 13:26:38.688,2024-05-02,20.28,ABMag,w - P1,0.05807859197976567,0.123751096265518,Galaxy,-17.934790544895378,439.4992203354808,0.104,"['244.86627' '-1.153708' 'Galaxy' '439.4992203354808' '0.104'
 '0.05807859197976567' '0.123751096265518']",Galaxy,-16.14455040079949,192.71258641645792,0.045,"['244.866627' '-1.152805' 'Galaxy' '192.71258641645792' '0.045'
 '3.5272390157663787' '3.295488774842309']",,,,,,K. C. Chambers,No
2024htt,13:46:05.406,+28:46:11.76,2024-04-17 08:03:00.288,2024-05-02,21.21,ABMag,w - P1,0.11218421321979968,0.5247114871290296,Galaxy,-18.71206979369157,964.7481595447648,0.2355,"['206.522513' '28.769904' 'Galaxy' '964.7481595447648' '0.2355'
 '0.11218421321979968' '0.5247114871290296']",,,,,,,,,,,K. C. Chambers,No
2024hro,10:29:48.383,+16:42:33.31,2024-04-30 05:39:45.000,2024-05-02,19.3074,ABMag,r - ZTF,0.12832750229216106,0.5768510035122381,Galaxy,-20.528445221321498,927.1906517300597,0.2258,"['157.451604' '16.709218' 'Galaxy' '927.1906517300597' '0.2258'
 '0.12832750229216106' '0.5768510035122381']",Galaxy,-22.488230111589893,2286.26212806872,0.6147,"['157.449755' '16.709501' 'Galaxy' '2286.26212806872' '0.6147'
 '6.409772899212537' '71.04663803398243']",Galaxy,-18.85997188838828,430.005863577914,0.1017,"['157.448887' '16.709099' 'Galaxy' '430.005863577914' '0.1017'
 '9.35643651419065' '19.505618220540764']",A. Munoz-Arancibia,No
2024hrd,07:49:55.152,+65:14:56.29,2024-04-30 05:49:33.004,2024-05-02,19.7847,ABMag,r - ZTF,0.18679567148576068,0.4653426937843529,Galaxy,-18.76945612196559,513.8439226494177,0.1221,"['117.479786' '65.249021' 'Galaxy' '513.8439226494177' '0.1221'
 '0.18679567148576068' '0.4653426937843529']",,,,,,,,,,,A. Munoz-Arancibia,No
2024hsl,13:40:06.743,+10:35:25.12,2024-04-28 07:24:25.632,2024-05-02,20.17,ABMag,w - P1,0.27412695370319473,1.5683645315864085,Galaxy,-20.18960202730031,1180.1043343321821,0.2921,"['205.028047' '10.590252' 'Galaxy' '1180.1043343321821' '0.2921'
 '0.27412695370319473' '1.5683645315864085']",,,,,,,,,,,K. C. Chambers,No
2024htc,23:39:47.381,+23:13:02.27,2024-04-29 11:39:09.999,2024-05-02,19.7276,ABMag,r - ZTF,0.2953955872822259,0.806543987419815,Galaxy,-19.02564593867915,563.1825472052882,0.1342,"['354.94751' '23.217293' 'Galaxy' '563.1825472052882' '0.1342'
 '0.2953955872822259' '0.806543987419815']",,,,,,,,,,,F. Forster,No
2024hqd,18:39:54.764,+79:39:14.20,2024-04-22 09:19:14.001,2024-05-02,19.9945,ABMag,r - ZTF,0.32458014472709074,1.14150411787438,Galaxy,-19.308403330603415,725.4052027816173,0.1745,"['279.97787' '79.653874' 'Galaxy' '725.4052027816173' '0.1745'
 '0.32458014472709074' '1.14150411787438']",Galaxy,-18.53881159115235,508.9349993411447,0.1209,"['279.975087' '79.651853' 'Galaxy' '508.9349993411447' '0.1209'
 '7.7908412648206005' '19.223016596410947']",,,,,,Yoomee Zeng (UC Berkeley),No
2024hrn,10:49:32.876,+19:05:05.77,2024-04-30 05:39:45.000,2024-05-02,19.8367,ABMag,r - ZTF,0.37184551428861395,2.4119529750200446,Galaxy,-20.795457113190324,1337.9239333118046,0.3347,"['162.386961' '19.084835' 'Galaxy' '1337.9239333118046' '0.3347'
 '0.37184551428861395' '2.4119529750200446']",,,,,,,,,,,A. Munoz-Arancibia,No
2024hqn,16:38:36.702,+42:58:10.92,2024-04-29 08:55:39.996,2024-05-02,20.005,ABMag,r - ZTF,0.466507003481085,1.0675797915198622,Galaxy,-18.364836547783373,472.0275092226519,0.1119,"['249.653055' '42.969788' 'Galaxy' '472.0275092226519' '0.1119'
 '0.466507003481085' '1.0675797915198622']",,,,,,,,,,,Jesper Sollerman (SU),No
2024hrg,15:24:30.797,+01:23:04.04,2024-04-30 08:06:48.997,2024-05-02,20.2305,ABMag,g - ZTF,0.4818851782808945,2.0752226981050024,Galaxy,-19.512231368114016,888.272615795427,0.2158,"['231.128453' '1.384477' 'Galaxy' '888.272615795427' '0.2158'
 '0.4818851782808945' '2.0752226981050024']",,,,,,,,,,,A. Munoz-Arancibia,No
