TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Sep_kpc,Gal_1_type,Gal_1_ABS_Mag,Gal_1_dist,Gal_1_z,Gal_1_info,Gal_2_type,Gal_2_ABS_Mag,Gal_2_dist,Gal_2_z,Gal_2_info,Reporter
2023xiu,01:10:07.042,+09:09:16.72,2023-11-10 05:55:40.800,2023-11-11,19.76,ABMag,r - ZTF,0.30642294873893205,0.5982527150127193,Galaxy,-18.264942619501742,402.7063927908611,0.0951,"['17.52942' '9.15468' 'Galaxy' '402.7063927908611' '0.0951'
 '0.30642294873893205' '0.5982527150127193']",,,,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration
2023xkl,07:54:38.853,+10:47:01.13,2023-11-10 10:37:29.997,2023-11-11,20.0242,ABMag,r - ZTF,0.4365607347580603,2.9544146774401625,Galaxy,-20.70005956837381,1395.8923066336424,0.3506,"['118.661818' '10.783547' 'Galaxy' '1395.8923066336424' '0.3506'
 '0.4365607347580603' '2.9544146774401625']",,,,,,A. Munoz-Arancibia
2023xja,23:52:29.757,+41:28:39.16,2023-11-10 08:03:33.984,2023-11-11,19.284,ABMag,cyan - ATLAS,0.446725398042824,1.4524230464532761,Galaxy,-19.848388101437727,670.6217278746485,0.1608,"['358.124119' '41.477469' 'Galaxy' '670.6217278746485' '0.1608'
 '0.446725398042824' '1.4524230464532761']",,,,,,J. Tonry
2023xhu,01:26:02.661,+11:59:32.88,2023-11-03 04:50:52.800,2023-11-11,20.19,ABMag,r - ZTF,0.5755016108513693,2.2297998375684616,Galaxy,-19.32322234537686,799.1797464668816,0.1931,"['21.511245' '11.992424' 'Galaxy' '799.1797464668816' '0.1931'
 '0.5755016108513693' '2.2297998375684616']",,,,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration
2023xjz,11:52:09.182,+59:28:58.07,2023-11-05 11:13:55.200,2023-11-11,20.08,ABMag,g - ZTF,0.6497297625938555,2.150333902921999,Galaxy,-19.09099137068683,682.6502822672235,0.1638,"['178.038227' '59.482977' 'Galaxy' '682.6502822672235' '0.1638'
 '0.6497297625938555' '2.150333902921999']",,,,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration
2023xiy,12:14:48.664,+56:05:20.26,2023-11-10 06:02:58.848,2023-11-11,18.66,ABMag,L - GOTO,0.7172526072553062,inf,Galaxy,-inf,inf,inf,['183.702649' '56.088773' 'Galaxy' 'inf' 'inf' '0.7172526072553062' 'inf'],Galaxy,-20.87667976345794,807.8597162888673,0.1953,"['183.702002' '56.088407' 'Galaxy' '807.8597162888673' '0.1953'
 '2.5175276436195597' '9.860185093702787']",B. Gompertz
2023xkx,02:29:35.973,+02:10:23.70,2023-11-10 08:56:50.784,2023-11-11,20.61,ABMag,w - P1,0.7579008833418787,3.127337484286367,Galaxy,-19.039937351314272,851.1134825552316,0.2063,"['37.4' '2.173428' 'Galaxy' '851.1134825552316' '0.2063'
 '0.7579008833418787' '3.127337484286367']",,,,,,K. C. Chambers
2023xko,11:23:09.682,+16:27:59.88,2023-11-06 12:08:27.997,2023-11-11,19.8286,ABMag,r - ZTF,1.082443965801957,4.336658340855417,Galaxy,-19.75727458742351,826.3707136061979,0.2,"['170.79005' '16.466523' 'Galaxy' '826.3707136061979' '0.2'
 '1.082443965801957' '4.336658340855417']",,,,,,A. Munoz-Arancibia
2023xio,11:05:47.276,+57:59:49.72,2023-11-10 06:15:49.536,2023-11-11,19.88,ABMag,L - GOTO,1.1831276129800725,2.714604449669028,Galaxy,-18.49550049670432,473.2603268629338,0.1122,"['166.447175' '57.997457' 'Galaxy' '473.2603268629338' '0.1122'
 '1.1831276129800725' '2.714604449669028']",,,,,,B. Gompertz
2023xkt*,12:10:32.195,-01:18:50.16,2023-11-09 13:02:02.976,2023-11-11,17.8371,ABMag,r - ZTF,1.2194117382801286,0.86918748689664,Galaxy,-17.99984113660185,147.02399767704208,0.03425,"['182.634068' '-1.314263' 'Galaxy' '147.02399767704208' '0.03425'
 '1.2194117382801286' '0.86918748689664']",,,,,,K. De (Caltech) on behalf of ZTF
