TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Sep_kpc,Gal_1_type,Gal_1_ABS_Mag,Gal_1_dist,Gal_1_z,Gal_1_info,Reporter,SDSS_image
2023zld,12:45:40.004,-12:34:04.57,2023-12-09 12:10:04.800,2023-12-11,18.92,ABMag,g - ZTF,0.18404267631333265,0.3218973942049863,Galaxy,-18.866120270209578,360.7647147979123,0.085,"['191.416631' '-12.567934' 'Galaxy' '360.7647147979123' '0.085'
 '0.18404267631333265' '0.3218973942049863']",C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,No
2023zhr,02:02:36.512,+06:54:32.89,2023-12-08 05:32:39.264,2023-12-11,20.86,ABMag,w - P1,0.19417873621416,0.5010410885672052,Galaxy,-17.77048402602739,532.2268806006806,0.1266,"['30.652144' '6.909189' 'Galaxy' '532.2268806006806' '0.1266'
 '0.19417873621416' '0.5010410885672052']",K. C. Chambers,No
2023zln,22:54:15.709,-09:24:57.89,2023-12-06 03:03:45.003,2023-12-11,20.2633,ABMag,r - ZTF,0.23555364613771582,2.5855445630253,Galaxy,-21.511136647822454,2264.0568597308247,0.6076,"['343.565507' '-9.416041' 'Galaxy' '2264.0568597308247' '0.6076'
 '0.23555364613771582' '2.5855445630253']",A. Munoz-Arancibia,No
2023zli,15:20:53.696,+20:26:42.36,2023-12-09 13:04:48.000,2023-12-11,19.78,ABMag,r - ZTF,0.24029906893614253,0.4396710428519652,Galaxy,-18.10400454367072,377.3991422199498,0.089,"['230.223798' '20.445128' 'Galaxy' '377.3991422199498' '0.089'
 '0.24029906893614253' '0.4396710428519652']",C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,No
2023zkc,14:54:03.834,+01:31:04.80,2023-12-09 13:23:31.200,2023-12-11,18.9,ABMag,r - ZTF,0.40425607151026416,0.4994402862365207,Galaxy,-18.131260763567596,254.8309379423416,0.0597,"['223.515958' '1.518111' 'Galaxy' '254.8309379423416' '0.0597'
 '0.40425607151026416' '0.4994402862365207']",C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,No
2023zhm,09:35:00.082,+06:14:08.58,2023-12-08 14:29:10.176,2023-12-11,20.31,ABMag,w - P1,0.4467886917561541,1.1563881040829374,Galaxy,-18.327132879819,533.8590090220395,0.127,"['143.750228' '6.235768' 'Galaxy' '533.8590090220395' '0.127'
 '0.4467886917561541' '1.1563881040829374']",K. C. Chambers,No
2023zll,22:41:34.341,+03:53:26.88,2023-12-07 02:47:52.996,2023-12-11,19.3849,ABMag,g - ZTF,0.5291115369088092,1.1178796278520582,Galaxy,-18.811464718657223,435.7856685464958,0.1031,"['340.393233' '3.890777' 'Galaxy' '435.7856685464958' '0.1031'
 '0.5291115369088092' '1.1178796278520582']",A. Munoz-Arancibia,No
2023zkk,14:59:03.602,+14:06:19.27,2023-12-09 13:04:48.000,2023-12-11,19.22,ABMag,r - ZTF,0.6118714380056529,1.0318795243859762,Galaxy,-18.486969735330405,347.85155335199534,0.0819,"['224.764881' '14.105236' 'Galaxy' '347.85155335199534' '0.0819'
 '0.6118714380056529' '1.0318795243859762']",C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,No
2023zls,23:04:42.626,+09:25:31.25,2023-12-06 02:39:08.997,2023-12-11,20.1327,ABMag,g - ZTF,0.6917124644779475,2.6005095089298984,Galaxy,-19.31508988867541,775.4574589881165,0.1871,"['346.177776' '9.425445' 'Galaxy' '775.4574589881165' '0.1871'
 '0.6917124644779475' '2.6005095089298984']",A. Munoz-Arancibia,No
2023zky,08:16:40.268,+31:26:38.46,2023-12-09 12:49:24.384,2023-12-11,20.04,ABMag,w - P1,0.7533121592415857,2.779985825988212,Galaxy,-19.367463686856752,761.1894096654457,0.1835,"['124.167589' '31.443889' 'Galaxy' '761.1894096654457' '0.1835'
 '0.7533121592415857' '2.779985825988212']",K. C. Chambers,No
2023zjd,22:23:03.711,+16:51:44.89,2023-12-06 03:11:31.200,2023-12-11,19.67,ABMag,r - ZTF,0.817078368198452,1.463709846498024,Galaxy,-18.168082073157166,369.5016777070683,0.0871,"['335.765673' '16.862574' 'Galaxy' '369.5016777070683' '0.0871'
 '0.817078368198452' '1.463709846498024']",C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,No
2023zkf,15:00:17.004,+14:56:12.00,2023-12-09 13:04:48.000,2023-12-11,17.58,ABMag,r - ZTF,0.843387081053774,0.5793789714748907,Galaxy,-18.176804587061937,141.69708545752925,0.033,"['225.070623' '14.936749' 'Galaxy' '141.69708545752925' '0.033'
 '0.843387081053774' '0.5793789714748907']",C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,Yes
2023zkg,14:50:46.639,+10:24:31.29,2023-12-09 13:04:48.000,2023-12-11,18.27,ABMag,r - ZTF,0.8491164944037863,0.7526380915201727,Galaxy,-18.040220251777715,182.82856491886892,0.04267,"['222.694149' '10.408536' 'Galaxy' '182.82856491886892' '0.04267'
 '0.8491164944037863' '0.7526380915201727']",C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,Yes
2023zkd,15:48:47.536,+09:12:00.28,2023-07-07 04:36:28.800,2023-12-11,20.57,ABMag,r - ZTF,0.8571994227413442,4.523358156200259,Galaxy,-19.614021197728377,1088.439363143922,0.2678,"['237.197898' '9.200248' 'Galaxy' '1088.439363143922' '0.2678'
 '0.8571994227413442' '4.523358156200259']",C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,No
2023zil,00:15:10.817,-10:18:59.86,2023-12-07 05:10:11.424,2023-12-11,20.89,ABMag,w - P1,0.8791711242507417,13.074110225715916,Galaxy,-21.5438192986361,3067.3537132267948,0.8853,"['3.795056' '-10.316384' 'Galaxy' '3067.3537132267948' '0.8853'
 '0.8791711242507417' '13.074110225715916']",K. C. Chambers,No
2023zlj,23:48:38.010,+14:17:22.54,2023-12-07 02:46:30.000,2023-12-11,20.392,ABMag,g - ZTF,1.0974054820348242,3.840339348104485,Galaxy,-18.90013804963984,721.8178372077739,0.1736,"['357.158078' '14.289494' 'Galaxy' '721.8178372077739' '0.1736'
 '1.0974054820348242' '3.840339348104485']",A. Munoz-Arancibia,No
2023zkw,08:55:31.420,+06:35:48.59,2023-12-09 12:34:24.096,2023-12-11,20.4,ABMag,w - P1,1.2493814818772888,4.260960479471003,Galaxy,-18.836187873412285,703.4570309145669,0.169,"['133.880622' '6.597017' 'Galaxy' '703.4570309145669' '0.169'
 '1.2493814818772888' '4.260960479471003']",K. C. Chambers,No
2023zhn,00:36:02.574,+23:52:39.49,2023-12-08 07:30:19.872,2023-12-11,21.62,ABMag,w - P1,1.4381989116416378,6.440551410933854,Galaxy,-18.207646143487597,923.6963525361803,0.2249,"['9.010348' '23.877838' 'Galaxy' '923.6963525361803' '0.2249'
 '1.4381989116416378' '6.440551410933854']",K. C. Chambers,No
2023zmb,12:39:32.973,+24:49:51.51,2023-12-09 14:44:13.920,2023-12-11,19.115,ABMag,cyan - ATLAS,1.7180653620834958,11.272079582107208,Galaxy,-21.541947486750747,1353.285714470236,0.3389,"['189.88726' '24.831438' 'Galaxy' '1353.285714470236' '0.3389'
 '1.7180653620834958' '11.272079582107208']",J. Tonry,No
2023zjt,23:03:51.257,+03:20:23.31,2023-12-10 03:07:12.000,2023-12-11,18.73,ABMag,g - ZTF,1.7452224299266121,9.385797123045906,Galaxy,-21.49522754876728,1109.2910518700232,0.2733,"['345.963089' '3.339748' 'Galaxy' '1109.2910518700232' '0.2733'
 '1.7452224299266121' '9.385797123045906']",C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,No
2023zim,01:08:37.415,-06:54:38.31,2023-12-07 05:38:24.000,2023-12-11,18.54,ABMag,g - ZTF,1.8868404676007557,3.0790051021313003,Galaxy,-19.09550179814898,336.5893416714348,0.0792,"['17.156401' '-6.910794' 'Galaxy' '336.5893416714348' '0.0792'
 '1.8868404676007557' '3.0790051021313003']",C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,No
2023zjo,08:10:43.995,+05:06:13.43,2023-12-09 12:23:24.864,2023-12-11,20.6,ABMag,w - P1,1.902369630279071,3.5688178131283994,Galaxy,-17.338273034610992,386.94978253414394,0.0913,"['122.683843' '5.103737' 'Galaxy' '386.94978253414394' '0.0913'
 '1.902369630279071' '3.5688178131283994']",K. C. Chambers,No
2023zkx,08:53:51.171,+25:06:44.38,2023-12-09 13:00:38.304,2023-12-11,19.59,ABMag,w - P1,2.010787075592918,7.153202595669894,Galaxy,-19.737797867649068,733.7693609490395,0.1766,"['133.463758' '25.112067' 'Galaxy' '733.7693609490395' '0.1766'
 '2.010787075592918' '7.153202595669894']",K. C. Chambers,No
2023zhw,10:42:35.895,+38:11:16.32,2023-12-07 14:18:59.328,2023-12-11,20.72,ABMag,w - P1,2.1662675599505334,7.752287551857316,Galaxy,-18.620714552160123,738.1470873819125,0.1777,"['160.64929' '38.188429' 'Galaxy' '738.1470873819125' '0.1777'
 '2.1662675599505334' '7.752287551857316']",K. C. Chambers,No
2023zmd,13:57:46.850,+21:00:16.80,2023-12-09 14:34:23.808,2023-12-11,18.671,ABMag,cyan - ATLAS,2.2309254393114015,20.98312194587721,Galaxy,-22.768050909865323,1940.03775577021,0.5072,"['209.445444' '21.005246' 'Galaxy' '1940.03775577021' '0.5072'
 '2.2309254393114015' '20.98312194587721']",J. Tonry,No
2023zho,00:50:08.700,+15:40:57.91,2023-12-08 07:35:07.584,2023-12-11,21.2,ABMag,w - P1,2.5648287334993194,13.93474345798967,Galaxy,-19.047328702218106,1120.6390204311836,0.2763,"['12.535718' '15.683248' 'Galaxy' '1120.6390204311836' '0.2763'
 '2.5648287334993194' '13.93474345798967']",K. C. Chambers,No
2023zlc,15:08:17.023,+18:00:06.95,2023-12-09 13:04:48.000,2023-12-11,19.23,ABMag,r - ZTF,2.6254921006935517,6.2121418282913705,Galaxy,-19.212278898417527,488.0404059351449,0.1158,"['227.070997' '18.002657' 'Galaxy' '488.0404059351449' '0.1158'
 '2.6254921006935517' '6.2121418282913705']",C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,No
2023zhu,00:46:45.994,+21:21:07.83,2023-12-08 07:31:15.168,2023-12-11,21.35,ABMag,w - P1,2.6524120650547234,6.449769769123825,Galaxy,-17.151641753998433,501.5663023507573,0.1191,"['11.691527' '21.351446' 'Galaxy' '501.5663023507573' '0.1191'
 '2.6524120650547234' '6.449769769123825']",K. C. Chambers,No
2023zht,00:39:57.240,+18:11:56.71,2023-12-08 07:28:19.776,2023-12-11,20.57,ABMag,w - P1,3.160986194611233,7.7052780633177,Galaxy,-17.936954249876514,502.7948839292114,0.1194,"['9.989357' '18.199415' 'Galaxy' '502.7948839292114' '0.1194'
 '3.160986194611233' '7.7052780633177']",K. C. Chambers,No
2023zib,10:05:45.418,+35:28:31.88,2023-12-07 14:15:17.280,2023-12-11,20.55,ABMag,w - P1,3.559859321245646,6.66463444589578,Galaxy,-17.38384315385981,386.16119589608445,0.09111,"['151.439479' '35.476492' 'Galaxy' '386.16119589608445' '0.09111'
 '3.559859321245646' '6.66463444589578']",K. C. Chambers,Yes
2023zhs,00:42:09.742,+20:21:27.21,2023-12-08 07:29:23.712,2023-12-11,20.72,ABMag,w - P1,3.813836492729705,9.344370872316594,Galaxy,-17.798065650957156,505.37427369620457,0.12003,"['10.539549' '20.35715' 'Galaxy' '505.37427369620457' '0.12003'
 '3.813836492729705' '9.344370872316594']",K. C. Chambers,Yes
2023zkh,14:09:15.484,+02:46:32.50,2023-12-09 13:06:14.400,2023-12-11,18.44,ABMag,r - ZTF,4.480404008071972,7.087198831880853,Galaxy,-19.127912866050227,326.27407958914,0.07673,"['212.314515' '2.776939' 'Galaxy' '326.27407958914' '0.07673'
 '4.480404008071972' '7.087198831880853']",C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,Yes
2023zka,15:16:06.335,+07:49:18.68,2023-12-09 13:23:31.200,2023-12-11,18.38,ABMag,r - ZTF,4.504970316009182,47.82207287297446,Galaxy,-23.321807982048863,2189.5839270297033,0.584,"['229.026946' '7.822982' 'Galaxy' '2189.5839270297033' '0.584'
 '4.504970316009182' '47.82207287297446']",C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,No
2023zhj,09:38:33.974,+00:37:47.37,2023-12-08 14:43:28.992,2023-12-11,21.42,ABMag,w - P1,4.8078502464792585,22.381168089735727,Galaxy,-18.491784750961784,960.1894948964845,0.23432,"['144.641244' '0.628527' 'Galaxy' '960.1894948964845' '0.23432'
 '4.8078502464792585' '22.381168089735727']",K. C. Chambers,Yes
