TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Sep_kpc,Gal_1_type,Gal_1_ABS_Mag,Gal_1_dist,Gal_1_z,Gal_1_info,Gal_2_type,Gal_2_ABS_Mag,Gal_2_dist,Gal_2_z,Gal_2_info,Gal_3_type,Gal_3_ABS_Mag,Gal_3_dist,Gal_3_z,Gal_3_info,Reporter,SDSS_image
2024gdf,15:40:53.955,+16:50:22.57,2024-04-04 09:09:41.999,2024-04-11,20.7197,ABMag,g - ZTF,0.030565463133813142,0.18096513213505494,Galaxy,-19.714245279214555,1221.206355556946,0.3031,"['235.224819' '16.839597' 'Galaxy' '1221.206355556946' '0.3031'
 '0.030565463133813142' '0.18096513213505494']",,,,,,,,,,,A. Munoz-Arancibia,No
2024gfi,10:50:41.350,+34:56:31.42,2024-04-04 10:13:26.400,2024-04-11,18.29,ABMag,G - Gaia,0.08578422512230889,0.4596147424763865,Galaxy,-21.927058254573808,1105.1256293851782,0.2722,"['162.672319' '34.942053' 'Galaxy' '1105.1256293851782' '0.2722'
 '0.08578422512230889' '0.4596147424763865']",Galaxy,-23.08109633155749,1880.265884600058,0.4893,"['162.671764' '34.944349' 'Galaxy' '1880.265884600058' '0.4893'
 '8.382301086069464' '76.41126497650166']",,,,,,S.T. Hodgkin,Yes
2024geg,12:16:49.589,+04:54:31.61,2024-04-09 04:08:13.001,2024-04-11,20.9549,ABMag,r - ZTF,0.18198302070140626,2.273920727524263,Galaxy,-21.100947919846266,2577.3273592418786,0.7106,"['184.206574' '4.9088' 'Galaxy' '2577.3273592418786' '0.7106'
 '0.18198302070140626' '2.273920727524263']",,,,,,,,,,,A. Munoz-Arancibia,No
2024gdu,16:18:32.450,+35:30:35.52,2024-04-04 09:11:44.998,2024-04-11,20.8154,ABMag,g - ZTF,0.21109280800511804,0.9417393173202416,Galaxy,-19.00401199219667,920.2003591656153,0.224,"['244.635138' '35.509854' 'Galaxy' '920.2003591656153' '0.224'
 '0.21109280800511804' '0.9417393173202416']",,,,,,,,,,,A. Munoz-Arancibia,No
2024gdr,16:22:26.161,+11:58:35.53,2024-04-04 10:03:06.998,2024-04-11,20.6104,ABMag,g - ZTF,0.2946258075134477,0.8606383245330428,Galaxy,-18.289475143950042,602.5249408969196,0.1439,"['245.608921' '11.976545' 'Galaxy' '602.5249408969196' '0.1439'
 '0.2946258075134477' '0.8606383245330428']",Galaxy,-20.322468106878432,1536.6452625628763,0.3898,"['245.607757' '11.976062' 'Galaxy' '1536.6452625628763' '0.3898'
 '4.712055846191928' '35.10418681989945']",Galaxy,-18.70676688095515,730.1857886774134,0.1757,"['245.6096' '11.979169' 'Galaxy' '730.1857886774134' '0.1757'
 '9.707879508912686' '34.36628760815414']",A. Munoz-Arancibia,No
2024geu,17:08:29.006,+09:44:29.44,2024-04-09 12:59:23.136,2024-04-11,19.192,ABMag,orange - ATLAS,0.341926946171159,0.5558912306932411,Galaxy,-18.43540814341391,335.33711888029603,0.0789,"['257.120763' '9.741525' 'Galaxy' '335.33711888029603' '0.0789'
 '0.341926946171159' '0.5558912306932411']",,,,,,,,,,,J. Tonry,No
2024gff,16:38:00.479,+39:44:46.58,2024-04-04 09:40:24.997,2024-04-11,20.8243,ABMag,g - ZTF,0.4102636053805509,1.3842361403940047,Galaxy,-18.38856162403478,695.9408428785587,0.16712,"['249.501873' '39.746336' 'Galaxy' '695.9408428785587' '0.16712'
 '0.4102636053805509' '1.3842361403940047']",,,,,,,,,,,A. Munoz-Arancibia,Yes
2024gei,12:41:02.815,+25:16:06.33,2024-04-09 03:51:12.004,2024-04-11,19.9098,ABMag,r - ZTF,0.7019866241574803,7.1367131344881765,Galaxy,-21.698172682228392,2096.9811977288014,0.5551,"['190.261524' '25.268485' 'Galaxy' '2096.9811977288014' '0.5551'
 '0.7019866241574803' '7.1367131344881765']",Galaxy,-21.447282236901362,1868.1702309831953,0.4857,"['190.263774' '25.269278' 'Galaxy' '1868.1702309831953' '0.4857'
 '7.3311501284269145' '66.39928874532468']",Galaxy,-20.812199445486403,1394.440182783062,0.3502,"['190.264187' '25.267834' 'Galaxy' '1394.440182783062' '0.3502'
 '8.279635842853342' '55.97395468140359']",A. Munoz-Arancibia,No
2024gdi,16:19:55.553,+19:33:37.74,2024-04-04 09:38:20.996,2024-04-11,20.5195,ABMag,g - ZTF,0.707554302829751,4.79333753141643,Galaxy,-20.207016842621833,1397.3441095751723,0.351,"['244.981362' '19.560651' 'Galaxy' '1397.3441095751723' '0.351'
 '0.707554302829751' '4.79333753141643']",,,,,,,,,,,A. Munoz-Arancibia,No
2024gez,12:27:30.108,+23:20:15.65,2024-04-09 03:51:12.003,2024-04-11,21.1161,ABMag,r - ZTF,0.901526783332916,2.0001811344515965,Galaxy,-17.186479131332955,457.631411277708,0.1084,"['186.875341' '23.337451' 'Galaxy' '457.631411277708' '0.1084'
 '0.901526783332916' '2.0001811344515965']",,,,,,,,,,,Jesper Sollerman (SU),No
2024gds,12:00:40.251,+19:27:53.11,2024-04-07 08:23:31.004,2024-04-11,20.4851,ABMag,g - ZTF,1.2695775781663026,1.8090738724090891,Galaxy,-16.856010953754843,293.91529765664416,0.069,"['180.167401' '19.464948' 'Galaxy' '293.91529765664416' '0.069'
 '1.2695775781663026' '1.8090738724090891']",,,,,,,,,,,A. Munoz-Arancibia,No
2024gev,14:28:55.805,+51:01:25.96,2024-04-09 10:59:17.376,2024-04-11,19.352,ABMag,orange - ATLAS,1.66833313404121,1.024631277781288,Galaxy,-16.161549834644905,126.68055778216537,0.02948,"['217.231949' '51.02417' 'Galaxy' '126.68055778216537' '0.02948'
 '1.66833313404121' '1.024631277781288']",,,,,,,,,,,J. Tonry,Yes
2024gdh,15:37:40.674,+02:53:31.88,2024-04-04 09:08:19.997,2024-04-11,20.728,ABMag,g - ZTF,1.694010279536631,6.104714371386557,Galaxy,-18.62787220341955,743.3176422661687,0.179,"['234.419695' '2.892605' 'Galaxy' '743.3176422661687' '0.179'
 '1.694010279536631' '6.104714371386557']",,,,,,,,,,,A. Munoz-Arancibia,No
2024gdt,12:37:53.016,+11:01:02.18,2024-04-03 07:35:01.000,2024-04-11,20.6607,ABMag,g - ZTF,1.7026531913924297,14.161283701344741,Galaxy,-20.511307798903992,1715.5428091373378,0.4409,"['189.47044' '11.017413' 'Galaxy' '1715.5428091373378' '0.4409'
 '1.7026531913924297' '14.161283701344741']",,,,,,,,,,,A. Munoz-Arancibia,No
2024gfa,10:42:47.400,+27:39:43.16,2024-04-10 07:55:12.000,2024-04-11,17.1,ABMag,g - Sloan,1.7146463335075144,1.4181462451720492,Galaxy,-19.059857987329373,170.59708161400113,0.03979,"['160.697257' '27.661564' 'Galaxy' '170.59708161400113' '0.03979'
 '1.7146463335075144' '1.4181462451720492']",,,,,,,,,,,K. Z. Stanek,Yes
2024gel,11:58:36.693,+25:39:09.69,2024-04-09 03:42:50.996,2024-04-11,20.6169,ABMag,r - ZTF,1.7854080670198869,8.062621150762853,Galaxy,-19.228919469852805,931.4593230946222,0.2269,"['179.653436' '25.652653' 'Galaxy' '931.4593230946222' '0.2269'
 '1.7854080670198869' '8.062621150762853']",,,,,,,,,,,A. Munoz-Arancibia,No
2024gdy,16:42:54.683,+41:12:11.77,2024-04-09 10:37:29.004,2024-04-11,20.9953,ABMag,r - ZTF,1.8095338838080237,4.2527192863482295,Galaxy,-17.432325650803698,484.7581620207834,0.115,"['250.727833' '41.203772' 'Galaxy' '484.7581620207834' '0.115'
 '1.8095338838080237' '4.2527192863482295']",,,,,,,,,,,A. Munoz-Arancibia,No
2024gek,12:09:22.267,+25:34:38.07,2024-04-09 03:42:50.996,2024-04-11,20.7877,ABMag,r - ZTF,1.8634207049573543,6.358724271554452,Galaxy,-18.44972104923938,703.8566365327617,0.1691,"['182.343166' '25.577624' 'Galaxy' '703.8566365327617' '0.1691'
 '1.8634207049573543' '6.358724271554452']",,,,,,,,,,,A. Munoz-Arancibia,No
2024gdm,12:41:53.111,-14:40:02.14,2024-04-03 06:22:09.998,2024-04-11,20.2751,ABMag,r - ZTF,1.8925282560854557,4.206429833447236,Galaxy,-18.03138204870213,458.45467924467806,0.1086,"['190.470832' '-14.667535' 'Galaxy' '458.45467924467806' '0.1086'
 '1.8925282560854557' '4.206429833447236']",,,,,,,,,,,A. Munoz-Arancibia,No
2024gem,11:32:49.635,+32:44:26.14,2024-04-09 03:21:57.997,2024-04-11,20.4695,ABMag,r - ZTF,1.933951043339441,3.9387761833019392,Galaxy,-17.64720480176928,420.08866206407623,0.0993,"['173.206421' '32.74017' 'Galaxy' '420.08866206407623' '0.0993'
 '1.933951043339441' '3.9387761833019392']",,,,,,,,,,,A. Munoz-Arancibia,No
2024gee,12:39:03.852,-15:47:27.27,2024-04-09 04:42:05.000,2024-04-11,20.3788,ABMag,r - ZTF,1.9662617623652323,7.7837404370608345,Galaxy,-19.18106072356025,816.5299981220112,0.1975,"['189.765608' '-15.791251' 'Galaxy' '816.5299981220112' '0.1975'
 '1.9662617623652323' '7.7837404370608345']",,,,,,,,,,,A. Munoz-Arancibia,No
2024ged,11:56:12.315,+18:43:02.23,2024-04-09 03:38:40.004,2024-04-11,20.9901,ABMag,r - ZTF,2.049630519941551,8.27797728582694,Galaxy,-18.613268921393665,833.055208914359,0.2017,"['179.050729' '18.717423' 'Galaxy' '833.055208914359' '0.2017'
 '2.049630519941551' '8.27797728582694']",,,,,,,,,,,A. Munoz-Arancibia,No
2024gdz,16:02:45.681,+32:51:18.51,2024-04-09 10:33:15.998,2024-04-11,20.5422,ABMag,r - ZTF,2.0677784924501585,5.560200182895971,Galaxy,-18.177857735391477,554.6404596147049,0.1321,"['240.689685' '32.85497' 'Galaxy' '554.6404596147049' '0.1321'
 '2.0677784924501585' '5.560200182895971']",,,,,,,,,,,A. Munoz-Arancibia,No
2024gdw,16:08:22.015,+41:09:12.33,2024-04-09 06:29:08.002,2024-04-11,21.1669,ABMag,g - ZTF,2.27165596436875,13.441304132686874,Galaxy,-19.26571990830695,1220.4612125272358,0.3029,"['242.090962' '41.153679' 'Galaxy' '1220.4612125272358' '0.3029'
 '2.27165596436875' '13.441304132686874']",Galaxy,-20.59667724599168,2252.7627128893264,0.604,"['242.090627' '41.151725' 'Galaxy' '2252.7627128893264' '0.604'
 '6.810295057540359' '74.38001202345518']",,,,,,A. Munoz-Arancibia,No
2024gdv,12:40:55.319,+19:22:02.39,2024-04-03 08:08:13.998,2024-04-11,20.2365,ABMag,g - ZTF,2.4108156343409166,20.905046987231664,Galaxy,-21.0260614098655,1788.5961104059722,0.4622,"['190.23108' '19.367711' 'Galaxy' '1788.5961104059722' '0.4622'
 '2.4108156343409166' '20.905046987231664']",Galaxy,-21.943079834463127,2728.4497947546697,0.7626,"['190.228987' '19.367648' 'Galaxy' '2728.4497947546697' '0.7626'
 '5.250301873818346' '69.45045706263832']",,,,,,A. Munoz-Arancibia,No
2024geo,11:56:56.052,+27:20:20.34,2024-04-09 03:42:50.996,2024-04-11,20.2902,ABMag,r - ZTF,3.4127451671050015,12.384021170695172,Galaxy,-19.080714793208386,748.4847541430228,0.1803,"['179.232571' '27.338606' 'Galaxy' '748.4847541430228' '0.1803'
 '3.4127451671050015' '12.384021170695172']",,,,,,,,,,,A. Munoz-Arancibia,Yes
2024gdp,10:28:41.803,-03:01:32.57,2024-04-08 05:38:59.001,2024-04-11,20.7824,ABMag,r - ZTF,4.278332855310318,6.28764175235499,Galaxy,-16.625791762939674,303.1365841976407,0.0712,"['157.174594' '-3.0246' 'Galaxy' '303.1365841976407' '0.0712'
 '4.278332855310318' '6.28764175235499']",,,,,,,,,,,A. Munoz-Arancibia,No
2024gdx,16:42:04.425,+43:58:11.60,2024-04-09 10:37:29.004,2024-04-11,21.1854,ABMag,r - ZTF,5.464898910102989,20.071724930156186,Galaxy,-18.21173848525563,757.5785978842943,0.18259,"['250.518409' '43.968371' 'Galaxy' '757.5785978842943' '0.18259'
 '5.464898910102989' '20.071724930156186']",Galaxy,-18.21162472268606,757.5389096846978,0.18258,"['250.520894' '43.969913' 'Galaxy' '757.5389096846978' '0.18258'
 '6.365227729815073' '23.377268094823556']",,,,,,A. Munoz-Arancibia,Yes
2024gea,15:46:32.773,+17:12:21.44,2024-04-09 10:16:26.000,2024-04-11,20.8866,ABMag,r - ZTF,5.8371541933759135,14.078059149067512,Galaxy,-17.59723376516662,497.4698366028157,0.1181,"['236.634918' '17.205524' 'Galaxy' '497.4698366028157' '0.1181'
 '5.8371541933759135' '14.078059149067512']",Galaxy,-18.203775154811503,657.7714675423691,0.1576,"['236.638216' '17.207789' 'Galaxy' '657.7714675423691' '0.1576'
 '8.730671895681313' '27.841816398571158']",,,,,,A. Munoz-Arancibia,Yes
