TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Sep_kpc,Gal_1_type,Gal_1_ABS_Mag,Gal_1_dist,Gal_1_z,Gal_1_info,Gal_2_type,Gal_2_ABS_Mag,Gal_2_dist,Gal_2_z,Gal_2_info,Reporter
2020afev,12:10:08.091,+46:06:39.21,2020-11-06 11:54:41.184,2023-10-14,20.0838,ABMag,r - ZTF,0.03958567382455044,0.2899221237796151,Galaxy,-20.812042241938837,1510.6659776440422,0.3825,"['182.533697' '46.110894' 'Galaxy' '1510.6659776440422' '0.3825'
 '0.03958567382455044' '0.2899221237796151']",,,,,,Patrick Aleo (UIUC)
2018mgo,13:24:26.882,+37:02:58.39,2018-12-13 12:20:51.936,2023-10-14,19.8759,ABMag,r - ZTF,0.04328575728990772,0.13356095188538686,Galaxy,-19.14289809534668,636.4431536749744,0.1523,"['201.112018' '37.049562' 'Galaxy' '636.4431536749744' '0.1523'
 '0.04328575728990772' '0.13356095188538686']",,,,,,Patrick Aleo (UIUC)
2019aatm*,12:50:06.583,+27:01:13.62,2019-01-03 12:08:08.160,2023-10-14,20.6875,ABMag,r - ZTF,0.0441452888932995,0.15219685629533175,Galaxy,-18.57223225892168,711.1258269144539,0.17092,"['192.527432' '27.020462' 'Galaxy' '711.1258269144539' '0.17092'
 '0.0441452888932995' '0.15219685629533175']",,,,,,Patrick Aleo (UIUC)
2021ahwt,12:40:53.371,-06:14:52.88,2021-01-01 13:00:47.808,2023-10-14,19.374,ABMag,r - ZTF,0.058953897908118315,0.15643075358184852,Galaxy,-19.31717372798551,547.3117168225265,0.1303,"['190.222371' '-6.248008' 'Galaxy' '547.3117168225265' '0.1303'
 '0.058953897908118315' '0.15643075358184852']",,,,,,Patrick Aleo (UIUC)
2021ahwl,17:01:15.879,+29:38:03.52,2021-03-18 09:12:50.688,2023-10-14,20.651,ABMag,r - ZTF,0.06199218652022432,0.43366197043562366,Galaxy,-20.14519758752331,1442.9109111078144,0.3636,"['255.316172' '29.634296' 'Galaxy' '1442.9109111078144' '0.3636'
 '0.06199218652022432' '0.43366197043562366']",,,,,,Patrick Aleo (UIUC)
2021ahzm,00:34:36.249,+07:11:02.97,2021-07-04 10:06:25.632,2023-10-14,20.0078,ABMag,g - ZTF,0.06507639611844648,0.2735924191236556,Galaxy,-19.68272849310024,867.1729026763461,0.2104,"['8.651054' '7.184166' 'Galaxy' '867.1729026763461' '0.2104'
 '0.06507639611844648' '0.2735924191236556']",,,,,,Patrick Aleo (UIUC)
2018mja,02:57:56.979,-07:12:58.56,2018-09-21 08:58:32.736,2023-10-14,19.8488,ABMag,r - ZTF,0.07567740389710818,0.549933321774107,Galaxy,-21.030044716939866,1498.887174120539,0.3792,"['44.487428' '-7.216281' 'Galaxy' '1498.887174120539' '0.3792'
 '0.07567740389710818' '0.549933321774107']",,,,,,Patrick Aleo (UIUC)
2019aath,16:36:59.943,+26:54:50.84,2019-04-10 09:04:45.120,2023-10-14,20.2368,ABMag,g - ZTF,0.0757076332389093,0.2049198576515787,Galaxy,-18.49754754526955,558.3024183548769,0.133,"['249.249739' '26.914124' 'Galaxy' '558.3024183548769' '0.133'
 '0.0757076332389093' '0.2049198576515787']",,,,,,Patrick Aleo (UIUC)
2021ahys,15:52:24.360,+35:54:02.47,2021-04-18 06:42:01.152,2023-10-14,21.0229,ABMag,r - ZTF,0.07619919520449,0.2511512346806619,Galaxy,-18.13915033442366,679.8452489891366,0.1631,"['238.101474' '35.900684' 'Galaxy' '679.8452489891366' '0.1631'
 '0.07619919520449' '0.2511512346806619']",,,,,,Patrick Aleo (UIUC)
2021ahxa,16:08:26.254,+39:44:49.65,2021-01-05 12:18:25.056,2023-10-14,20.2008,ABMag,r - ZTF,0.09120267408137561,0.2588922218261578,Galaxy,-18.636882818911403,585.5130293018071,0.1397,"['242.109397' '39.74715' 'Galaxy' '585.5130293018071' '0.1397'
 '0.09120267408137561' '0.2588922218261578']",,,,,,Patrick Aleo (UIUC)
2018mka,09:28:39.490,+55:35:23.79,2018-11-25 10:20:52.224,2023-10-14,19.8569,ABMag,r - ZTF,0.10166645230935427,0.496586122747101,Galaxy,-20.15931021594319,1007.4930134936126,0.2466,"['142.164566' '55.589917' 'Galaxy' '1007.4930134936126' '0.2466'
 '0.10166645230935427' '0.496586122747101']",,,,,,Patrick Aleo (UIUC)
2018mhb*,12:34:29.095,+43:35:08.68,2018-12-12 12:10:45.408,2023-10-14,20.9214,ABMag,g - ZTF,0.1150920360426888,0.3481709377141475,Galaxy,-18.05446188624257,623.9824532617092,0.14921,"['188.621187' '43.585735' 'Galaxy' '623.9824532617092' '0.14921'
 '0.1150920360426888' '0.3481709377141475']",,,,,,Patrick Aleo (UIUC)
2021ahxy,11:55:55.132,+15:57:43.80,2021-03-18 06:53:38.400,2023-10-14,20.8995,ABMag,g - ZTF,0.11524690212199104,0.6309918241142685,Galaxy,-19.364598025269242,1129.3267234698455,0.2786,"['178.979734' '15.962194' 'Galaxy' '1129.3267234698455' '0.2786'
 '0.11524690212199104' '0.6309918241142685']",,,,,,Patrick Aleo (UIUC)
2018mkd,09:31:43.175,+55:58:48.67,2018-12-30 13:12:31.104,2023-10-14,20.2339,ABMag,g - ZTF,0.12542436690348446,0.6809723133972075,Galaxy,-20.01196335295517,1119.883047842643,0.2761,"['142.929939' '55.980161' 'Galaxy' '1119.883047842643' '0.2761'
 '0.12542436690348446' '0.6809723133972075']",,,,,,Patrick Aleo (UIUC)
2021ahvq,23:34:53.607,+11:24:47.28,2021-08-18 10:20:13.344,2023-10-14,20.7659,ABMag,g - ZTF,0.12758856856837777,0.29604641280943533,Galaxy,-17.63396585528334,478.60052541923346,0.1135,"['353.723396' '11.41312' 'Galaxy' '478.60052541923346' '0.1135'
 '0.12758856856837777' '0.29604641280943533']",,,,,,Patrick Aleo (UIUC)
2021ahxr,07:58:11.697,+66:20:19.64,2021-03-07 03:43:56.064,2023-10-14,20.2343,ABMag,r - ZTF,0.12992576905997633,0.38309617536151197,Galaxy,-18.685888266090114,608.1877287100085,0.1453,"['119.548809' '66.338767' 'Galaxy' '608.1877287100085' '0.1453'
 '0.12992576905997633' '0.38309617536151197']",,,,,,Patrick Aleo (UIUC)
2018mgx,12:02:49.321,+50:39:50.74,2018-12-12 11:53:18.240,2023-10-14,20.507,ABMag,g - ZTF,0.13154406810051172,0.2536521253501588,Galaxy,-17.490961850926656,397.73368153999826,0.0939,"['180.7055' '50.664058' 'Galaxy' '397.73368153999826' '0.0939'
 '0.13154406810051172' '0.2536521253501588']",,,,,,Patrick Aleo (UIUC)
2020affe,00:33:59.158,+37:09:34.71,2020-08-11 10:05:58.848,2023-10-14,19.8889,ABMag,g - ZTF,0.14567913712330063,0.3010756148821254,Galaxy,-18.25961677389582,426.28824278245753,0.1008,"['8.496542' '37.159647' 'Galaxy' '426.28824278245753' '0.1008'
 '0.14567913712330063' '0.3010756148821254']",,,,,,Patrick Aleo (UIUC)
2018mgt*,10:06:32.651,+14:24:50.61,2018-12-05 13:07:27.840,2023-10-14,19.9617,ABMag,g - ZTF,0.1637400951872378,0.2855612971386445,Galaxy,-17.81814720347632,359.72402214063175,0.08475,"['151.636092' '14.41405' 'Galaxy' '359.72402214063175' '0.08475'
 '0.1637400951872378' '0.2855612971386445']",,,,,,Patrick Aleo (UIUC)
