TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Sep_kpc,Gal_1_type,Gal_1_ABS_Mag,Gal_1_dist,Gal_1_z,Gal_1_info,Reporter
2023xyo,00:11:24.745,+02:28:42.96,2023-11-17 08:44:41.568,18-Nov-2023,19.57,ABMag,i - P1,0.15210767852082024,0.42459974078629087,Galaxy,-19.231268598611557,575.7762140412268,0.1373,"['2.853145' '2.478611' 'Galaxy' '575.7762140412268' '0.1373'
 '0.15210767852082024' '0.42459974078629087']",D. O. Jones (UC Santa Cruz)
2023xyg,05:01:06.299,-03:02:47.66,2023-11-17 10:36:40.032,18-Nov-2023,21.48,ABMag,w - P1,0.16181292503435873,0.27517523521203385,Galaxy,-16.245106354905747,350.76905358418225,0.0826,"['75.276214' '-3.046604' 'Galaxy' '350.76905358418225' '0.0826'
 '0.16181292503435873' '0.27517523521203385']",K. C. Chambers
2023xyk,05:18:30.096,-00:36:48.18,2023-11-17 11:38:17.952,18-Nov-2023,20.99,ABMag,w - P1,0.20505516268170426,0.5018814384989174,Galaxy,-17.52577779638965,504.84209380144114,0.1199,"['79.625416' '-0.613438' 'Galaxy' '504.84209380144114' '0.1199'
 '0.20505516268170426' '0.5018814384989174']",K. C. Chambers
2023xzi,20:28:22.440,-14:49:42.75,2023-11-09 04:58:35.904,18-Nov-2023,20.21,ABMag,w - P1,0.6579542279887158,2.010872145480147,Galaxy,-18.788069547246735,630.3966686557031,0.1508,"['307.093408' '-14.828382' 'Galaxy' '630.3966686557031' '0.1508'
 '0.6579542279887158' '2.010872145480147']",K. C. Chambers
2023xzn,00:06:23.021,-05:43:12.25,2023-11-03 08:04:26.688,18-Nov-2023,20.88,ABMag,w - P1,1.0667317791402438,2.801008977513756,Galaxy,-17.78842200277305,541.6071643697406,0.1289,"['1.595697' '-5.719874' 'Galaxy' '541.6071643697406' '0.1289'
 '1.0667317791402438' '2.801008977513756']",K. C. Chambers
2023xxv,01:06:39.208,+01:31:12.00,2023-11-17 07:34:59.808,18-Nov-2023,20.76,ABMag,w - P1,1.2476910062622752,6.154648066277756,Galaxy,-19.277606564276308,1017.4692969180993,0.2492,"['16.663071' '1.519819' 'Galaxy' '1017.4692969180993' '0.2492'
 '1.2476910062622752' '6.154648066277756']",K. C. Chambers
2023xyr*,11:06:42.401,+45:44:53.81,2023-11-17 13:55:12.000,18-Nov-2023,16.9,ABMag,g - Sloan,1.2738777472823368,0.9679703322566628,Galaxy,-19.075797142996144,156.732632674214,0.03653,"['166.676848' '45.747949' 'Galaxy' '156.732632674214' '0.03653'
 '1.2738777472823368' '0.9679703322566628']",K. Z. Stanek
2023xyu,22:56:48.956,+21:11:21.94,2023-11-17 06:34:30.144,18-Nov-2023,21.17,ABMag,w - P1,1.330863829479693,8.369511646612816,Galaxy,-19.394958146883354,1297.1542692975888,0.3236,"['344.204376' '21.189479' 'Galaxy' '1297.1542692975888' '0.3236'
 '1.330863829479693' '8.369511646612816']",K. C. Chambers
2023xzc,02:38:20.764,+01:45:22.78,2023-11-10 09:17:58.272,18-Nov-2023,21.49,ABMag,w - P1,1.36435065994504,6.063583976511392,Galaxy,-18.32114262252382,916.7027295687772,0.2231,"['39.586713' '1.756652' 'Galaxy' '916.7027295687772' '0.2231'
 '1.36435065994504' '6.063583976511392']",K. C. Chambers
2023xyi,03:21:01.884,-06:15:32.45,2023-11-17 09:26:24.576,18-Nov-2023,21,ABMag,w - P1,1.8430998604028257,7.808121831172216,Galaxy,-18.707114240084557,873.8217452366322,0.2121,"['50.258322' '-6.258809' 'Galaxy' '873.8217452366322' '0.2121'
 '1.8430998604028257' '7.808121831172216']",K. C. Chambers
2023xzd,01:46:50.467,-10:12:14.84,2023-10-17 08:58:10.272,18-Nov-2023,20.88,ABMag,w - P1,1.9587206178131644,7.705246717478475,Galaxy,-18.66619593752814,811.4078173348215,0.1962,"['26.710499' '-10.203623' 'Galaxy' '811.4078173348215' '0.1962'
 '1.9587206178131644' '7.705246717478475']",K. C. Chambers
2023xzk,22:22:50.707,-03:28:41.39,2023-11-04 05:08:21.696,18-Nov-2023,20.96,ABMag,w - P1,2.0416738734364,inf,Galaxy,-inf,inf,inf,['335.711284' '-3.478731' 'Galaxy' 'inf' 'inf' '2.0416738734364' 'inf'],K. C. Chambers
2023xyt,01:53:11.145,+07:36:41.25,2023-11-17 07:45:20.160,18-Nov-2023,20.97,ABMag,w - P1,2.09357713030147,6.676346423132979,Galaxy,-18.120375154811505,657.7714675423691,0.1576,"['28.296676' '7.610927' 'Galaxy' '657.7714675423691' '0.1576'
 '2.09357713030147' '6.676346423132979']",K. C. Chambers
2023xyh,03:11:57.101,-08:06:28.91,2023-11-17 09:19:35.904,18-Nov-2023,21.41,ABMag,w - P1,3.582534006338271,18.323008984569128,Galaxy,-18.706158031063932,1054.9493435173395,0.259,"['47.98743' '-8.108899' 'Galaxy' '1054.9493435173395' '0.259'
 '3.582534006338271' '18.323008984569128']",K. C. Chambers
2023xym,04:31:07.568,-06:34:26.56,2023-10-23 13:15:43.776,18-Nov-2023,21.54,ABMag,w - P1,3.8635660572270565,8.803098495577057,Galaxy,-16.820361761450414,469.9723982183892,0.1114,"['67.780765' '-6.57329' 'Galaxy' '469.9723982183892' '0.1114'
 '3.8635660572270565' '8.803098495577057']",K. C. Chambers
