TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Sep_kpc,Gal_1_type,Gal_1_ABS_Mag,Gal_1_dist,Gal_1_z,Gal_1_info,Gal_2_type,Gal_2_ABS_Mag,Gal_2_dist,Gal_2_z,Gal_2_info,Reporter,SDSS_image
2024azs,08:12:00.424,+18:43:19.20,2024-01-19 13:26:56.832,2024-01-29,21.1,ABMag,w - P1,0.16010747353195437,0.4251520850581195,Galaxy,-17.592789210012803,547.7190446856882,0.1304,"['123.001732' '18.72203' 'Galaxy' '547.7190446856882' '0.1304'
 '0.16010747353195437' '0.4251520850581195']",,,,,,K. C. Chambers,No
2024bbf,09:56:06.347,+34:08:07.24,2024-01-20 10:24:38.592,2024-01-29,20.16,ABMag,w - P1,0.236141686441367,0.8026054761496876,Galaxy,-19.068772956044516,701.0590358004345,0.1684,"['149.026495' '34.135293' 'Galaxy' '701.0590358004345' '0.1684'
 '0.236141686441367' '0.8026054761496876']",Galaxy,-20.47927495779653,1342.3166944471523,0.3359,"['149.024441' '34.136994' 'Galaxy' '1342.3166944471523' '0.3359'
 '8.423296376266432' '54.81658045820754']",K. C. Chambers,No
2024azl,09:23:01.094,+37:13:59.04,2024-01-20 13:41:07.872,2024-01-29,21.58,ABMag,w - P1,0.24223904866286844,2.5126112162222047,Galaxy,-20.071531374981888,2139.4703639674726,0.5683,"['140.754491' '37.233026' 'Galaxy' '2139.4703639674726' '0.5683'
 '0.24223904866286844' '2.5126112162222047']",,,,,,K. C. Chambers,No
2024ays,09:28:04.305,+39:19:12.51,2024-01-20 13:44:04.992,2024-01-29,21.48,ABMag,w - P1,0.25553130687502834,2.229727002466909,Galaxy,-19.796163551876237,1799.8350722106488,0.4655,"['142.017906' '39.320075' 'Galaxy' '1799.8350722106488' '0.4655'
 '0.25553130687502834' '2.229727002466909']",,,,,,K. C. Chambers,No
2024ayy,08:54:52.383,+05:14:19.55,2024-01-19 10:55:47.424,2024-01-29,21.31,ABMag,w - P1,0.364004413417172,1.6259740857823917,Galaxy,-18.512160517579286,921.3658335060617,0.2243,"['133.718263' '5.238865' 'Galaxy' '921.3658335060617' '0.2243'
 '0.364004413417172' '1.6259740857823917']",Galaxy,-20.307646406700893,2106.343909760358,0.558,"['133.716343' '5.237437' 'Galaxy' '2106.343909760358' '0.558'
 '8.376794804876393' '85.54251711896971']",K. C. Chambers,No
2024bbm,10:07:58.466,+05:28:30.79,2024-01-20 12:03:37.728,2024-01-29,21.06,ABMag,w - P1,0.38671471474554403,2.0121520772117347,Galaxy,-19.093476184401727,1073.236012149225,0.2638,"['151.993683' '5.475297' 'Galaxy' '1073.236012149225' '0.2638'
 '0.38671471474554403' '2.0121520772117347']",,,,,,K. C. Chambers,No
2024bbc,08:54:20.081,+16:31:49.92,2024-01-19 13:41:12.192,2024-01-29,21.06,ABMag,w - P1,0.4124868744741244,1.6918534218924173,Galaxy,-18.576888668154705,846.0143579389913,0.205,"['133.583663' '16.530419' 'Galaxy' '846.0143579389913' '0.205'
 '0.4124868744741244' '1.6918534218924173']",,,,,,K. C. Chambers,No
2024bao,10:02:53.072,+23:47:59.26,2024-01-20 10:46:37.056,2024-01-29,20.75,ABMag,w - P1,0.4241341112547653,2.265414074211234,Galaxy,-19.460347626162445,1101.71566662227,0.2713,"['150.721027' '23.799728' 'Galaxy' '1101.71566662227' '0.2713'
 '0.4241341112547653' '2.265414074211234']",Galaxy,-21.728865087214785,3131.648550890209,0.9096,"['150.718925' '23.798513' 'Galaxy' '3131.648550890209' '0.9096'
 '8.613498239082688' '130.77582049687175']",K. C. Chambers,No
2024axz,11:51:11.782,-01:05:20.63,2024-01-20 15:10:26.400,2024-01-29,20.54,ABMag,w - P1,0.4650695452629942,0.974198390166221,Galaxy,-17.63777319855565,432.0705241079575,0.1022,"['177.798988' '-1.089141' 'Galaxy' '432.0705241079575' '0.1022'
 '0.4650695452629942' '0.974198390166221']",,,,,,K. C. Chambers,No
2024azi,10:29:09.630,+24:04:24.25,2024-01-20 10:53:10.176,2024-01-29,20.72,ABMag,w - P1,0.5513455136610357,0.979895378647265,Galaxy,-17.100904988027104,366.5903238743908,0.0864,"['157.29022' '24.073529' 'Galaxy' '366.5903238743908' '0.0864'
 '0.5513455136610357' '0.979895378647265']",,,,,,K. C. Chambers,No
2024bab,08:08:31.013,+07:28:22.37,2024-01-19 10:58:01.344,2024-01-29,20.38,ABMag,w - P1,0.5639221368672427,1.0170275756716582,Galaxy,-17.472693592495244,371.9963841428953,0.0877,"['122.129104' '7.472986' 'Galaxy' '371.9963841428953' '0.0877'
 '0.5639221368672427' '1.0170275756716582']",,,,,,K. C. Chambers,No
2024axw,11:19:15.094,+03:25:16.27,2024-01-19 14:46:43.392,2024-01-29,19.66,ABMag,w - P1,0.6107387910300723,1.5093517758795951,Galaxy,-18.876800490943086,509.75336130331783,0.1211,"['169.812827' '3.421343' 'Galaxy' '509.75336130331783' '0.1211'
 '0.6107387910300723' '1.5093517758795951']",,,,,,K. C. Chambers,No
