TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Sep_kpc,Gal_1_type,Gal_1_ABS_Mag,Gal_1_dist,Gal_1_z,Gal_1_info,Reporter,SDSS_image
2023uat,01:30:05.715,+38:14:35.20,2023-10-04 07:47:12.998,2023-10-05,19.7025,ABMag,r - ZTF,0.18976426064123586,0.42253708974667836,Galaxy,-18.60787773608392,459.27789906792094,0.1088,"['22.523795' '38.243162' 'Galaxy' '459.27789906792094' '0.1088'
 '0.18976426064123586' '0.42253708974667836']",A. Munoz-Arancibia,No
2023tzz,22:54:50.294,+01:39:11.41,2023-10-04 06:57:14.400,2023-10-05,21.01,ABMag,w - P1,0.19981230623830043,0.7577173503476657,Galaxy,-18.45655066227344,782.1861693224021,0.1888,"['343.709504' '1.653158' 'Galaxy' '782.1861693224021' '0.1888'
 '0.19981230623830043' '0.7577173503476657']",K. C. Chambers,No
2023uaz,21:38:05.329,+05:00:02.40,2023-10-04 04:25:55.004,2023-10-05,20.0529,ABMag,g - ZTF,0.9417482762720405,2.200154777413775,Galaxy,-18.361817665200768,481.88513885565874,0.1143,"['324.52214' '5.000413' 'Galaxy' '481.88513885565874' '0.1143'
 '0.9417482762720405' '2.200154777413775']",A. Munoz-Arancibia,No
2022aeql,02:15:22.230,-05:18:28.73,2022-10-02 08:06:33.696,2023-10-05,19.9012,ABMag,r - ZTF,0.9818580582884501,0.9455934105706438,Galaxy,-16.589204307537923,198.64647437949958,0.0464,"['33.842861' '-5.308119' 'Galaxy' '198.64647437949958' '0.0464'
 '0.9818580582884501' '0.9455934105706438']",K. De (Caltech) on behalf of ZTF,No
2023ube,15:35:05.144,+32:07:20.41,2023-10-04 03:14:36.001,2023-10-05,19.378,ABMag,r - ZTF,0.9886531991678403,4.403186158261363,Galaxy,-20.43774102068823,918.6460333822923,0.2236,"['233.771479' '32.122608' 'Galaxy' '918.6460333822923' '0.2236'
 '0.9886531991678403' '4.403186158261363']",A. Munoz-Arancibia,No
2023ubn,17:35:13.899,+27:31:01.89,2023-10-04 07:01:35.328,2023-10-05,18.699,ABMag,cyan - ATLAS,1.197462219782371,1.9322437624079776,Galaxy,-18.912126134852624,332.83211669928505,0.0783,"['263.807884' '27.51686' 'Galaxy' '332.83211669928505' '0.0783'
 '1.197462219782371' '1.9322437624079776']",J. Tonry,No
2023tzw,21:37:14.719,-05:31:53.98,2023-10-04 05:48:08.928,2023-10-05,20.81,ABMag,w - P1,1.4872055406996236,3.3856196590370473,Galaxy,-17.54846153113206,469.5613107191685,0.1113,"['324.31099' '-5.531423' 'Galaxy' '469.5613107191685' '0.1113'
 '1.4872055406996236' '3.3856196590370473']",K. C. Chambers,No
2023uaf,00:26:33.041,+00:30:15.86,2023-10-03 11:33:20.736,2023-10-05,18.96,ABMag,i - P1,1.8057364596875758,2.687164128705837,Galaxy,-18.475324798051048,306.9481071780342,0.07211,"['6.637677' '0.503904' 'Galaxy' '306.9481071780342' '0.07211'
 '1.8057364596875758' '2.687164128705837']",K. C. Chambers,Yes
2023uau,01:09:37.531,+25:28:58.61,2023-10-04 07:58:53.003,2023-10-05,20.1622,ABMag,r - ZTF,1.884727106436913,4.283063685116214,Galaxy,-18.192455942398496,468.73910718356774,0.1111,"['17.406937' '25.482804' 'Galaxy' '468.73910718356774' '0.1111'
 '1.884727106436913' '4.283063685116214']",A. Munoz-Arancibia,No
2023uay,20:53:03.598,+26:42:40.80,2023-10-04 04:56:37.000,2023-10-05,19.3531,ABMag,g - ZTF,1.9112164846921367,6.654992851387884,Galaxy,-19.92821421906147,718.2288463949624,0.1727,"['313.264437' '26.711524' 'Galaxy' '718.2288463949624' '0.1727'
 '1.9112164846921367' '6.654992851387884']",A. Munoz-Arancibia,No
