TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Sep_kpc,Gal_1_type,Gal_1_ABS_Mag,Gal_1_dist,Gal_1_z,Gal_1_info,Gal_2_type,Gal_2_ABS_Mag,Gal_2_dist,Gal_2_z,Gal_2_info,Gal_3_type,Gal_3_ABS_Mag,Gal_3_dist,Gal_3_z,Gal_3_info,Reporter,SDSS_image
2024fxz,16:59:12.625,+25:03:19.63,2024-04-07 13:01:57.792,2024-04-08,19.506,ABMag,orange - ATLAS,0.39588052887109204,0.8346532886664938,Galaxy,-18.68583550116582,434.8776620392328,0.10288,"['254.802686' '25.055534' 'Galaxy' '434.8776620392328' '0.10288'
 '0.39588052887109204' '0.8346532886664938']",,,,,,,,,,,J. Tonry,Yes
2024fxf,08:04:41.002,+09:32:21.36,2024-04-03 07:19:12.000,2024-04-08,18.47,ABMag,g - ZTF,0.40969424037328855,1.7006485975775456,Galaxy,-21.19289929958378,856.209140624265,0.2076,"['121.170836' '9.539153' 'Galaxy' '856.209140624265' '0.2076'
 '0.40969424037328855' '1.7006485975775456']",,,,,,,,,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,Yes
2024fxm,22:52:47.598,+15:49:04.68,2024-04-03 12:27:21.600,2024-04-08,18.73,ABMag,r - ZTF,0.43808408297337986,1.2865713315726377,Galaxy,-20.18150764513201,605.7613065831902,0.1447,"['343.198217' '15.81803' 'Galaxy' '605.7613065831902' '0.1447'
 '0.43808408297337986' '1.2865713315726377']",Galaxy,-16.725693115091747,123.34984923811811,0.0287,"['343.19923' '15.815729' 'Galaxy' '123.34984923811811' '0.0287'
 '8.643997462522078' '5.169256952450857']",,,,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,No
2024fyi,12:29:38.340,+32:45:21.92,2024-04-07 08:26:38.976,2024-04-08,18.831,ABMag,orange - ATLAS,0.439504544705422,0.8676090274250691,Galaxy,-19.21792912539983,407.17942531460164,0.09618,"['187.409615' '32.756044' 'Galaxy' '407.17942531460164' '0.09618'
 '0.439504544705422' '0.8676090274250691']",,,,,,,,,,,J. Tonry,Yes
2024fxr,14:22:57.524,-21:33:30.16,2024-04-07 08:02:24.000,2024-04-08,20.52,ABMag,g - ZTF,0.5025432687737831,0.8342978530431485,Galaxy,-17.152863994339523,342.4307829772077,0.0806,"['215.739637' '-21.558245' 'Galaxy' '342.4307829772077' '0.0806'
 '0.5025432687737831' '0.8342978530431485']",,,,,,,,,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,No
2024fyv,11:53:35.649,+44:49:15.53,2024-04-03 07:10:24.001,2024-04-08,19.8164,ABMag,g - ZTF,0.7541159864495174,1.878642913751782,Galaxy,-18.73775612196559,513.8439226494177,0.1221,"['178.398374' '44.821155' 'Galaxy' '513.8439226494177' '0.1221'
 '0.7541159864495174' '1.878642913751782']",Galaxy,-21.383331911583895,1737.5862943569675,0.4473,"['178.395409' '44.822451' 'Galaxy' '1737.5862943569675' '0.4473'
 '9.58331770308906' '80.73040571884923']",,,,,,F. Forster,No
2024fyx,11:20:48.653,+39:19:15.57,2024-04-07 06:48:10.996,2024-04-08,18.9179,ABMag,g - ZTF,1.296033187774963,0.9080067696688336,Galaxy,-16.881590484340325,144.5100651630966,0.03366,"['170.202461' '39.320693' 'Galaxy' '144.5100651630966' '0.03366'
 '1.296033187774963' '0.9080067696688336']",,,,,,,,,,,F. Forster,Yes
2024fyl,13:33:54.885,+38:45:27.89,2024-04-05 09:36:35.424,2024-04-08,19.338,ABMag,orange - ATLAS,1.3925977317132099,1.970212098984387,Galaxy,-17.98756215724731,291.81823839710694,0.0685,"['203.478548' '38.757376' 'Galaxy' '291.81823839710694' '0.0685'
 '1.3925977317132099' '1.970212098984387']",,,,,,,,,,,J. Tonry,No
2024fyp,13:05:45.450,+10:18:20.39,2024-04-03 08:06:09.996,2024-04-08,20.5723,ABMag,g - ZTF,1.5850696777629756,6.217196933896745,Galaxy,-18.967556996477008,809.0426174725045,0.1956,"['196.439555' '10.306067' 'Galaxy' '809.0426174725045' '0.1956'
 '1.5850696777629756' '6.217196933896745']",,,,,,,,,,,F. Forster,No
2024fyn,22:33:15.764,+35:40:03.76,2024-04-03 12:09:56.998,2024-04-08,19.7709,ABMag,r - ZTF,1.6460973831138048,6.166418017726307,Galaxy,-19.669112853134248,772.6851586728925,0.1864,"['338.316027' '35.667349' 'Galaxy' '772.6851586728925' '0.1864'
 '1.6460973831138048' '6.166418017726307']",Galaxy,-21.23759180087418,1591.1032402597477,0.4052,"['338.317785' '35.668346' 'Galaxy' '1591.1032402597477' '0.4052'
 '6.5578749699946846' '50.5867011612014']",,,,,,F. Forster,No
