TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Sep_kpc,Gal_1_type,Gal_1_ABS_Mag,Gal_1_dist,Gal_1_z,Gal_1_info,Reporter
2023vpn,23:45:19.657,+27:45:37.00,2023-10-21 06:01:09.984,2023-10-23,20.13,ABMag,w - P1,0.5011721307932544,1.0798983230493606,Galaxy,-18.109105436228898,444.4481340782534,0.1052,"['356.33205' '27.76033' 'Galaxy' '444.4481340782534' '0.1052'
 '0.5011721307932544' '1.0798983230493606']",K. C. Chambers
2023vpr,07:55:08.783,+23:32:09.88,2023-10-19 14:12:48.672,2023-10-23,20.52,ABMag,w - P1,0.75199419646484,2.773675750269227,Galaxy,-18.886331669113414,760.7926948140998,0.1834,"['118.786614' '23.536286' 'Galaxy' '760.7926948140998' '0.1834'
 '0.75199419646484' '2.773675750269227']",K. C. Chambers
2023vqv,17:49:17.626,+58:46:16.39,2023-10-22 03:16:08.000,2023-10-23,19.6801,ABMag,r - ZTF,0.8631133765889977,1.542696455360919,Galaxy,-18.1530888372538,368.66997326516645,0.0869,"['267.322983' '58.77125' 'Galaxy' '368.66997326516645' '0.0869'
 '0.8631133765889977' '1.542696455360919']",F. Forster
2023vqr*,20:43:46.600,-01:12:33.18,2023-10-19 06:30:16.128,2023-10-23,21.03,ABMag,g - P1,1.3576644058155554,5.183083789246779,Galaxy,-18.451104653254568,787.4462708925323,0.19013,"['310.94393' '-1.208923' 'Galaxy' '787.4462708925323' '0.19013'
 '1.3576644058155554' '5.183083789246779']",D. O. Jones (UC Santa Cruz)
2023vpo,00:28:48.991,+13:05:10.59,2023-10-21 07:03:36.288,2023-10-23,18.63,ABMag,w - P1,1.5790222237155043,1.3875876013030242,Galaxy,-17.66148650646001,181.2580490868263,0.0423,"['7.204371' '13.086645' 'Galaxy' '181.2580490868263' '0.0423'
 '1.5790222237155043' '1.3875876013030242']",K. C. Chambers
2023vpv,09:15:12.041,+13:56:14.09,2023-10-19 14:48:53.856,2023-10-23,20.9,ABMag,w - P1,1.932956114357161,4.70413399567709,Galaxy,-17.60341411601685,501.9758493215051,0.1192,"['138.800657' '13.936991' 'Galaxy' '501.9758493215051' '0.1192'
 '1.932956114357161' '4.70413399567709']",K. C. Chambers
2023vqg,08:45:35.572,+19:59:09.19,2023-10-21 14:54:10.944,2023-10-23,20.05,ABMag,w - P1,2.5658280249389063,6.513975725933645,Galaxy,-18.545218623393712,523.6531552233716,0.1245,"['131.398947' '19.985694' 'Galaxy' '523.6531552233716' '0.1245'
 '2.5658280249389063' '6.513975725933645']",K. C. Chambers
2023vqu,01:36:20.836,+24:35:14.34,2023-10-20 05:36:03.004,2023-10-23,20.8163,ABMag,g - ZTF,3.2036808874196976,5.926234647116262,Galaxy,-17.091473630413752,381.5528712855182,0.09,"['24.087379' '24.588045' 'Galaxy' '381.5528712855182' '0.09'
 '3.2036808874196976' '5.926234647116262']",F. Forster
2023vpp,02:10:25.318,+30:45:42.55,2023-10-19 09:19:26.400,2023-10-23,20.08,ABMag,w - P1,3.284315954324297,4.833457767323936,Galaxy,-17.331190657231375,303.5555177249842,0.0713,"['32.606302' '30.76123' 'Galaxy' '303.5555177249842' '0.0713'
 '3.284315954324297' '4.833457767323936']",K. C. Chambers
2023vpj*,02:24:40.423,+00:45:29.70,2023-10-20 10:16:26.976,2023-10-23,20.76,ABMag,w - P1,3.4130104185303463,10.981693499718046,Galaxy,-18.34978418756133,663.6771073751123,0.15907,"['36.167687' '0.75884' 'Galaxy' '663.6771073751123' '0.15907'
 '3.4130104185303463' '10.981693499718046']",K. C. Chambers
2023vqw,18:22:40.494,+23:05:25.57,2023-10-22 02:49:57.999,2023-10-23,19.414,ABMag,r - ZTF,3.642887545000071,1.081282135110751,Galaxy,-14.52059197979893,61.223534174450705,0.0142,"['275.669423' '23.089654' 'Galaxy' '61.223534174450705' '0.0142'
 '3.642887545000071' '1.081282135110751']",F. Forster
2023vqo,20:21:57.542,+05:41:00.16,2023-10-14 03:48:26.004,2023-10-23,19.9317,ABMag,r - ZTF,3.749854376828993,5.434785614209924,Galaxy,-17.44626573917619,298.9462760618509,0.0702,"['305.489696' '5.682338' 'Galaxy' '298.9462760618509' '0.0702'
 '3.749854376828993' '5.434785614209924']",Julien Peloton
2023vqp,20:29:58.521,+00:33:52.46,2023-10-14 04:27:41.000,2023-10-23,20.3707,ABMag,g - ZTF,4.309311815386607,7.98880418745815,Galaxy,-17.541794947015887,382.3833638566573,0.0902,"['307.494794' '0.565292' 'Galaxy' '382.3833638566573' '0.0902'
 '4.309311815386607' '7.98880418745815']",Julien Peloton
2018mks*,14:06:13.632,+24:42:59.40,2018-02-15 08:57:51.000,2023-10-23,19.69,ABMag,R - Cousins,4.557148099424319,5.822674155957953,Galaxy,-17.41427238843792,263.5448158459363,0.06177,"['211.555679' '24.717252' 'Galaxy' '263.5448158459363' '0.06177'
 '4.557148099424319' '5.822674155957953']",Ine Theunissen-Limpens
