TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Sep_kpc,Gal_1_type,Gal_1_ABS_Mag,Gal_1_dist,Gal_1_z,Gal_1_info,Gal_2_type,Gal_2_ABS_Mag,Gal_2_dist,Gal_2_z,Gal_2_info,Reporter,SDSS_image
2023xho,22:46:20.677,-01:48:38.47,2023-11-08 04:56:47.904,2023-11-10,18.55,ABMag,r - P1,0.05000359627336166,0.1788386751346596,Galaxy,-20.78942668506227,737.7094334218039,0.17759,"['341.586154' '-1.8107' 'Galaxy' '737.7094334218039' '0.17759'
 '0.05000359627336166' '0.1788386751346596']",,,,,,D. O. Jones (UC Santa Cruz),Yes
2023xfr,17:46:03.240,+66:43:15.17,2023-11-02 02:48:28.800,2023-11-10,19.36,ABMag,r - ZTF,0.11235115564306578,0.14499487797515204,Galaxy,-17.766001250819883,266.19521844993193,0.0624,"['266.51343' '66.720895' 'Galaxy' '266.19521844993193' '0.0624'
 '0.11235115564306578' '0.14499487797515204']",,,,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,No
2023xdu,22:09:23.194,-09:25:55.66,2023-06-21 10:36:28.800,2023-11-10,20.13,ABMag,r - ZTF,0.1499016854043432,1.2357126717846236,Galaxy,-21.02268058810314,1700.3413547721789,0.4365,"['332.346676' '-9.432152' 'Galaxy' '1700.3413547721789' '0.4365'
 '0.1499016854043432' '1.2357126717846236']",,,,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,No
2023xhn,22:33:42.288,-00:50:17.87,2023-11-08 04:56:10.752,2023-11-10,20.16,ABMag,r - P1,0.2192979931122275,0.6895006941787832,Galaxy,-18.899625918300277,648.5227022771318,0.1553,"['338.426216' '-0.838356' 'Galaxy' '648.5227022771318' '0.1553'
 '0.2192979931122275' '0.6895006941787832']",,,,,,D. O. Jones (UC Santa Cruz),No
2020afgn,02:57:45.622,+18:47:05.16,2020-01-01 04:03:21.600,2023-11-10,20.33,ABMag,r - ZTF,0.22965589528749528,1.1255926174360043,Galaxy,-19.693643854386828,1010.9478916651994,0.2475,"['44.440106' '18.784829' 'Galaxy' '1010.9478916651994' '0.2475'
 '0.22965589528749528' '1.1255926174360043']",,,,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,No
2020afgm,11:19:02.822,+65:23:37.94,2020-06-26 05:19:40.800,2023-11-10,18.96,ABMag,g - ZTF,0.2808482060675452,0.3144187380387377,Galaxy,-17.857309496386613,230.92018633926574,0.05403,"['169.761595' '65.393834' 'Galaxy' '230.92018633926574' '0.05403'
 '0.2808482060675452' '0.3144187380387377']",,,,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,Yes
2023xhd,22:56:00.478,+29:06:46.42,2023-11-09 07:34:03.648,2023-11-10,18.65,ABMag,g - P1,0.304180724836773,0.4185890471136897,Galaxy,-18.615406515188546,283.84503569433866,0.0666,"['344.001995' '29.11281' 'Galaxy' '283.84503569433866' '0.0666'
 '0.304180724836773' '0.4185890471136897']",,,,,,D. O. Jones (UC Santa Cruz),No
2023xdr,10:07:07.463,+62:30:30.99,2023-10-16 11:55:40.800,2023-11-10,20.62,ABMag,r - ZTF,0.34132715749187575,1.2129246031706815,Galaxy,-18.705440472948812,732.9731982207285,0.1764,"['151.780892' '62.50862' 'Galaxy' '732.9731982207285' '0.1764'
 '0.34132715749187575' '1.2129246031706815']",,,,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,No
2023xhq,00:54:01.560,+28:17:37.25,2023-11-04 05:04:05.002,2023-11-10,20.5252,ABMag,g - ZTF,0.4125948777164719,0.870883651476152,Galaxy,-17.669107195418253,435.372946525856,0.103,"['13.506504' '28.293566' 'Galaxy' '435.372946525856' '0.103'
 '0.4125948777164719' '0.870883651476152']",,,,,,A. Munoz-Arancibia,No
2018mlf,11:46:52.438,+13:49:30.21,2018-04-08 07:06:14.400,2023-11-10,19.64,ABMag,r - ZTF,0.4181637718904156,0.7280923705891124,Galaxy,-18.13632604471335,359.1411830608095,0.08461,"['176.718575' '13.824975' 'Galaxy' '359.1411830608095' '0.08461'
 '0.4181637718904156' '0.7280923705891124']",,,,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,Yes
2023xdt,11:21:01.422,-11:22:01.21,2023-10-28 12:51:50.400,2023-11-10,18.27,ABMag,r - ZTF,0.4410455066681563,0.5916645649471065,Galaxy,-18.940086456261323,276.70518122232994,0.0649,"['170.255823' '-11.366932' 'Galaxy' '276.70518122232994' '0.0649'
 '0.4410455066681563' '0.5916645649471065']",,,,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,No
2023xeg,23:49:17.419,+13:30:18.85,2023-11-02 04:03:21.600,2023-11-10,20.23,ABMag,g - ZTF,0.556956585100474,0.9595215477375447,Galaxy,-17.523292610865457,355.35180205587324,0.0837,"['357.322426' '13.505278' 'Galaxy' '355.35180205587324' '0.0837'
 '0.556956585100474' '0.9595215477375447']",,,,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,No
2023xhc,07:41:58.645,+23:10:35.46,2023-11-09 11:55:44.256,2023-11-10,17.9049,ABMag,g - ZTF,0.5575673286499581,0.49960710171405626,Galaxy,-18.42888209225475,184.8231715594511,0.04314,"['115.494294' '23.176372' 'Galaxy' '184.8231715594511' '0.04314'
 '0.5575673286499581' '0.49960710171405626']",,,,,,K. De (Caltech) on behalf of ZTF,Yes
2023xdo,10:06:20.328,+56:17:56.94,2023-10-25 11:42:43.200,2023-11-10,20.27,ABMag,g - ZTF,0.5970760713632535,1.5760516784209877,Galaxy,-18.4098296020486,544.4599267659104,0.1296,"['151.584982' '56.299205' 'Galaxy' '544.4599267659104' '0.1296'
 '0.5970760713632535' '1.5760516784209877']",,,,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,No
2023xeo,11:21:59.359,+58:38:31.90,2023-11-03 11:22:33.600,2023-11-10,19.96,ABMag,r - ZTF,0.6132400496359678,1.8778107571778218,Galaxy,-19.042232228435935,631.6062889899799,0.1511,"['170.497003' '58.64218' 'Galaxy' '631.6062889899799' '0.1511'
 '0.6132400496359678' '1.8778107571778218']",,,,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,No
2023xer,12:06:51.879,-03:24:41.65,2023-11-05 12:57:36.000,2023-11-10,19.77,ABMag,r - ZTF,0.6996374047838729,5.3909511189442725,Galaxy,-21.236087535027014,1589.3425371656801,0.4047,"['181.715968' '-3.411578' 'Galaxy' '1589.3425371656801' '0.4047'
 '0.6996374047838729' '5.3909511189442725']",,,,,,C. Fremling (Caltech) on behalf of the Zwicky Transient Facility (ZTF) collaboration,No
