TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Sep_kpc,Gal_1_type,Gal_1_ABS_Mag,Gal_1_dist,Gal_1_z,Gal_1_info,Reporter,SDSS_image
2024nch,17:24:55.023,+57:10:36.97,2024-06-28 09:46:22.080,2024-06-29,19.734,ABMag,orange - ATLAS,0.13620143810170893,0.35154954808767247,Galaxy,-18.89714992046561,532.3901160459582,0.12664,"['261.229297' '57.176969' 'Galaxy' '532.3901160459582' '0.12664'
 '0.13620143810170893' '0.35154954808767247']",J. Tonry,Yes
2024nas,15:44:19.028,+36:02:35.98,2024-06-23 05:55:39.003,2024-06-29,19.9052,ABMag,g - ZTF,0.17298516102898606,0.6969981792837009,Galaxy,-19.693039633171658,831.089751021274,0.2012,"['236.079277' '36.04328' 'Galaxy' '831.089751021274' '0.2012'
 '0.17298516102898606' '0.6969981792837009']",A. Munoz-Arancibia,No
2024nam,16:00:16.399,+53:09:18.24,2024-06-27 05:52:31.999,2024-06-29,20.2513,ABMag,g - ZTF,0.19890453475982486,1.555679542498023,Galaxy,-20.787202945814634,1613.245971040321,0.4115,"['240.068418' '53.155052' 'Galaxy' '1613.245971040321' '0.4115'
 '0.19890453475982486' '1.555679542498023']",A. Munoz-Arancibia,No
2024nbg,13:11:32.858,+37:50:08.92,2024-06-20 04:44:37.996,2024-06-29,19.7611,ABMag,g - ZTF,0.2310612752296347,0.8810917083352751,Galaxy,-19.717495408110373,786.5368628156622,0.1899,"['197.886987' '37.835795' 'Galaxy' '786.5368628156622' '0.1899'
 '0.2310612752296347' '0.8810917083352751']",Jesper Sollerman (SU),No
2024nan,15:09:04.786,+15:49:53.77,2024-06-27 05:34:49.996,2024-06-29,20.2478,ABMag,g - ZTF,0.2936029737310525,0.9208338374477043,Galaxy,-18.806429764536862,646.9131107369143,0.1549,"['227.269893' '15.831536' 'Galaxy' '646.9131107369143' '0.1549'
 '0.2936029737310525' '0.9208338374477043']",A. Munoz-Arancibia,No
2024nai,02:56:46.827,+41:32:53.64,2024-06-25 11:16:48.000,2024-06-29,20.1331,ABMag,r - ZTF,0.2996593865145608,1.0729504944634323,Galaxy,-19.208784656840464,738.544947426546,0.1778,"['44.195017' '41.548276' 'Galaxy' '738.544947426546' '0.1778'
 '0.2996593865145608' '1.0729504944634323']",A. Munoz-Arancibia,No
2024ncd,17:02:56.209,+29:33:12.08,2024-06-26 09:59:55.000,2024-06-29,20.162,ABMag,r - ZTF,0.3456993932439665,1.4704189777288137,Galaxy,-19.553838075592736,877.3393632464944,0.213,"['255.734289' '29.553417' 'Galaxy' '877.3393632464944' '0.213'
 '0.3456993932439665' '1.4704189777288137']",A. Munoz-Arancibia,No
2024nbj,15:45:23.473,+21:34:19.54,2024-06-23 05:34:25.000,2024-06-29,19.9058,ABMag,g - ZTF,0.37966929762092516,1.673046776208604,Galaxy,-19.88683868890991,908.9243489404622,0.2211,"['236.347802' '21.571989' 'Galaxy' '908.9243489404622' '0.2211'
 '0.37966929762092516' '1.673046776208604']",Jesper Sollerman (SU),No
2024naj,00:14:36.155,+31:13:29.46,2024-06-24 10:49:25.000,2024-06-29,20.0903,ABMag,g - ZTF,0.4187917080563512,0.9850664481897244,Galaxy,-18.339162930211742,485.1684887070869,0.1151,"['3.650569' '31.224946' 'Galaxy' '485.1684887070869' '0.1151'
 '0.4187917080563512' '0.9850664481897244']",A. Munoz-Arancibia,No
2024nce,17:06:29.711,+34:00:31.04,2024-06-28 06:10:04.999,2024-06-29,20.0305,ABMag,g - ZTF,0.4467098714062568,1.7564208526578398,Galaxy,-19.514640840156925,811.0136579173757,0.1961,"['256.623909' '34.008541' 'Galaxy' '811.0136579173757' '0.1961'
 '0.4467098714062568' '1.7564208526578398']",A. Munoz-Arancibia,No
